shipment_id,supplier_id,product_id,purchase_order_date,expected_delivery_date,actual_delivery_date,ordered_quantity,received_quantity,rejected_quantity,shipment_status
SHP-0000707,SUP-039,PRD-00273,2022-05-23,2022-06-10,2022-06-20,163,163,0,Delivered
SHP-0000708,SUP-012,PRD-00168,2020-10-10,2020-11-02,2020-11-09,505,505,0,Delivered
SHP-0000709,SUP-038,PRD-00703,2022-06-13,2022-06-27,2022-06-27,1114,1114,0,Delivered
SHP-0000710,SUP-051,PRD-00843,2025-10-22,2025-11-04,2025-11-04,474,470,4,Delivered
SHP-0000711,SUP-058,PRD-00709,2025-06-15,2025-08-18,2025-08-25,1225,1213,12,Delivered
SHP-0000712,SUP-004,PRD-00026,2025-09-28,2025-10-15,2025-10-28,979,970,9,Delivered
SHP-0000713,SUP-066,PRD-00654,2020-01-27,2020-04-09,2020-04-18,332,329,3,Delivered
SHP-0000714,SUP-062,PRD-00772,2026-05-27,2026-07-04,2026-07-04,437,437,0,Delivered
SHP-0000715,SUP-006,PRD-00244,2023-02-15,2023-03-03,2023-03-03,1437,1394,43,Delivered
SHP-0000716,SUP-041,PRD-00838,2020-05-04,2020-06-15,2020-06-28,1127,1127,0,Delivered
SHP-0000717,SUP-005,PRD-00085,2024-07-25,2024-08-17,2024-08-17,1430,1430,0,Delivered
SHP-0000718,SUP-016,PRD-00447,2023-11-22,2023-12-04,2023-12-04,1015,1015,0,Delivered
SHP-0000719,SUP-053,PRD-00383,2021-08-08,2021-08-20,2021-08-20,442,442,0,Delivered
SHP-0000720,SUP-001,PRD-00475,2020-02-25,2020-03-08,2020-03-14,1421,1407,14,Delivered
SHP-0000721,SUP-054,PRD-00625,2025-03-26,2025-04-14,2025-04-18,583,578,5,Delivered
SHP-0000722,SUP-015,PRD-00303,2021-09-27,2021-10-06,2021-10-06,1366,1366,0,Delivered
SHP-0000723,SUP-011,PRD-00835,2020-07-21,2020-07-26,2020-08-07,1225,1213,12,Delivered
SHP-0000724,SUP-069,PRD-00649,2022-08-05,2022-08-28,2022-09-09,199,199,0,Delivered
SHP-0000725,SUP-026,PRD-00275,2022-07-18,2022-07-24,2022-07-24,89,89,0,Delivered
SHP-0000726,SUP-016,PRD-00296,2026-08-24,2026-09-09,2026-09-09,952,952,0,Delivered
SHP-0000727,SUP-070,PRD-00494,2021-08-19,2021-08-26,2021-08-27,375,372,3,Delivered
SHP-0000728,SUP-025,PRD-00883,2022-03-05,2022-04-26,2022-05-03,549,533,16,Delivered
SHP-0000729,SUP-020,PRD-00510,2023-12-19,2024-02-26,2024-02-28,50,50,0,Delivered
SHP-0000730,SUP-065,PRD-00290,2024-09-19,2024-11-04,2024-11-07,725,704,21,Delivered
SHP-0000731,SUP-033,PRD-00712,2023-05-26,2023-06-11,2023-06-12,177,177,0,Late
SHP-0000732,SUP-069,PRD-00318,2026-01-26,2026-02-16,2026-02-16,968,959,9,Delivered
SHP-0000733,SUP-049,PRD-00869,2024-07-27,2024-08-08,2024-08-08,52,41,0,Partial
SHP-0000734,SUP-010,PRD-00189,2020-12-30,2021-02-11,2021-02-22,150,150,0,Delivered
SHP-0000735,SUP-063,PRD-00380,2024-02-17,2024-03-08,2024-03-08,954,954,0,Late
SHP-0000736,SUP-060,PRD-00345,2024-07-28,2024-08-13,2024-08-13,917,844,73,Delivered
SHP-0000737,SUP-052,PRD-00729,2021-02-23,2021-03-14,2021-03-15,180,180,0,Delivered
SHP-0000738,SUP-036,PRD-00798,2024-05-20,2024-05-30,2024-06-06,840,815,25,Delivered
SHP-0000739,SUP-055,PRD-00331,2025-10-03,2025-10-24,2025-10-24,929,929,0,Delivered
SHP-0000740,SUP-023,PRD-00698,2026-07-03,2026-08-31,2026-09-01,1277,940,0,Partial
SHP-0000741,SUP-043,PRD-00035,2020-10-26,2020-11-16,2020-11-23,678,678,0,Delivered
SHP-0000742,SUP-015,PRD-00659,2022-11-07,2022-11-24,2022-11-24,168,163,5,Delivered
SHP-0000743,SUP-068,PRD-00259,2024-11-26,2024-12-06,2024-12-06,1464,1464,0,Delivered
SHP-0000744,SUP-015,PRD-00659,2023-01-14,2023-01-28,2023-01-28,180,180,0,Delivered
SHP-0000745,SUP-062,PRD-00105,2022-03-10,2022-04-23,2022-04-23,202,202,0,Delivered
SHP-0000746,SUP-021,PRD-00791,2021-12-28,2022-02-28,2022-02-28,1197,1197,0,Delivered
SHP-0000747,SUP-058,PRD-00158,2024-07-21,2024-09-02,2024-09-08,1228,1228,0,Delivered
SHP-0000748,SUP-052,PRD-00028,2023-09-04,2023-09-09,2023-09-12,348,345,3,Delivered
SHP-0000749,SUP-050,PRD-00399,2025-07-24,2025-09-28,2025-09-28,252,245,7,Delivered
SHP-0000750,SUP-064,PRD-00506,2024-04-01,2024-06-06,2024-06-06,611,611,0,Delivered
SHP-0000751,SUP-042,PRD-00720,2023-01-08,2023-02-09,2023-02-09,1232,992,9,Partial
SHP-0000752,SUP-044,PRD-00165,2022-12-18,2022-12-28,2022-12-29,938,863,75,Delivered
SHP-0000753,SUP-002,PRD-00371,2024-01-15,2024-02-14,2024-02-14,51,51,0,Delivered
SHP-0000754,SUP-047,PRD-00407,2025-10-28,2025-11-23,2025-11-27,362,334,28,Delivered
SHP-0000755,SUP-031,PRD-00678,2025-03-13,2025-05-13,2025-05-13,458,445,13,Delivered
SHP-0000756,SUP-053,PRD-00696,2024-06-05,2024-06-11,2024-06-18,776,776,0,Delivered
SHP-0000757,SUP-063,PRD-00763,2026-08-06,2026-08-29,2026-09-03,456,456,0,Delivered
SHP-0000758,SUP-022,PRD-00836,2023-02-27,2023-03-12,2023-03-12,796,796,0,Delivered
SHP-0000759,SUP-051,PRD-00876,2025-04-30,2025-05-09,2025-05-09,1225,1225,0,Delivered
SHP-0000760,SUP-049,PRD-00651,2020-08-25,2020-08-30,2020-08-31,558,558,0,Delivered
SHP-0000761,SUP-054,PRD-00596,2024-02-21,2024-03-11,2024-03-11,980,951,29,Delivered
SHP-0000762,SUP-038,PRD-00718,2021-03-15,2021-03-30,2021-04-03,1199,1199,0,Delivered
SHP-0000763,SUP-037,PRD-00889,2026-05-09,2026-05-27,2026-05-27,1431,1431,0,Delivered
SHP-0000764,SUP-053,PRD-00095,2023-07-01,2023-07-14,2023-07-24,1240,1141,99,Delivered
SHP-0000765,SUP-069,PRD-00220,2022-10-13,2022-11-01,2022-11-05,1361,1361,0,Delivered
SHP-0000766,SUP-007,PRD-00609,2026-07-24,2026-10-06,2026-10-06,256,256,0,Delivered
SHP-0000767,SUP-012,PRD-00679,2023-07-15,2023-07-28,2023-08-02,1055,1055,0,Delivered
SHP-0000768,SUP-068,PRD-00559,2024-08-07,2024-08-12,2024-08-12,448,355,3,Partial
SHP-0000769,SUP-004,PRD-00061,2024-05-05,2024-05-16,2024-05-16,1299,1299,0,Late
SHP-0000770,SUP-043,PRD-00418,2021-08-16,2021-08-29,2021-08-29,1283,1283,0,Delivered
SHP-0000771,SUP-027,PRD-00490,2025-12-24,2026-01-03,2026-01-09,169,168,1,Late
SHP-0000772,SUP-041,PRD-00451,2021-06-17,2021-06-28,2021-07-05,142,141,1,Delivered
SHP-0000773,SUP-060,PRD-00345,2020-02-13,2020-03-07,2020-03-11,698,698,0,Delivered
SHP-0000774,SUP-057,PRD-00248,2026-08-14,2026-08-20,2026-08-26,147,146,1,Delivered
SHP-0000775,SUP-018,PRD-00769,2020-03-31,2020-04-08,2020-04-08,1013,1013,0,Late
SHP-0000776,SUP-010,PRD-00527,2023-09-12,2023-11-04,2023-11-04,143,143,0,Late
SHP-0000777,SUP-065,PRD-00754,2025-04-01,2025-05-23,2025-05-23,648,648,0,Late
SHP-0000778,SUP-050,PRD-00399,2025-08-13,2025-10-06,2025-10-19,1092,1082,10,Delivered
SHP-0000779,SUP-055,PRD-00505,2022-07-04,2022-08-08,2022-08-17,1102,1102,0,Delivered
SHP-0000780,SUP-058,PRD-00252,2023-03-29,2023-05-14,2023-05-18,584,579,5,Delivered
SHP-0000781,SUP-049,PRD-00651,2020-08-02,2020-08-20,2020-08-20,717,710,7,Delivered
SHP-0000782,SUP-060,PRD-00336,2022-09-12,2022-09-17,2022-09-17,1298,1260,38,Delivered
SHP-0000783,SUP-069,PRD-00749,2025-11-21,2025-12-10,2025-12-14,441,441,0,Delivered
SHP-0000784,SUP-023,PRD-00810,2022-08-08,2022-08-14,2022-08-16,398,294,8,Partial
SHP-0000785,SUP-007,PRD-00320,2023-11-20,2024-01-30,2024-01-30,443,443,0,Late
SHP-0000786,SUP-039,PRD-00436,2022-12-12,2022-12-25,2022-12-29,411,411,0,Delivered
SHP-0000787,SUP-066,PRD-00606,2025-07-10,2025-08-14,2025-08-14,677,677,0,Delivered
SHP-0000788,SUP-061,PRD-00853,2025-11-30,2025-12-22,2026-01-05,269,269,0,Delivered
SHP-0000789,SUP-002,PRD-00700,2023-08-20,2023-08-25,2023-08-25,1447,1447,0,Delivered
SHP-0000790,SUP-066,PRD-00298,2023-11-22,2023-12-21,2023-12-24,203,203,0,Delivered
SHP-0000791,SUP-050,PRD-00399,2022-06-21,2022-08-15,2022-08-20,181,176,5,Late
SHP-0000792,SUP-004,PRD-00026,2024-10-28,2024-11-05,2024-11-25,1451,1451,0,Delivered
SHP-0000793,SUP-068,PRD-00388,2024-12-15,2024-12-29,2024-12-29,995,995,0,Delivered
SHP-0000794,SUP-059,PRD-00456,2025-10-27,2025-11-17,2025-11-24,1027,1027,0,Delivered
SHP-0000795,SUP-016,PRD-00447,2025-01-13,2025-02-08,,284,192,5,Partial
SHP-0000796,SUP-007,PRD-00874,2023-08-31,2023-10-16,2023-10-24,501,501,0,Delivered
SHP-0000797,SUP-014,PRD-00483,2025-10-19,2025-12-18,2025-12-21,964,955,9,Late
SHP-0000798,SUP-007,PRD-00609,2022-03-05,2022-05-01,2022-05-01,1106,1095,11,Delivered
SHP-0000799,SUP-051,PRD-00843,2021-10-24,2021-11-05,2021-11-05,1382,1382,0,Delivered
SHP-0000800,SUP-024,PRD-00773,2024-11-08,2024-11-13,2024-11-23,840,840,0,Delivered
SHP-0000801,SUP-044,PRD-00473,2020-01-25,2020-02-12,2020-02-13,1461,1461,0,Delivered
SHP-0000802,SUP-053,PRD-00383,2022-09-01,2022-09-23,2022-09-23,1332,1332,0,Delivered
SHP-0000803,SUP-068,PRD-00382,2025-06-03,2025-06-17,2025-06-25,988,988,0,Delivered
SHP-0000804,SUP-023,PRD-00123,2022-01-23,2022-03-02,2022-03-02,1403,1403,0,Delivered
SHP-0000805,SUP-053,PRD-00833,2021-06-16,2021-06-22,2021-06-26,1348,1348,0,Delivered
SHP-0000806,SUP-026,PRD-00557,2024-05-22,2024-06-09,2024-06-18,1234,1222,12,Late
SHP-0000807,SUP-050,PRD-00228,2025-11-19,2026-01-02,2026-01-02,689,574,5,Partial
SHP-0000808,SUP-070,PRD-00315,2023-03-19,2023-04-08,2023-04-24,277,255,22,Delivered
SHP-0000809,SUP-044,PRD-00666,2026-01-10,2026-01-22,2026-02-03,525,525,0,Delivered
SHP-0000810,SUP-049,PRD-00392,2025-09-20,2025-10-14,2025-10-14,357,357,0,Delivered
SHP-0000811,SUP-044,PRD-00165,2022-02-02,2022-02-16,2022-02-20,1225,923,73,Partial
SHP-0000812,SUP-033,PRD-00712,2020-12-14,2021-02-01,2021-02-01,208,208,0,Delivered
SHP-0000813,SUP-059,PRD-00515,2022-11-26,2022-12-14,2022-12-14,1023,1023,0,Delivered
SHP-0000814,SUP-037,PRD-00771,2025-02-03,2025-02-15,2025-02-15,739,739,0,Delivered
SHP-0000815,SUP-013,PRD-00790,2022-11-19,2022-12-02,2022-12-04,1251,1214,37,Delivered
SHP-0000816,SUP-014,PRD-00009,2020-02-10,2020-03-25,2020-03-27,1023,925,0,Partial
SHP-0000817,SUP-060,PRD-00514,2025-01-09,2025-02-02,2025-02-09,386,386,0,Delivered
SHP-0000818,SUP-024,PRD-00408,2022-11-08,2022-11-17,2022-11-17,978,978,0,Delivered
SHP-0000819,SUP-030,PRD-00766,2023-05-05,2023-05-15,2023-05-15,716,716,0,Delivered
SHP-0000820,SUP-070,PRD-00265,2020-01-01,2020-01-24,2020-01-24,137,106,0,Partial
SHP-0000821,SUP-047,PRD-00207,2022-05-19,2022-06-23,2022-06-27,569,569,0,Late
SHP-0000822,SUP-032,PRD-00260,2023-01-14,2023-03-24,2023-03-29,1098,1098,0,Delivered
SHP-0000823,SUP-013,PRD-00082,2023-11-10,2023-12-01,2023-12-05,726,726,0,Late
SHP-0000824,SUP-046,PRD-00808,2023-09-21,2023-10-01,2023-10-09,311,308,3,Delivered
SHP-0000825,SUP-034,PRD-00335,2025-04-10,2025-04-17,2025-04-28,542,542,0,Delivered
SHP-0000826,SUP-060,PRD-00271,2022-09-29,2022-10-13,2022-10-17,695,467,0,Partial
SHP-0000827,SUP-033,PRD-00712,2020-07-10,2020-09-05,2020-09-05,139,139,0,Late
SHP-0000828,SUP-009,PRD-00672,2020-04-03,2020-05-11,2020-05-12,137,137,0,Delivered
SHP-0000829,SUP-039,PRD-00326,2024-11-10,2024-12-03,2024-12-04,660,654,6,Late
SHP-0000830,SUP-031,PRD-00822,2024-07-13,2024-08-13,2024-08-24,1283,1283,0,Delivered
SHP-0000831,SUP-057,PRD-00317,2021-11-26,2021-12-16,2021-12-21,1249,1249,0,Delivered
SHP-0000832,SUP-060,PRD-00023,2026-04-26,2026-05-15,2026-05-15,407,407,0,Delivered
SHP-0000833,SUP-013,PRD-00898,2023-06-02,2023-06-19,,1278,937,0,Partial
SHP-0000834,SUP-069,PRD-00353,2020-09-01,2020-09-09,2020-09-09,578,573,5,Delivered
SHP-0000835,SUP-006,PRD-00713,2023-06-29,2023-07-06,2023-07-06,348,348,0,Delivered
SHP-0000836,SUP-057,PRD-00307,2020-02-26,2020-03-21,2020-03-28,803,803,0,Delivered
SHP-0000837,SUP-031,PRD-00492,2020-08-17,2020-10-13,2020-10-13,1391,1391,0,Late
SHP-0000838,SUP-049,PRD-00618,2020-09-30,2020-10-06,2020-10-20,1156,1156,0,Delivered
SHP-0000839,SUP-035,PRD-00059,2025-03-12,2025-03-29,2025-03-29,468,464,4,Delivered
SHP-0000840,SUP-018,PRD-00185,2026-04-13,2026-05-03,2026-05-03,57,57,0,Delivered
SHP-0000841,SUP-069,PRD-00070,2022-09-06,2022-09-12,2022-09-23,1381,1381,0,Delivered
SHP-0000842,SUP-013,PRD-00144,2024-06-07,2024-06-15,2024-06-26,1386,1386,0,Delivered
SHP-0000843,SUP-002,PRD-00675,2021-01-25,2021-02-02,2021-02-16,1029,1029,0,Delivered
SHP-0000844,SUP-027,PRD-00758,2023-04-15,2023-04-25,2023-05-08,127,126,1,Late
SHP-0000845,SUP-043,PRD-00519,2024-10-11,2024-11-14,2024-11-19,112,112,0,Delivered
SHP-0000846,SUP-023,PRD-00698,2022-10-03,2022-12-11,2022-12-23,1082,1082,0,Delivered
SHP-0000847,SUP-060,PRD-00610,2021-11-01,2021-11-13,2021-11-13,734,734,0,Delivered
SHP-0000848,SUP-023,PRD-00891,2020-06-09,2020-08-09,2020-08-09,629,629,0,Delivered
SHP-0000849,SUP-055,PRD-00002,2026-08-23,2026-10-07,2026-10-14,60,60,0,Delivered
SHP-0000850,SUP-059,PRD-00159,2020-04-21,2020-05-11,2020-05-11,1096,1009,87,Delivered
SHP-0000851,SUP-038,PRD-00563,2024-03-09,2024-03-25,2024-04-02,924,851,73,Delivered
SHP-0000852,SUP-066,PRD-00298,2021-02-17,2021-02-23,2021-02-23,752,752,0,Delivered
SHP-0000853,SUP-065,PRD-00590,2022-09-05,2022-09-29,2022-10-03,583,583,0,Delivered
SHP-0000854,SUP-063,PRD-00743,2026-01-16,2026-02-06,2026-02-06,767,744,23,Late
SHP-0000855,SUP-056,PRD-00004,2021-10-25,2021-11-13,2021-11-23,637,637,0,Delivered
SHP-0000856,SUP-002,PRD-00386,2025-09-28,2025-12-03,2025-12-06,456,456,0,Delivered
SHP-0000857,SUP-049,PRD-00187,2020-02-14,2020-02-21,2020-02-26,551,551,0,Delivered
SHP-0000858,SUP-066,PRD-00710,2026-05-11,2026-05-30,2026-05-30,786,786,0,Delivered
SHP-0000859,SUP-016,PRD-00263,2021-09-17,2021-10-02,2021-10-10,1432,1418,14,Delivered
SHP-0000860,SUP-033,PRD-00781,2021-06-13,2021-07-01,2021-07-08,730,671,0,Partial
SHP-0000861,SUP-006,PRD-00690,2020-09-30,2020-10-06,2020-10-21,742,735,7,Delivered
SHP-0000862,SUP-010,PRD-00572,2022-03-31,2022-04-15,2022-04-15,292,292,0,Late
SHP-0000863,SUP-043,PRD-00241,2025-08-21,2025-09-15,2025-09-15,1333,1333,0,Delivered
SHP-0000864,SUP-033,PRD-00136,2026-05-14,2026-06-24,2026-06-24,316,316,0,Delivered
SHP-0000865,SUP-037,PRD-00863,2023-07-04,2023-07-28,2023-07-28,61,61,0,Delivered
SHP-0000866,SUP-046,PRD-00006,2024-10-17,2024-11-05,2024-11-05,1382,1382,0,Delivered
SHP-0000867,SUP-069,PRD-00043,2024-01-02,2024-01-13,2024-01-15,1134,1134,0,Late
SHP-0000868,SUP-037,PRD-00295,2024-04-23,2024-05-16,2024-05-29,368,368,0,Delivered
SHP-0000869,SUP-032,PRD-00372,2022-06-27,2022-08-07,2022-08-12,1287,1287,0,Delivered
SHP-0000870,SUP-040,PRD-00201,2020-07-30,2020-08-15,2020-08-15,71,71,0,Late
SHP-0000871,SUP-019,PRD-00196,2023-04-14,2023-05-05,2023-05-17,477,477,0,Delivered
SHP-0000872,SUP-013,PRD-00435,2025-09-30,2025-10-06,2025-10-09,1031,1031,0,Delivered
SHP-0000873,SUP-048,PRD-00221,2020-07-14,2020-08-05,2020-08-11,916,916,0,Delivered
SHP-0000874,SUP-041,PRD-00166,2023-05-20,2023-07-27,2023-07-28,254,252,2,Delivered
SHP-0000875,SUP-018,PRD-00769,2025-11-29,2025-12-09,2025-12-15,1472,1221,12,Partial
SHP-0000876,SUP-067,PRD-00760,2021-10-31,2021-11-10,2021-11-10,88,88,0,Delivered
SHP-0000877,SUP-010,PRD-00527,2022-04-28,2022-06-10,2022-06-10,1466,1466,0,Delivered
SHP-0000878,SUP-021,PRD-00225,2023-01-13,2023-02-12,2023-02-15,554,549,5,Delivered
SHP-0000879,SUP-021,PRD-00576,2023-10-26,2023-11-12,2023-11-12,1146,1146,0,Delivered
SHP-0000880,SUP-011,PRD-00837,2022-05-24,2022-06-04,2022-06-09,547,547,0,Delivered
SHP-0000881,SUP-019,PRD-00466,2022-08-26,2022-09-15,2022-09-19,146,146,0,Delivered
SHP-0000882,SUP-064,PRD-00687,2020-03-30,2020-04-06,2020-04-06,568,532,0,Partial
SHP-0000883,SUP-006,PRD-00206,2021-12-17,2021-12-27,2022-01-02,1012,1012,0,Late
SHP-0000884,SUP-054,PRD-00694,2021-12-23,2022-01-06,2022-01-07,1077,1077,0,Delivered
SHP-0000885,SUP-069,PRD-00276,2021-10-14,2021-11-02,2021-11-10,1461,1418,43,Delivered
SHP-0000886,SUP-047,PRD-00138,2026-05-10,2026-07-18,2026-07-20,632,632,0,Delivered
SHP-0000887,SUP-021,PRD-00830,2026-04-17,2026-06-13,2026-06-21,594,594,0,Delivered
SHP-0000888,SUP-049,PRD-00869,2024-11-27,2024-12-19,2024-12-19,461,461,0,Delivered
SHP-0000889,SUP-061,PRD-00792,2022-05-07,2022-05-19,2022-05-19,107,107,0,Delivered
SHP-0000890,SUP-068,PRD-00550,2022-02-19,2022-03-09,2022-03-09,1442,1428,14,Delivered
SHP-0000891,SUP-040,PRD-00602,2022-02-21,2022-03-01,2022-03-01,346,306,0,Partial
SHP-0000892,SUP-068,PRD-00031,2026-04-25,2026-05-13,2026-05-13,786,779,7,Delivered
SHP-0000893,SUP-007,PRD-00362,2025-07-07,2025-07-24,2025-07-24,797,797,0,Delivered
SHP-0000894,SUP-024,PRD-00823,2025-03-17,2025-03-30,2025-04-05,1357,1357,0,Delivered
SHP-0000895,SUP-048,PRD-00824,2023-11-16,2023-11-23,2023-11-26,899,891,8,Delivered
SHP-0000896,SUP-049,PRD-00484,2022-03-13,2022-04-05,2022-04-12,900,900,0,Delivered
SHP-0000897,SUP-066,PRD-00682,2026-07-12,2026-07-18,2026-07-21,610,610,0,Delivered
SHP-0000898,SUP-046,PRD-00900,2022-02-18,2022-03-07,2022-03-08,1172,1172,0,Delivered
SHP-0000899,SUP-053,PRD-00696,2022-03-04,2022-03-10,2022-03-10,326,326,0,Delivered
SHP-0000900,SUP-049,PRD-00350,2021-09-15,2021-10-02,2021-10-02,1305,1305,0,Late
SHP-0000901,SUP-068,PRD-00641,2020-03-26,2020-04-06,2020-04-06,1187,1187,0,Delivered
SHP-0000902,SUP-050,PRD-00552,2021-02-25,2021-04-24,2021-05-06,1382,1382,0,Delivered
SHP-0000903,SUP-042,PRD-00342,2021-01-24,2021-04-06,2021-04-06,726,726,0,Late
SHP-0000904,SUP-023,PRD-00351,2022-09-15,2022-10-23,2022-10-23,270,218,2,Partial
SHP-0000905,SUP-067,PRD-00058,2026-01-18,2026-01-25,2026-02-02,403,399,4,Delivered
SHP-0000906,SUP-008,PRD-00038,2024-11-29,2024-12-21,2024-12-29,310,310,0,Delivered
SHP-0000907,SUP-010,PRD-00189,2021-09-15,2021-11-22,2021-12-09,443,430,13,Delivered
SHP-0000908,SUP-039,PRD-00459,2024-12-19,2024-12-24,2024-12-24,1153,1153,0,Delivered
SHP-0000909,SUP-013,PRD-00114,2022-12-15,2022-12-20,2022-12-25,294,294,0,Late
SHP-0000910,SUP-007,PRD-00862,2023-06-21,2023-08-14,2023-08-23,728,728,0,Late
SHP-0000911,SUP-069,PRD-00318,2023-06-26,2023-07-19,2023-07-21,1262,1250,12,Delivered
SHP-0000912,SUP-005,PRD-00085,2025-07-03,2025-07-18,2025-07-18,471,471,0,Delivered
SHP-0000913,SUP-023,PRD-00777,2023-08-04,2023-09-24,2023-09-25,608,608,0,Delivered
SHP-0000914,SUP-058,PRD-00262,2020-10-01,2020-11-05,2020-11-17,628,628,0,Delivered
SHP-0000915,SUP-026,PRD-00813,2021-08-08,2021-08-28,2021-09-03,206,200,6,Delivered
SHP-0000916,SUP-020,PRD-00003,2021-09-02,2021-10-31,2021-11-11,1406,1406,0,Delivered
SHP-0000917,SUP-054,PRD-00339,2022-12-10,2022-12-28,2022-12-28,380,369,11,Delivered
SHP-0000918,SUP-040,PRD-00211,2023-08-02,2023-08-18,2023-09-04,692,686,6,Delivered
SHP-0000919,SUP-042,PRD-00511,2022-07-26,2022-10-01,2022-10-10,738,593,47,Partial
SHP-0000920,SUP-001,PRD-00352,2023-02-21,2023-03-14,2023-03-23,170,169,1,Delivered
SHP-0000921,SUP-009,PRD-00442,2021-11-09,2022-01-03,2022-01-03,964,964,0,Late
SHP-0000922,SUP-032,PRD-00122,2026-07-02,2026-08-27,2026-09-04,214,214,0,Delivered
SHP-0000923,SUP-058,PRD-00060,2024-03-22,2024-04-24,2024-04-26,1080,732,58,Partial
SHP-0000924,SUP-047,PRD-00887,2024-09-17,2024-10-03,2024-10-03,171,171,0,Delivered
SHP-0000925,SUP-036,PRD-00254,2023-10-24,2023-11-28,2023-11-28,610,604,6,Delivered
SHP-0000926,SUP-060,PRD-00514,2025-01-25,2025-02-14,2025-02-16,1442,1442,0,Delivered
SHP-0000927,SUP-041,PRD-00493,2024-04-30,2024-05-16,2024-05-25,1474,1460,14,Delivered
SHP-0000928,SUP-016,PRD-00814,2023-11-17,2023-11-29,2023-12-15,1281,1281,0,Delivered
SHP-0000929,SUP-002,PRD-00384,2026-04-26,2026-05-14,2026-05-27,162,162,0,Delivered
SHP-0000930,SUP-048,PRD-00866,2026-04-15,2026-04-27,2026-04-28,765,765,0,Late
SHP-0000931,SUP-011,PRD-00391,2024-08-17,2024-09-01,2024-09-06,957,929,28,Delivered
SHP-0000932,SUP-035,PRD-00826,2026-04-16,2026-05-06,2026-05-06,849,849,0,Delivered
SHP-0000933,SUP-039,PRD-00081,2024-02-11,2024-02-26,2024-03-01,756,609,0,Partial
SHP-0000934,SUP-029,PRD-00215,2024-06-03,2024-06-20,2024-06-20,1478,1127,0,Partial
SHP-0000935,SUP-018,PRD-00769,2020-07-11,2020-07-24,2020-07-31,197,197,0,Delivered
SHP-0000936,SUP-036,PRD-00711,2025-11-19,2025-11-29,2025-11-30,218,218,0,Delivered
SHP-0000937,SUP-029,PRD-00685,2020-04-08,2020-04-23,2020-04-23,530,530,0,Late
SHP-0000938,SUP-007,PRD-00362,2022-07-20,2022-08-08,2022-08-10,747,747,0,Delivered
SHP-0000939,SUP-066,PRD-00682,2026-07-27,2026-09-08,2026-09-25,234,234,0,Delivered
SHP-0000940,SUP-002,PRD-00371,2023-03-24,2023-05-11,2023-05-11,200,200,0,Delivered
SHP-0000941,SUP-049,PRD-00140,2024-08-11,2024-08-31,2024-08-31,77,77,0,Delivered
SHP-0000942,SUP-063,PRD-00065,2022-08-10,2022-08-16,2022-08-16,1284,1284,0,Late
SHP-0000943,SUP-026,PRD-00799,2026-01-17,2026-01-23,2026-01-23,1335,1335,0,Delivered
SHP-0000944,SUP-008,PRD-00281,2024-08-11,2024-10-02,2024-10-03,842,842,0,Delivered
SHP-0000945,SUP-056,PRD-00017,2024-05-02,2024-05-07,2024-05-12,885,885,0,Delivered
SHP-0000946,SUP-015,PRD-00154,2025-01-29,2025-02-17,2025-02-17,257,255,2,Delivered
SHP-0000947,SUP-023,PRD-00513,2023-05-08,2023-06-07,2023-06-10,1452,1452,0,Late
SHP-0000948,SUP-044,PRD-00481,2026-07-31,2026-08-16,2026-08-16,488,474,14,Delivered
SHP-0000949,SUP-038,PRD-00330,2021-03-31,2021-04-23,2021-04-23,543,543,0,Delivered
SHP-0000950,SUP-060,PRD-00753,2025-09-20,2025-10-06,2025-10-09,887,887,0,Delivered
SHP-0000951,SUP-012,PRD-00168,2022-03-04,2022-03-22,2022-03-26,1419,1419,0,Delivered
SHP-0000952,SUP-063,PRD-00583,2020-02-10,2020-02-18,2020-02-18,511,506,5,Late
SHP-0000953,SUP-027,PRD-00308,2023-10-31,2023-11-07,2023-11-07,204,204,0,Late
SHP-0000954,SUP-043,PRD-00418,2020-10-23,2020-12-29,2021-01-05,187,187,0,Delivered
SHP-0000955,SUP-063,PRD-00065,2021-09-05,2021-09-21,2021-09-21,1319,1319,0,Delivered
SHP-0000956,SUP-006,PRD-00713,2023-07-10,2023-07-26,2023-08-01,1091,1004,87,Late
SHP-0000957,SUP-063,PRD-00444,2024-09-05,2024-09-29,2024-09-29,189,184,5,Delivered
SHP-0000958,SUP-053,PRD-00833,2021-09-14,2021-10-06,2021-10-11,97,97,0,Delivered
SHP-0000959,SUP-058,PRD-00262,2023-06-15,2023-07-30,2023-08-01,852,686,0,Partial
SHP-0000960,SUP-066,PRD-00710,2026-08-18,2026-09-09,2026-09-09,1129,1118,11,Delivered
SHP-0000961,SUP-047,PRD-00427,2025-01-08,2025-02-12,2025-02-12,148,148,0,Delivered
SHP-0000962,SUP-043,PRD-00438,2020-08-06,2020-08-15,2020-08-25,192,192,0,Delivered
SHP-0000963,SUP-007,PRD-00609,2022-09-17,2022-10-21,2022-11-06,334,334,0,Delivered
SHP-0000964,SUP-042,PRD-00720,2025-03-17,2025-05-10,2025-05-10,1054,1023,31,Delivered
SHP-0000965,SUP-028,PRD-00152,2021-05-12,2021-06-02,2021-06-02,400,368,32,Delivered
SHP-0000966,SUP-029,PRD-00080,2021-10-14,2021-11-03,2021-11-03,589,589,0,Delivered
SHP-0000967,SUP-022,PRD-00412,2026-01-25,2026-02-14,2026-02-19,880,854,26,Delivered
