order_id,customer_id,order_date,channel,store_id,fulfillment_method,order_status,payment_method,gross_order_value,discount_amount,shipping_fee,tax_amount,prior_orders,prior_revenue,prior_avg_order,days_since_prior,month,day_of_week
ORD-00009048,CUS-003696,2025-09-22,Store,STR-039,In Store,Completed,Cash,467.9,0.0,0.0,70.18,2.0,543.18,271.59,1279.0,9,0
ORD-00007661,CUS-003697,2025-08-09,Website,,Click & Collect,Completed,Digital Wallet,173.82,17.02,0.0,23.52,0.0,0.0,,,8,5
ORD-00016772,CUS-003698,2020-08-24,Mobile,,Home Delivery,Completed,Cash,491.93,17.16,49.0,71.22,0.0,0.0,,,8,0
ORD-00010223,CUS-003698,2021-04-10,Store,STR-020,In Store,Completed,Cash,543.76,22.21,0.0,78.23,1.0,491.93000000000006,491.93000000000006,229.0,4,5
ORD-00040295,CUS-003698,2022-09-25,Store,STR-049,In Store,Completed,Cash,117.92,23.58,0.0,14.15,2.0,1035.69,517.845,533.0,9,6
ORD-00032177,CUS-003699,2020-10-06,Website,,Home Delivery,Completed,EFT,191.25,0.0,69.0,28.69,0.0,0.0,,,10,1
ORD-00011916,CUS-003699,2021-08-24,Store,STR-006,In Store,Completed,Card,184.44,6.13,0.0,26.75,1.0,191.25,191.25,322.0,8,1
ORD-00011580,CUS-003699,2021-12-17,Website,,Home Delivery,Completed,Buy Now Pay Later,57.09,0.0,49.0,8.56,2.0,375.68999999999994,187.84499999999997,115.0,12,4
ORD-00025009,CUS-003700,2022-06-06,Marketplace,,Click & Collect,Completed,EFT,101.73,0.0,0.0,15.26,0.0,0.0,,,6,0
ORD-00038861,CUS-003700,2025-11-06,Store,STR-016,In Store,Completed,EFT,84.3,12.64,0.0,10.75,1.0,101.73,101.73,1249.0,11,3
ORD-00035876,CUS-003701,2020-11-23,Store,STR-031,In Store,Completed,EFT,196.26,0.0,0.0,29.44,0.0,0.0,,,11,0
ORD-00004998,CUS-003701,2025-06-23,Store,STR-014,In Store,Completed,Cash,54.8,0.0,0.0,8.22,1.0,196.26,196.26,1673.0,6,0
ORD-00001165,CUS-003702,2021-09-18,Store,STR-019,In Store,Completed,Buy Now Pay Later,384.55,48.49,0.0,50.41,0.0,0.0,,,9,5
ORD-00038201,CUS-003702,2021-10-31,Website,,Click & Collect,Completed,Card,1220.99,117.32,0.0,165.55,1.0,384.54999999999995,384.54999999999995,43.0,10,6
ORD-00029932,CUS-003702,2022-08-03,Website,,Home Delivery,Completed,Buy Now Pay Later,677.03,26.9,0.0,97.52,2.0,1605.5399999999997,802.7699999999999,276.0,8,2
ORD-00044530,CUS-003702,2025-09-28,Website,,Home Delivery,Completed,Buy Now Pay Later,252.66,0.0,69.0,37.9,3.0,2282.57,760.8566666666667,1152.0,9,6
ORD-00007356,CUS-003703,2021-01-12,Store,STR-027,In Store,Completed,Digital Wallet,170.68,0.0,0.0,25.6,0.0,0.0,,,1,1
ORD-00042307,CUS-003703,2021-03-29,Mobile,,Click & Collect,Completed,EFT,57.53,0.0,0.0,8.63,1.0,170.68,170.68,76.0,3,0
ORD-00008160,CUS-003703,2022-05-02,Store,STR-015,In Store,Completed,Digital Wallet,303.31,0.0,0.0,45.5,2.0,228.20999999999998,114.10499999999999,399.0,5,0
ORD-00020262,CUS-003703,2025-05-29,Store,STR-028,In Store,Completed,Digital Wallet,143.24,0.0,0.0,21.49,3.0,531.52,177.17333333333332,1123.0,5,3
ORD-00043088,CUS-003704,2023-10-04,Website,,Home Delivery,Completed,Buy Now Pay Later,48.5,0.0,69.0,7.28,0.0,0.0,,,10,2
ORD-00014144,CUS-003704,2024-07-02,Store,STR-017,In Store,Completed,Cash,69.22,0.0,0.0,10.38,1.0,48.5,48.5,272.0,7,1
ORD-00035578,CUS-003704,2025-05-20,Store,STR-047,In Store,Completed,Digital Wallet,364.54,38.33,0.0,48.93,2.0,117.71999999999997,58.859999999999985,322.0,5,1
ORD-00024430,CUS-003705,2024-02-10,Website,,Home Delivery,Completed,EFT,339.51,0.0,69.0,50.93,0.0,0.0,,,2,5
ORD-00001657,CUS-003705,2025-08-15,Store,STR-046,In Store,Completed,Buy Now Pay Later,417.47,43.04,0.0,56.16,1.0,339.51,339.51,552.0,8,4
ORD-00012127,CUS-003706,2020-11-03,Mobile,,Home Delivery,Completed,EFT,249.82,24.98,89.0,33.73,0.0,0.0,,,11,1
ORD-00005525,CUS-003706,2023-02-12,Store,STR-004,In Store,Completed,Digital Wallet,225.26,5.6,0.0,32.95,1.0,249.82,249.82,831.0,2,6
ORD-00042951,CUS-003706,2023-08-01,Mobile,,Home Delivery,Completed,Card,135.89999999999998,0.0,69.0,20.38,2.0,475.08000000000004,237.54000000000002,170.0,8,1
ORD-00024544,CUS-003706,2024-04-25,Marketplace,,Courier,Completed,Buy Now Pay Later,236.67,0.0,69.0,35.5,3.0,610.98,203.66,268.0,4,3
ORD-00022162,CUS-003707,2020-09-06,Store,STR-050,In Store,Completed,Cash,27.42,0.0,0.0,4.11,0.0,0.0,,,9,6
ORD-00031013,CUS-003707,2021-08-26,Marketplace,,Home Delivery,Completed,Card,424.91,0.0,69.0,63.74,1.0,27.420000000000016,27.420000000000016,354.0,8,3
ORD-00026421,CUS-003707,2022-03-03,Store,STR-017,In Store,Completed,Card,210.93,0.0,0.0,31.64,2.0,452.33,226.165,189.0,3,3
ORD-00006066,CUS-003707,2025-11-14,Store,STR-029,In Store,Completed,Cash,99.85,0.0,0.0,14.98,3.0,663.26,221.08666666666667,1352.0,11,4
ORD-00003338,CUS-003707,2025-12-03,Store,STR-040,In Store,Completed,Buy Now Pay Later,156.87,35.55,0.0,18.2,4.0,763.11,190.7775,19.0,12,2
ORD-00003263,CUS-003708,2022-03-22,Store,STR-022,In Store,Completed,Buy Now Pay Later,159.13,15.91,0.0,21.48,0.0,0.0,,,3,1
ORD-00042976,CUS-003708,2023-09-16,Store,STR-041,In Store,Completed,Digital Wallet,63.27,0.0,0.0,9.49,1.0,159.13,159.13,543.0,9,5
ORD-00001926,CUS-003709,2021-10-17,Store,STR-012,In Store,Completed,Cash,295.06,0.0,0.0,44.26,0.0,0.0,,,10,6
ORD-00028975,CUS-003709,2022-08-18,Website,,Home Delivery,Completed,Buy Now Pay Later,660.18,57.59,0.0,90.39,1.0,295.06000000000006,295.06000000000006,305.0,8,3
ORD-00017703,CUS-003709,2022-12-22,Mobile,,Home Delivery,Completed,Buy Now Pay Later,112.7,13.64,89.0,14.86,2.0,955.2399999999998,477.6199999999999,126.0,12,3
ORD-00017772,CUS-003709,2023-12-11,Store,STR-005,In Store,Completed,Digital Wallet,499.82,55.15,0.0,66.7,3.0,1067.9399999999998,355.97999999999996,354.0,12,0
ORD-00042551,CUS-003709,2026-01-21,Website,,Courier,Completed,Buy Now Pay Later,370.88,38.83,69.0,49.81,4.0,1567.7599999999998,391.93999999999994,772.0,1,2
ORD-00036846,CUS-003710,2022-10-08,Mobile,,Home Delivery,Completed,Buy Now Pay Later,253.36,13.38,89.0,36.0,0.0,0.0,,,10,5
ORD-00043163,CUS-003710,2022-11-17,Store,STR-022,In Store,Completed,EFT,525.36,37.63,0.0,73.16,1.0,253.36,253.36,40.0,11,3
ORD-00024567,CUS-003710,2025-08-27,Store,STR-018,In Store,Completed,EFT,328.0,32.8,0.0,44.28,2.0,778.72,389.36,1014.0,8,2
ORD-00037599,CUS-003711,2020-02-23,Store,STR-042,In Store,Completed,EFT,267.64,13.08,0.0,38.18,0.0,0.0,,,2,6
ORD-00020134,CUS-003711,2020-12-23,Store,STR-042,In Store,Completed,Card,778.06,35.88,0.0,111.33,1.0,267.6399999999999,267.6399999999999,304.0,12,2
ORD-00032728,CUS-003711,2021-01-12,Mobile,,Home Delivery,Completed,Buy Now Pay Later,98.71,0.0,49.0,14.81,2.0,1045.6999999999998,522.8499999999999,20.0,1,1
ORD-00018268,CUS-003711,2021-07-13,Website,,Home Delivery,Completed,EFT,332.07,16.53,49.0,47.33,3.0,1144.41,381.47,182.0,7,1
ORD-00028873,CUS-003711,2025-01-27,Store,STR-003,In Store,Completed,Buy Now Pay Later,65.29,13.06,0.0,7.83,4.0,1476.48,369.12,1294.0,1,0
ORD-00001364,CUS-003711,2025-05-15,Store,STR-017,In Store,Completed,EFT,247.1,0.0,0.0,37.06,5.0,1541.77,308.354,108.0,5,3
ORD-00032253,CUS-003711,2026-01-24,Mobile,,Click & Collect,Completed,Cash,460.86,49.19,0.0,61.75,6.0,1788.87,298.145,254.0,1,5
ORD-00032169,CUS-003712,2025-06-04,Mobile,,Home Delivery,Completed,Cash,2854.99,0.0,0.0,428.25,0.0,0.0,,,6,2
ORD-00011279,CUS-003713,2020-12-13,Store,STR-006,In Store,Completed,EFT,168.06,0.0,0.0,25.21,0.0,0.0,,,12,6
ORD-00029781,CUS-003713,2021-03-24,Website,,Home Delivery,Completed,Buy Now Pay Later,521.62,22.95,49.0,74.8,1.0,168.06000000000006,168.06000000000006,101.0,3,2
ORD-00024194,CUS-003713,2023-02-20,Store,STR-004,In Store,Completed,Card,132.0,13.2,0.0,17.82,2.0,689.68,344.84,698.0,2,0
ORD-00042149,CUS-003713,2024-08-27,Store,STR-011,In Store,Completed,Cash,200.51,1.84,0.0,29.8,3.0,821.68,273.8933333333333,554.0,8,1
ORD-00035092,CUS-003713,2025-06-08,Marketplace,,Home Delivery,Completed,EFT,94.94,0.0,69.0,14.24,4.0,1022.1899999999998,255.54749999999996,285.0,6,6
ORD-00027706,CUS-003714,2021-03-02,Mobile,,Home Delivery,Completed,EFT,329.85,65.97,89.0,39.58,0.0,0.0,,,3,1
ORD-00031245,CUS-003714,2024-12-21,Store,STR-013,In Store,Completed,Digital Wallet,118.56,0.0,0.0,17.78,1.0,329.85,329.85,1390.0,12,5
ORD-00039583,CUS-003715,2022-03-06,Store,STR-012,In Store,Completed,EFT,162.26,11.91,0.0,22.55,0.0,0.0,,,3,6
ORD-00022394,CUS-003716,2022-08-18,Store,STR-035,In Store,Completed,Digital Wallet,213.95,0.0,0.0,32.09,0.0,0.0,,,8,3
ORD-00006415,CUS-003716,2023-11-02,Store,STR-049,In Store,Completed,Digital Wallet,364.84,9.79,0.0,53.26,1.0,213.95,213.95,441.0,11,3
ORD-00019296,CUS-003716,2024-04-29,Mobile,,Click & Collect,Completed,Digital Wallet,254.36,0.0,0.0,38.15,2.0,578.79,289.395,179.0,4,0
ORD-00018931,CUS-003716,2025-04-10,Marketplace,,Click & Collect,Completed,Card,165.4,0.0,0.0,24.81,3.0,833.15,277.71666666666664,346.0,4,3
ORD-00029035,CUS-003716,2025-04-26,Mobile,,Home Delivery,Completed,Cash,173.84,0.0,49.0,26.08,4.0,998.5499999999998,249.63749999999996,16.0,4,5
ORD-00039174,CUS-003717,2021-06-02,Website,,Home Delivery,Completed,Buy Now Pay Later,643.2,0.0,0.0,96.48,0.0,0.0,,,6,2
ORD-00035029,CUS-003717,2022-07-22,Store,STR-045,In Store,Completed,Buy Now Pay Later,23.6,0.0,0.0,3.54,1.0,643.2,643.2,415.0,7,4
ORD-00034405,CUS-003717,2023-11-25,Mobile,,Click & Collect,Completed,EFT,190.3,0.0,0.0,28.54,2.0,666.8,333.4,491.0,11,5
ORD-00011571,CUS-003717,2024-08-19,Website,,Click & Collect,Completed,Buy Now Pay Later,252.44,22.04,0.0,34.56,3.0,857.0999999999999,285.7,268.0,8,0
ORD-00003488,CUS-003718,2020-11-17,Store,STR-016,In Store,Completed,Cash,214.98,12.33,0.0,30.4,0.0,0.0,,,11,1
ORD-00025732,CUS-003718,2022-02-26,Mobile,,Home Delivery,Completed,EFT,441.7000000000001,32.11,89.0,61.44,1.0,214.97999999999996,214.97999999999996,466.0,2,5
ORD-00016779,CUS-003718,2023-10-18,Mobile,,Courier,Completed,Card,160.37,18.79,49.0,21.24,2.0,656.6800000000002,328.3400000000001,599.0,10,2
ORD-00007660,CUS-003718,2024-07-18,Store,STR-024,In Store,Completed,Cash,344.44,0.0,0.0,51.67,3.0,817.0500000000002,272.3500000000001,274.0,7,3
ORD-00021933,CUS-003718,2024-12-01,Mobile,,Home Delivery,Completed,Card,164.82,0.0,89.0,24.72,4.0,1161.4900000000002,290.37250000000006,136.0,12,6
ORD-00040905,CUS-003718,2025-07-03,Store,STR-014,In Store,Completed,Buy Now Pay Later,282.76,12.79,0.0,40.5,5.0,1326.3100000000002,265.26200000000006,214.0,7,3
ORD-00000519,CUS-003719,2020-07-06,Store,STR-047,In Store,Completed,Cash,170.66,0.0,0.0,25.6,0.0,0.0,,,7,0
ORD-00017440,CUS-003719,2021-06-11,Store,STR-018,In Store,Completed,Buy Now Pay Later,274.65000000000003,0.0,0.0,41.2,1.0,170.66000000000003,170.66000000000003,340.0,6,4
ORD-00036924,CUS-003719,2021-08-10,Marketplace,,Click & Collect,Completed,Cash,513.1800000000001,0.0,0.0,76.98,2.0,445.31000000000006,222.65500000000003,60.0,8,1
ORD-00034876,CUS-003719,2024-02-09,Store,STR-019,In Store,Completed,EFT,65.3,0.0,0.0,9.8,3.0,958.4900000000001,319.4966666666667,913.0,2,4
ORD-00025197,CUS-003720,2022-01-02,Website,,Click & Collect,Completed,Digital Wallet,150.5,0.0,0.0,22.58,0.0,0.0,,,1,6
ORD-00025490,CUS-003720,2022-06-10,Mobile,,Click & Collect,Completed,Card,133.58,0.0,0.0,20.04,1.0,150.50000000000003,150.50000000000003,159.0,6,4
ORD-00042190,CUS-003720,2023-05-20,Store,STR-030,In Store,Completed,Buy Now Pay Later,23.79,0.0,0.0,3.57,2.0,284.08,142.04,344.0,5,5
ORD-00011156,CUS-003720,2024-10-21,Store,STR-013,In Store,Completed,Cash,226.34,0.0,0.0,33.95,3.0,307.87,102.62333333333333,520.0,10,0
ORD-00024180,CUS-003720,2025-05-29,Mobile,,Home Delivery,Completed,EFT,303.81000000000006,0.0,89.0,45.57,4.0,534.21,133.5525,220.0,5,3
ORD-00044187,CUS-003720,2025-06-21,Website,,Courier,Completed,Digital Wallet,242.56,0.0,69.0,36.38,5.0,838.0200000000002,167.60400000000004,23.0,6,5
ORD-00019215,CUS-003720,2025-09-04,Store,STR-046,In Store,Completed,Digital Wallet,334.78,33.48,0.0,45.2,6.0,1080.5800000000002,180.0966666666667,75.0,9,3
ORD-00005448,CUS-003721,2022-07-05,Store,STR-013,In Store,Completed,Digital Wallet,174.1,0.0,0.0,26.12,0.0,0.0,,,7,1
ORD-00016289,CUS-003721,2022-12-26,Store,STR-006,In Store,Completed,Digital Wallet,454.65,46.71,0.0,61.19,1.0,174.10000000000002,174.10000000000002,174.0,12,0
ORD-00012716,CUS-003721,2023-08-15,Store,STR-003,In Store,Completed,Cash,64.55,0.0,0.0,9.68,2.0,628.75,314.375,232.0,8,1
ORD-00042658,CUS-003721,2024-01-14,Store,STR-036,In Store,Completed,Card,145.70999999999998,12.78,0.0,19.94,3.0,693.3,231.1,152.0,1,6
ORD-00016148,CUS-003721,2024-08-30,Store,STR-036,In Store,Completed,Digital Wallet,334.78,0.0,0.0,50.22,4.0,839.01,209.7525,229.0,8,4
ORD-00014709,CUS-003722,2022-08-09,Store,STR-050,In Store,Completed,Cash,89.49,0.0,0.0,13.42,0.0,0.0,,,8,1
ORD-00032903,CUS-003723,2020-03-13,Store,STR-005,In Store,Completed,Buy Now Pay Later,257.79,0.0,0.0,38.67,0.0,0.0,,,3,4
ORD-00023952,CUS-003723,2023-01-01,Store ,STR-049,In Store,Completed,Buy Now Pay Later,246.48,10.97,0.0,35.33,1.0,257.78999999999996,257.78999999999996,1024.0,1,6
ORD-00033525,CUS-003723,2024-01-07,Mobile,,Click & Collect,Completed,Buy Now Pay Later,392.74,0.0,0.0,58.91,2.0,504.27,252.135,371.0,1,6
ORD-00012703,CUS-003723,2025-04-14,Store,STR-031,In Store,Completed,Cash,203.68,0.0,0.0,30.55,3.0,897.01,299.00333333333333,463.0,4,0
ORD-00041791,CUS-003724,2020-06-06,Store,STR-033,In Store,Completed,Cash,131.70000000000002,5.41,0.0,18.94,0.0,0.0,,,6,5
ORD-00000046,CUS-003724,2024-01-05,Mobile,,Home Delivery,Completed,Digital Wallet,31.6,6.32,49.0,3.79,1.0,131.70000000000002,131.70000000000002,1308.0,1,4
ORD-00032231,CUS-003725,2020-01-17,Website,,Home Delivery,Completed,EFT,292.05,56.75,89.0,35.3,0.0,0.0,,,1,4
ORD-00037595,CUS-003725,2020-09-01,Store,STR-013,In Store,Completed,Digital Wallet,262.17,39.33,0.0,33.43,1.0,292.05,292.05,228.0,9,1
ORD-00037843,CUS-003725,2020-10-25,Store,STR-021,In Store,Completed,Card,594.5799999999999,0.0,0.0,89.19,2.0,554.22,277.11,54.0,10,6
ORD-00025232,CUS-003725,2022-02-04,Store,STR-044,In Store,Completed,Cash,523.0500000000001,18.59,0.0,75.67,3.0,1148.7999999999997,382.9333333333332,467.0,2,4
ORD-00028624,CUS-003725,2025-04-11,Mobile,,Home Delivery,Completed,EFT,209.4,10.96,69.0,29.77,4.0,1671.85,417.9625,1162.0,4,4
ORD-00025294,CUS-003726,2020-03-15,Mobile,,Home Delivery,Completed,EFT,273.7,0.0,69.0,41.06,0.0,0.0,,,3,6
ORD-00026491,CUS-003726,2020-10-26,Mobile,,Home Delivery,Completed,EFT,210.71,21.63,49.0,28.36,1.0,273.69999999999993,273.69999999999993,225.0,10,0
ORD-00044125,CUS-003726,2020-11-27,Store,STR-013,In Store,Completed,Buy Now Pay Later,165.96,10.34,0.0,23.34,2.0,484.40999999999997,242.20499999999998,32.0,11,4
ORD-00009860,CUS-003726,2023-04-22,Mobile,,Home Delivery,Completed,EFT,195.0,0.0,89.0,29.25,3.0,650.37,216.79,876.0,4,5
ORD-00000092,CUS-003727,2021-05-12,Store,STR-048,In Store,Completed,Card,392.4,0.0,0.0,58.86,0.0,0.0,,,5,2
ORD-00030160,CUS-003727,2024-12-19,Store,STR-033,In Store,Completed,EFT,48.98,0.0,0.0,7.35,1.0,392.4,392.4,1317.0,12,3
ORD-00038101,CUS-003728,2020-07-03,Store,STR-049,In Store,Completed,Digital Wallet,385.99,0.0,0.0,57.9,0.0,0.0,,,7,4
ORD-00010094,CUS-003728,2023-04-24,Mobile,,Courier,Completed,Digital Wallet,345.14,25.42,69.0,47.96,1.0,385.99,385.99,1025.0,4,0
ORD-00013032,CUS-003728,2026-01-26,Website,,Home Delivery,Completed,EFT,292.4,4.23,69.0,43.23,2.0,731.13,365.565,1008.0,1,0
ORD-00042593,CUS-003729,2020-12-20,Website,,Home Delivery,Completed,Cash,351.79,0.0,69.0,52.77,0.0,0.0,,,12,6
ORD-00036866,CUS-003729,2024-06-03,Store,STR-003,In Store,Completed,Buy Now Pay Later,62.97,0.0,0.0,9.45,1.0,351.78999999999996,351.78999999999996,1261.0,6,0
ORD-00018971,CUS-003730,2020-01-25,Store,STR-045,In Store,Completed,Cash,248.11,6.01,0.0,36.32,0.0,0.0,,,1,5
ORD-00014615,CUS-003730,2021-08-31,Website,,Click & Collect,Completed,Cash,145.79,19.74,0.0,18.91,1.0,248.10999999999999,248.10999999999999,584.0,8,1
ORD-00016119,CUS-003731,2023-05-20,Website,,Home Delivery,Completed,Card,85.18,0.0,89.0,12.78,0.0,0.0,,,5,5
ORD-00041649,CUS-003731,2025-09-02,Website,,Home Delivery,Completed,EFT,108.29,5.41,49.0,15.43,1.0,85.18000000000002,85.18000000000002,836.0,9,1
ORD-00007531,CUS-003732,2020-12-03,Mobile,,Click & Collect,Completed,Digital Wallet,259.77,0.0,0.0,38.97,0.0,0.0,,,12,3
ORD-00044632,CUS-003732,2021-12-13,Store,STR-037,In Store,Completed,Card,135.45999999999998,0.0,0.0,20.32,1.0,259.77,259.77,375.0,12,0
ORD-00039565,CUS-003732,2026-02-02,Website,,Home Delivery,Completed,Cash,100.2,0.0,69.0,15.03,2.0,395.22999999999996,197.61499999999998,1512.0,2,0
ORD-00027803,CUS-003733,2020-06-27,Store,STR-045,In Store,Completed,Digital Wallet,514.14,36.66,0.0,71.62,0.0,0.0,,,6,5
ORD-00014236,CUS-003733,2020-07-25,Website,,Click & Collect,Completed,Buy Now Pay Later,123.27,18.49,0.0,15.72,1.0,514.14,514.14,28.0,7,5
ORD-00003886,CUS-003733,2020-10-10,Store,STR-033,In Store,Completed,Digital Wallet,147.72000000000003,15.91,0.0,19.77,2.0,637.41,318.705,77.0,10,5
ORD-00008813,CUS-003733,2024-12-29,Mobile,,Click & Collect,Completed,Card,65.29,3.26,0.0,9.3,3.0,785.13,261.71,1541.0,12,6
ORD-00023794,CUS-003733,2025-04-01,Store,STR-041,In Store,Completed,EFT,87.48,0.0,0.0,13.12,4.0,850.42,212.605,93.0,4,1
ORD-00039100,CUS-003733,2025-12-15,Mobile,,Click & Collect,Completed,Buy Now Pay Later,371.32,30.06,0.0,51.19,5.0,937.9000000000001,187.58,258.0,12,0
ORD-00022694,CUS-003734,2023-07-19,Store,STR-017,In Store,Completed,EFT,141.23,0.0,0.0,21.18,0.0,0.0,,,7,2
ORD-00043412,CUS-003735,2020-02-28,Store,STR-050,In Store,Completed,Digital Wallet,396.11,14.07,0.0,57.31,0.0,0.0,,,2,4
ORD-00018174,CUS-003735,2023-09-30,Store,STR-022,In Store,Completed,Card,136.89,0.0,0.0,20.53,1.0,396.11,396.11,1310.0,9,5
ORD-00043492,CUS-003735,2023-11-03,Store,STR-027,In Store,Completed,Digital Wallet,287.28,6.48,0.0,42.12,2.0,533.0,266.5,34.0,11,4
ORD-00010512,CUS-003735,2025-05-12,Mobile,,Home Delivery,Completed,EFT,318.58,0.0,89.0,47.79,3.0,820.28,273.4266666666667,556.0,5,0
ORD-00014095,CUS-003737,2021-01-16,Mobile,,Home Delivery,Completed,Digital Wallet,91.42,0.0,49.0,13.71,0.0,0.0,,,1,5
ORD-00023278,CUS-003737,2021-04-29,Store,STR-047,In Store,Completed,Digital Wallet,43.6,4.36,0.0,5.89,1.0,91.42000000000002,91.42000000000002,103.0,4,3
ORD-00041624,CUS-003737,2022-01-03,Website,,Click  & Collect,Completed,Card,172.32,0.0,0.0,25.85,2.0,135.02000000000004,67.51000000000002,249.0,1,0
ORD-00039097,CUS-003737,2025-12-29,Store,STR-014,In Store,Completed,EFT,333.01,0.0,0.0,49.95,3.0,307.34000000000003,102.44666666666667,1456.0,12,0
ORD-00016547,CUS-003737,2026-03-27,Store,STR-049,In Store,Completed,Card,69.62,0.0,0.0,10.44,4.0,640.35,160.0875,88.0,3,4
ORD-00018585,CUS-003738,2020-06-27,Website,,Click & Collect,Completed,EFT,40.95,0.0,0.0,6.14,0.0,0.0,,,6,5
ORD-00012746,CUS-003738,2023-01-10,Website,,Click & Collect,Completed,Cash,51.06,0.0,0.0,7.66,1.0,40.95,40.95,927.0,1,1
ORD-00002452,CUS-003738,2023-03-16,Store,STR-031,In Store,Completed,Buy Now Pay Later,262.8,48.32,0.0,32.17,2.0,92.00999999999999,46.004999999999995,65.0,3,3
ORD-00024982,CUS-003738,2026-06-19,Store,STR-042,In Store,Completed,Cash,451.24,17.89,0.0,65.0,3.0,354.80999999999995,118.26999999999998,1191.0,6,4
ORD-00036770,CUS-003739,2022-04-11,Mobile,,Courier,Completed,Card,87.1,17.42,69.0,10.45,0.0,0.0,,,4,0
ORD-00026693,CUS-003740,2021-08-01,Store,STR-037,In Store,Completed,Card,359.14,0.0,0.0,53.87,0.0,0.0,,,8,6
ORD-00013086,CUS-003740,2023-07-17,Website,,Home Delivery,Completed,Card,213.53,0.0,69.0,32.03,1.0,359.14,359.14,715.0,7,0
ORD-00028901,CUS-003741,2023-06-14,Store,STR-016,In Store,Completed,EFT,66.73,3.34,0.0,9.51,0.0,0.0,,,6,2
ORD-00038469,CUS-003741,2024-08-18,Store,STR-044,In Store,Completed,Cash,273.62,23.92,0.0,37.46,1.0,66.73000000000002,66.73000000000002,431.0,8,6
ORD-00027463,CUS-003742,2021-08-17,Mobile,,Courier,Completed,EFT,241.14,0.0,49.0,36.17,0.0,0.0,,,8,1
ORD-00014703,CUS-003742,2022-05-13,Website,,Courier,Completed,EFT,369.64,0.0,89.0,55.45,1.0,241.14,241.14,269.0,5,4
ORD-00036242,CUS-003742,2023-08-09,Store,STR-029,In Store,Completed,Card,325.06,0.0,0.0,48.76,2.0,610.78,305.39,453.0,8,2
ORD-00020797,CUS-003743,2020-01-31,Store,STR-048,In Store,Completed,Card,176.13,0.0,0.0,26.42,0.0,0.0,,,1,4
ORD-00039148,CUS-003743,2025-01-18,Marketplace,,Home Delivery,Completed,Cash,487.03,0.0,49.0,73.05,1.0,176.13,176.13,1814.0,1,5
ORD-00010508,CUS-003744,2021-09-26,Website,,Click & Collect,Completed,Card,209.52,26.44,0.0,27.46,0.0,0.0,,,9,6
ORD-00016647,CUS-003744,2022-09-14,Mobile,,Click & Collect,Completed,EFT,119.32,11.93,0.0,16.11,1.0,209.52000000000004,209.52000000000004,353.0,9,2
ORD-00026241,CUS-003744,2026-04-29,Website,,Home Delivery,Completed,Buy Now Pay Later,150.04000000000002,6.38,49.0,21.55,2.0,328.84,164.42,1323.0,4,2
ORD-00022891,CUS-003745,2021-11-14,Store,STR-012,In Store,Completed,Buy Now Pay Later,376.36,71.76,0.0,45.69,0.0,0.0,,,11,6
ORD-00024397,CUS-003745,2022-12-24,Store,STR-040,In Store,Completed,Card,345.18,31.49,0.0,47.05,1.0,376.35999999999996,376.35999999999996,405.0,12,5
ORD-00029915,CUS-003745,2023-05-29,Website,,Home Delivery,Completed,Card,202.61,40.52,89.0,24.31,2.0,721.5400000000001,360.77000000000004,156.0,5,0
ORD-00034702,CUS-003745,2024-11-08,Store,STR-006,In Store,Completed,Cash,69.36,0.0,0.0,10.4,3.0,924.15,308.05,529.0,11,4
ORD-00004737,CUS-003745,2026-04-02,Website,,Click & Collect,Completed,Buy Now Pay Later,610.24,0.0,0.0,91.54,4.0,993.51,248.3775,510.0,4,3
ORD-00020331,CUS-003746,2023-11-02,Store,STR-036,In Store,Completed,Buy Now Pay Later,106.36,0.0,0.0,15.95,0.0,0.0,,,11,3
ORD-00020115,CUS-003746,2025-04-17,Mobile,,Courier,Completed,Card,59.1,0.0,89.0,8.86,1.0,106.36000000000001,106.36000000000001,532.0,4,3
ORD-00002227,CUS-003748,2021-05-20,Store,STR-009,In Store,Completed,Digital Wallet,120.97,0.0,0.0,18.15,0.0,0.0,,,5,3
ORD-00021012,CUS-003748,2024-05-01,Store,STR-016,In Store,Completed,EFT,625.41,0.0,0.0,93.81,1.0,120.97000000000003,120.97000000000003,1077.0,5,2
ORD-00015448,CUS-003748,2024-06-02,Mobile,,Courier,Completed,Cash,39.75,0.0,89.0,5.96,2.0,746.38,373.19,32.0,6,6
ORD-00028302,CUS-003748,2026-07-04,Store,STR-020,In Store,Completed,Buy Now Pay Later,142.25,21.34,0.0,18.14,3.0,786.13,262.04333333333335,762.0,7,5
ORD-00021236,CUS-003748,2026-07-16,Store,STR-024,In Store,Completed,Cash,54.72,0.0,0.0,8.21,4.0,928.38,232.095,12.0,7,3
ORD-00007837,CUS-003749,2020-07-11,Store,STR-022,In Store,Completed,Digital Wallet,89.46,17.89,0.0,10.74,0.0,0.0,,,7,5
ORD-00012419,CUS-003749,2023-11-15,Website,,Home Delivery,Completed,Card,437.62,0.0,89.0,65.64,1.0,89.46000000000004,89.46000000000004,1222.0,11,2
ORD-00027783,CUS-003749,2025-11-03,Store,STR-045,In Store,Completed,Card,78.01,0.0,0.0,11.7,2.0,527.08,263.54,719.0,11,0
ORD-00015643,CUS-003750,2021-07-07,Store,STR-045,In Store,Completed,EFT,292.72,31.26,0.0,39.22,0.0,0.0,,,7,2
ORD-00027524,CUS-003751,2022-10-12,Website,,Home Delivery,Completed,Digital Wallet,277.51,14.23,69.0,39.49,0.0,0.0,,,10,2
