ticket_id,customer_id,opened_at,closed_at,issue_type,channel,priority,agent_id,resolution_status,satisfaction_score
TKT-0000818,CUS-001840,2023-11-09 21:00:00,2023-11-10 06:00:00,Delivery,Store,Medium,AGT-162,Resolved,5.0
TKT-0000819,CUS-011883,2023-08-02 08:00:00,2023-08-06 09:00:00,Delivery,Chat,Critical,AGT-228,Resolved,5.0
TKT-0000820,CUS-007102,2024-09-14 11:00:00,2024-09-18 18:00:00,Returns,Store,Medium,AGT-124,Resolved,
TKT-0000821,CUS-008078,2021-03-01 01:00:00,2021-03-03 14:00:00,Payment,Email,Low,AGT-337,Resolved,2.0
TKT-0000822,CUS-009018,2025-12-27 08:00:00,2025-12-27 20:00:00,Product Quality,Chat,Critical,AGT-258,Closed,3.0
TKT-0000823,CUS-009561,2022-03-30 16:00:00,2022-04-04 15:00:00,Returns,Phone,Low,AGT-213,Resolved,4.0
TKT-0000824,CUS-007423,2026-02-09 02:00:00,2026-02-13 19:00:00,Payment,Email,Medium,AGT-059,Resolved,4.0
TKT-0000825,CUS-006281,2020-10-14 13:00:00,2020-10-15 16:00:00,Promotion,Chat,Medium,AGT-190,Resolved,
TKT-0000826,CUS-009197,2022-07-20 21:00:00,2022-07-21 02:00:00,Product Quality,Phone,High,AGT-188,Resolved,5.0
TKT-0000827,CUS-010011,2021-11-01 13:00:00,2021-11-03 01:00:00,Returns,Chat,Medium,AGT-305,Resolved,5.0
TKT-0000828,CUS-011564,2026-08-16 22:00:00,2026-08-18 16:00:00,Payment,Store,Low,AGT-296,Resolved,5.0
TKT-0000829,CUS-002671,2020-01-15 23:00:00,2020-01-19 04:00:00,Returns,Phone,Critical,AGT-012,Resolved,3.0
TKT-0000830,CUS-001013,2024-11-05 08:00:00,2024-11-09 09:00:00,Account,Chat,Medium,AGT-333,Resolved,
TKT-0000831,CUS-001116,2025-05-24 21:00:00,2025-05-26 03:00:00,Delivery,Chat,High,AGT-231,Closed,3.0
TKT-0000832,CUS-011208,2025-09-25 15:00:00,2025-09-27 00:00:00,Technical,Phone,Low,AGT-073,Resolved,2.0
TKT-0000833,CUS-002906,2024-10-10 23:00:00,2024-10-11 07:00:00,Returns,Phone,High,AGT-262,Closed,4.0
TKT-0000834,CUS-010958,2024-05-15 18:00:00,2024-05-16 03:00:00,Delivery,Store,Medium,AGT-134,Resolved,
TKT-0000835,CUS-002188,2020-03-20 23:00:00,2020-03-24 16:00:00,Delivery,Phone,Medium,AGT-347,Resolved,4.0
TKT-0000836,CUS-010931,2022-02-02 08:00:00,2022-02-05 07:00:00,Returns,Social,Low,AGT-299,Closed,4.0
TKT-0000837,CUS-008760,2025-01-11 23:00:00,2025-01-12 10:00:00,Promotion,Chat,Low,AGT-349,Resolved,
TKT-0000838,CUS-006804,2024-05-08 15:00:00,2024-05-12 22:00:00,Account,Phone,Medium,AGT-183,Resolved,2.0
TKT-0000839,CUS-008592,2022-11-27 13:00:00,2022-11-28 21:00:00,Delivery,Phone,Medium,AGT-182,Resolved,5.0
TKT-0000840,CUS-005426,2021-11-17 16:00:00,2021-11-18 12:00:00,Payment,Social,Medium,AGT-050,Resolved,5.0
TKT-0000841,CUS-011906,2023-06-16 00:00:00,2023-06-19 07:00:00,Delivery,Phone,Low,AGT-106,Resolved,2.0
TKT-0000842,CUS-000539,2023-05-25 03:00:00,2023-05-26 08:00:00,Promotion,Store,Low,AGT-168,Resolved,
TKT-0000843,CUS-005045,2025-05-31 18:00:00,,Delivery,Social,Low,AGT-128,Open,
TKT-0000844,CUS-008825,2024-01-13 01:00:00,2024-01-17 04:00:00,Account,Social,High,AGT-163,Closed,5.0
TKT-0000845,CUS-007377,2021-12-19 23:00:00,2021-12-23 19:00:00,Delivery,Chat,Low,AGT-030,Resolved,5.0
TKT-0000846,CUS-010467,2022-02-22 09:00:00,2022-02-24 22:00:00,Promotion,Phone,Low,AGT-019,Resolved,4.0
TKT-0000847,CUS-002888,2024-06-12 19:00:00,2024-06-17 08:00:00,Payment,Chat,Low,AGT-059,Resolved,3.0
TKT-0000848,CUS-001153,2023-09-17 09:00:00,2023-09-18 12:00:00,Payment,Email,Medium,AGT-300,Resolved,5.0
TKT-0000849,CUS-004421,2024-06-10 13:00:00,,Delivery,Store,High,AGT-098,Open,
TKT-0000850,CUS-002333,2023-02-04 03:00:00,2023-02-04 20:00:00,Payment,Phone,Low,AGT-201,Resolved,
TKT-0000851,CUS-003397,2025-12-04 18:00:00,,Product Quality,Email,Low,AGT-241,Open,
TKT-0000852,CUS-008675,2026-01-16 14:00:00,2026-01-16 18:00:00,Promotion,Phone,High,AGT-148,Resolved,
TKT-0000853,CUS-011055,2024-04-08 03:00:00,2024-04-10 11:00:00,Delivery,Social,High,AGT-126,Resolved,5.0
TKT-0000854,CUS-002411,2022-11-21 14:00:00,2022-11-25 12:00:00,Returns,Social,Critical,AGT-269,Resolved,5.0
TKT-0000855,CUS-008225,2023-11-11 01:00:00,2023-11-13 21:00:00,Product Quality,Chat,Low,AGT-344,Resolved,
TKT-0000856,CUS-003557,2026-07-17 16:00:00,2026-07-22 05:00:00,Delivery,Social,Medium,AGT-110,Resolved,3.0
TKT-0000857,CUS-008064,2023-06-15 05:00:00,2023-06-16 16:00:00,Payment,Chat,High,AGT-159,Resolved,5.0
TKT-0000858,CUS-003065,2022-01-16 11:00:00,2022-01-18 23:00:00,Delivery,Email,Low,AGT-047,Resolved,
TKT-0000859,CUS-007496,2021-07-30 16:00:00,,Payment,Phone,Medium,AGT-342,Open,
TKT-0000860,CUS-005607,2023-06-24 22:00:00,2023-06-25 06:00:00,Returns,Social,Medium,AGT-052,Resolved,4.0
TKT-0000861,CUS-008694,2021-07-28 17:00:00,2021-07-29 03:00:00,Delivery,Social,Low,AGT-106,Resolved,5.0
TKT-0000862,CUS-009448,2023-03-28 08:00:00,2023-04-01 18:00:00,Payment,Store,Low,AGT-164,Resolved,4.0
TKT-0000863,CUS-003314,2021-12-29 08:00:00,2021-12-31 22:00:00,Delivery,Store,Low,AGT-209,Resolved,
TKT-0000864,CUS-007291,2020-12-07 04:00:00,2020-12-10 02:00:00,Delivery,Chat,High,AGT-275,Resolved,4.0
TKT-0000865,CUS-003744,2024-12-27 13:00:00,2024-12-29 13:00:00,Delivery,Email,Low,AGT-040,Resolved,4.0
TKT-0000866,CUS-007545,2024-05-06 16:00:00,,Delivery,Social,Medium,AGT-082,Open,
TKT-0000867,CUS-004101,2025-08-05 10:00:00,2025-08-09 02:00:00,Payment,Email,Low,AGT-165,Resolved,
TKT-0000868,CUS-011452,2023-09-16 11:00:00,2023-09-18 06:00:00,Promotion,Chat,High,AGT-004,Closed,
TKT-0000869,CUS-002064,2022-07-04 07:00:00,2022-07-07 10:00:00,Returns,Store,Medium,AGT-091,Resolved,1.0
TKT-0000870,CUS-000152,2024-01-24 11:00:00,2024-01-28 00:00:00,Payment,Chat,Medium,AGT-165,Resolved,5.0
TKT-0000871,CUS-005906,2025-09-17 14:00:00,2025-09-19 01:00:00,Delivery ,Email,Low,AGT-032,Resolved,4.0
TKT-0000872,CUS-005637,2025-04-18 13:00:00,2025-04-21 12:00:00,Technical,Store,Medium,AGT-054,Resolved,
TKT-0000873,CUS-001878,2020-06-16 20:00:00,2020-06-18 01:00:00,Delivery,Email,Low,AGT-116,Resolved,
TKT-0000874,CUS-004775,2025-06-19 08:00:00,2025-06-20 15:00:00,Delivery,Chat,Medium,AGT-208,Closed,3.0
TKT-0000875,CUS-004425,2025-02-01 15:00:00,,Promotion,Store,Medium,AGT-173,Open,
TKT-0000876,CUS-006405,2024-04-30 03:00:00,2024-05-01 03:00:00,Delivery,Email,High,AGT-008,Closed,
TKT-0000877,CUS-006123,2024-05-22 13:00:00,2024-05-23 11:00:00,Account,Social,Low,AGT-106,Resolved,4.0
TKT-0000878,CUS-010107,2026-06-30 02:00:00,2026-07-01 05:00:00,Delivery,Phone,Low,AGT-337,Resolved,
TKT-0000879,CUS-010806,2024-02-22 22:00:00,2024-02-23 08:00:00,Delivery,Store,High,AGT-299,Resolved,
TKT-0000880,CUS-004447,2021-10-05 00:00:00,2021-10-05 20:00:00,Delivery,Store,Low,AGT-011,Resolved,
TKT-0000881,CUS-008357,2022-04-26 19:00:00,2022-04-30 22:00:00,Payment,Store,Medium,AGT-218,Closed,
TKT-0000882,CUS-003098,2021-06-15 20:00:00,2021-06-19 12:00:00,Technical,Store,High,AGT-003,Resolved,4.0
TKT-0000883,CUS-002547,2025-12-10 17:00:00,2025-12-13 02:00:00,Returns,Phone,Critical,AGT-123,Resolved,5.0
TKT-0000884,CUS-002685,2021-08-12 16:00:00,2021-08-15 04:00:00,Returns,Social,Medium,AGT-059,Closed,5.0
TKT-0000885,CUS-007937,2021-03-15 13:00:00,,Technical,Phone,High,AGT-312,Open,
TKT-0000886,CUS-009849,2026-08-27 14:00:00,,Technical,Chat,Medium,AGT-188,Open,
TKT-0000887,CUS-010190,2025-06-05 13:00:00,2025-06-09 07:00:00,Product Quality,Email,High,AGT-284,Resolved,4.0
TKT-0000888,CUS-005172,2021-04-08 07:00:00,2021-04-11 20:00:00,Delivery,Chat,High,AGT-230,Resolved,
TKT-0000889,CUS-006516,2025-06-12 22:00:00,2025-06-17 15:00:00,Payment,Phone,Medium,AGT-299,Resolved,
TKT-0000890,CUS-001990,2025-12-10 03:00:00,2025-12-12 03:00:00,Payment,Email,Low,AGT-264,Resolved,5.0
TKT-0000891,CUS-007870,2025-06-25 00:00:00,2025-06-29 06:00:00,Returns,Store,Medium,AGT-247,Resolved,1.0
TKT-0000892,CUS-011025,2024-11-23 21:00:00,2024-11-27 18:00:00,Delivery,Social,Low,AGT-125,Resolved,
TKT-0000893,CUS-011845,2023-08-17 13:00:00,,Delivery,Phone,Medium,AGT-111,Open,
TKT-0000894,CUS-003456,2021-04-25 16:00:00,2021-04-27 16:00:00,Delivery,Social,Medium,AGT-039,Closed,
TKT-0000895,CUS-000783,2021-03-10 07:00:00,2021-03-10 20:00:00,Returns,Store,High,AGT-059,Resolved,1.0
TKT-0000896,CUS-005057,2023-02-01 09:00:00,2023-02-02 02:00:00,Promotion,Social,Low,AGT-064,Resolved,4.0
TKT-0000897,CUS-001457,2026-03-08 18:00:00,2026-03-11 18:00:00,Delivery,Social,Medium,AGT-204,Resolved,5.0
TKT-0000898,CUS-008402,2024-08-26 03:00:00,2024-08-31 02:00:00,Account,Social,Low,AGT-340,Resolved,
TKT-0000899,CUS-001882,2020-03-16 11:00:00,,Product Quality,Chat,Medium,AGT-038,Open,
TKT-0000900,CUS-002708,2024-03-07 17:00:00,2024-03-11 21:00:00,Technical,Store,Medium,AGT-264,Resolved,5.0
TKT-0000901,CUS-010852,2026-05-22 12:00:00,2026-05-25 23:00:00,Delivery,Social,Critical,AGT-220,Resolved,2.0
TKT-0000902,CUS-006451,2023-10-10 00:00:00,2023-10-10 12:00:00,Payment,Email,Medium,AGT-001,Resolved,5.0
TKT-0000903,CUS-008020,2025-10-24 12:00:00,2025-10-27 10:00:00,Returns,Email,Medium,AGT-057,Resolved,
TKT-0000904,CUS-003326,2023-02-12 18:00:00,2023-02-16 14:00:00,Promotion,Social,Medium,AGT-273,Closed,3.0
TKT-0000905,CUS-003427,2020-11-20 13:00:00,2020-11-23 23:00:00,Returns,Social,Low,AGT-044,Resolved,
TKT-0000906,CUS-007472,2024-10-15 21:00:00,2024-10-19 03:00:00,Payment,Store,Low,AGT-319,Closed,
TKT-0000907,CUS-000473,2021-11-17 10:00:00,2021-11-18 19:00:00,Account,Phone,Medium,AGT-308,Resolved,4.0
TKT-0000908,CUS-009014,2024-07-05 21:00:00,2024-07-06 22:00:00,Payment,Social,Medium,AGT-013,Closed,
TKT-0000909,CUS-000781,2021-07-13 20:00:00,,Delivery,Phone,Medium,AGT-345,Open,
TKT-0000910,CUS-006119,2022-04-22 06:00:00,,Returns,Social,Medium,AGT-043,Open,
TKT-0000911,CUS-001554,2024-06-28 23:00:00,2024-06-30 19:00:00,Delivery,Chat,Low,AGT-221,Resolved,
TKT-0000912,CUS-003946,2021-03-19 02:00:00,2021-03-19 12:00:00,Account,Social,High,AGT-007,Resolved,
TKT-0000913,CUS-006482,2023-03-17 17:00:00,2023-03-19 19:00:00,Product Quality,Email,Low,AGT-118,Resolved,
TKT-0000914,CUS-011157,2026-04-05 03:00:00,2026-04-09 19:00:00,Delivery,Social,High,AGT-299,Resolved,
TKT-0000915,CUS-000845,2025-07-29 21:00:00,2025-08-02 19:00:00,Delivery,Store,High,AGT-331,Closed,
TKT-0000916,CUS-005323,2025-11-02 03:00:00,2025-11-06 16:00:00,Delivery,Phone,Low,AGT-098,Resolved,5.0
TKT-0000917,CUS-007576,2024-04-25 10:00:00,2024-04-27 16:00:00,Returns,Chat,Low,AGT-195,Resolved,
TKT-0000918,CUS-003912,2024-06-03 14:00:00,2024-06-05 15:00:00,Delivery,Social,Low,AGT-286,Resolved,4.0
TKT-0000919,CUS-006083,2021-10-23 23:00:00,,Returns,Phone,Medium,AGT-257,Open,
TKT-0000920,CUS-004585,2024-03-10 23:00:00,2024-03-14 05:00:00,Returns,Phone,Low,AGT-117,Resolved,
TKT-0000921,CUS-007914,2022-12-28 04:00:00,,Delivery,Social,Low,AGT-071,Open,
TKT-0000922,CUS-000725,2024-08-13 21:00:00,2024-08-14 16:00:00,Account,Phone,High,AGT-094,Resolved,1.0
TKT-0000923,CUS-009254,2022-04-16 08:00:00,2022-04-17 18:00:00,Technical,Social,Medium,AGT-149,Closed,
TKT-0000924,CUS-009013,2020-05-13 16:00:00,,Payment,Email,High,AGT-332,Open,
TKT-0000925,CUS-010707,2020-03-15 05:00:00,2020-03-20 00:00:00,Delivery,Social,Medium,AGT-163,Resolved,
TKT-0000926,CUS-010582,2025-08-02 14:00:00,,Product Quality,Email,Medium,AGT-266,Open,
TKT-0000927,CUS-010506,2021-07-11 19:00:00,2021-07-14 04:00:00,Delivery,Chat,Medium,AGT-080,Resolved,2.0
TKT-0000928,CUS-001061,2024-11-04 00:00:00,2024-11-07 12:00:00,Payment,Phone,Critical,AGT-031,Resolved,
TKT-0000929,CUS-008154,2024-01-09 08:00:00,2024-01-12 16:00:00,Technical,Email,Medium,AGT-052,Resolved,5.0
TKT-0000930,CUS-009473,2022-10-15 06:00:00,2022-10-18 11:00:00,Product Quality,Store,Low,AGT-236,Resolved,
TKT-0000931,CUS-010911,2024-03-24 15:00:00,2024-03-26 16:00:00,Payment,Store,Medium,AGT-154,Resolved,5.0
TKT-0000932,CUS-005352,2025-03-20 15:00:00,2025-03-23 04:00:00,Returns,Store,High,AGT-140,Resolved,
TKT-0000933,CUS-011505,2021-01-20 03:00:00,2021-01-23 19:00:00,Delivery,Chat,High,AGT-033,Resolved,
TKT-0000934,CUS-007020,2024-12-22 17:00:00,2024-12-27 09:00:00,Payment,Social,Medium,AGT-257,Resolved,3.0
TKT-0000935,CUS-008365,2024-03-20 22:00:00,2024-03-25 06:00:00,Payment,Phone,Medium,AGT-113,Resolved,5.0
TKT-0000936,CUS-005971,2021-06-28 00:00:00,2021-06-28 13:00:00,Account,Store,Medium,AGT-079,Resolved,5.0
TKT-0000937,CUS-009989,2021-08-26 19:00:00,2021-08-29 16:00:00,Account,Chat,Medium,AGT-165,Closed,
TKT-0000938,CUS-003517,2024-04-26 19:00:00,2024-05-01 07:00:00,Product Quality,Social,Low,AGT-345,Closed,4.0
TKT-0000939,CUS-007534,2024-11-01 01:00:00,2024-11-01 14:00:00,Product Quality,Phone,Medium,AGT-315,Resolved,2.0
TKT-0000940,CUS-004556,2023-05-22 19:00:00,2023-05-25 09:00:00,Product Quality,Chat,Medium,AGT-066,Closed,4.0
TKT-0000941,CUS-011246,2022-08-11 09:00:00,2022-08-13 05:00:00,Product Quality,Email,Low,AGT-018,Resolved,2.0
TKT-0000942,CUS-010985,2025-08-03 15:00:00,2025-08-05 22:00:00,Delivery,Email,Medium,AGT-167,Closed,
TKT-0000943,CUS-010900,2024-05-28 17:00:00,2024-06-01 19:00:00,Product Quality,Store,Medium,AGT-217,Closed,5.0
TKT-0000944,CUS-002358,2022-08-13 20:00:00,2022-08-17 14:00:00,Promotion,Chat,Medium,AGT-195,Closed,4.0
TKT-0000945,CUS-011399,2022-09-28 09:00:00,2022-09-29 14:00:00,Delivery,Social,Medium,AGT-109,Resolved,
TKT-0000946,CUS-011972,2024-05-25 01:00:00,,Delivery,Store,Medium,AGT-033,Open,
TKT-0000947,CUS-000185,2022-01-15 15:00:00,2022-01-19 13:00:00,Product Quality,Email,Medium,AGT-275,Resolved,
TKT-0000948,CUS-007905,2024-02-13 03:00:00,2024-02-15 22:00:00,Returns,Chat,Medium,AGT-224,Resolved,
TKT-0000949,CUS-007456,2024-09-11 12:00:00,2024-09-13 02:00:00,Product Quality,Social,Low,AGT-066,Resolved,
TKT-0000950,CUS-008180,2022-01-21 15:00:00,2022-01-25 01:00:00,Delivery,Store,Medium,AGT-059,Closed,1.0
TKT-0000951,CUS-004452,2024-12-23 05:00:00,2024-12-23 20:00:00,Delivery,Phone,Low,AGT-059,Resolved,
TKT-0000952,CUS-011653,2025-07-09 05:00:00,2025-07-12 01:00:00,Account,Store,High,AGT-287,Resolved,
TKT-0000953,CUS-003406,2022-04-15 23:00:00,2022-04-16 14:00:00,Payment,Phone,High,AGT-166,Resolved,3.0
TKT-0000954,CUS-006420,2025-12-12 07:00:00,2025-12-15 21:00:00,Promotion,Store,Medium,AGT-109,Resolved,5.0
TKT-0000955,CUS-000751,2023-11-05 18:00:00,2023-11-05 20:00:00,Product Quality ,Email,Medium,AGT-218,Resolved,5.0
TKT-0000956,CUS-011383,2023-07-01 17:00:00,,Returns,Store,Medium,AGT-233,Open,
TKT-0000957,CUS-004258,2023-10-09 07:00:00,2023-10-13 10:00:00,Product Quality,Store,High,AGT-091,Closed,3.0
TKT-0000958,CUS-002524,2026-06-30 00:00:00,2026-07-03 08:00:00,Promotion,Social,Medium,AGT-215,Resolved,2.0
TKT-0000959,CUS-004344,2025-08-17 18:00:00,2025-08-19 07:00:00,Delivery,Email,High,AGT-294,Resolved,1.0
TKT-0000960,CUS-010574,2024-10-23 18:00:00,2024-10-24 10:00:00,Product Quality,Store,Low,AGT-286,Resolved,3.0
TKT-0000961,CUS-001271,2021-10-19 22:00:00,2021-10-24 05:00:00,Promotion,Social,Low,AGT-340,Resolved,
TKT-0000962,CUS-001184,2024-04-15 23:00:00,2024-04-18 10:00:00,Product Quality,Store,Low,AGT-350,Resolved,5.0
TKT-0000963,CUS-000890,2021-03-14 20:00:00,2021-03-15 19:00:00,Returns,Store,Medium,AGT-229,Resolved,
TKT-0000964,CUS-002283,2022-07-17 16:00:00,2022-07-18 06:00:00,Technical,Social,Medium,AGT-258,Resolved,4.0
TKT-0000965,CUS-009138,2025-10-06 18:00:00,,Product Quality,Store,Medium,AGT-302,Open,
TKT-0000966,CUS-003646,2024-12-21 14:00:00,2024-12-23 08:00:00,Promotion,Email,High,AGT-202,Closed,
TKT-0000967,CUS-003994,2023-07-29 21:00:00,2023-08-01 18:00:00,Delivery,Store,Low,AGT-266,Resolved,4.0
TKT-0000968,CUS-005733,2020-04-18 02:00:00,2020-04-18 21:00:00,Payment,Email,Low,AGT-217,Resolved,
TKT-0000969,CUS-002308,2022-04-07 20:00:00,2022-04-09 10:00:00,Delivery,Store,High,AGT-314,Resolved,
TKT-0000970,CUS-004123,2021-12-18 22:00:00,2021-12-20 00:00:00,Delivery,Email,High,AGT-343,Resolved,2.0
TKT-0000971,CUS-002548,2020-07-09 23:00:00,2020-07-14 21:00:00,Promotion,Store,High,AGT-139,Resolved,
TKT-0000972,CUS-005145,2025-01-13 20:00:00,2025-01-17 05:00:00,Delivery,Store,Medium,AGT-187,Closed,
TKT-0000973,CUS-005954,2023-02-18 00:00:00,2023-02-20 05:00:00,Returns,Store,High,AGT-037,Resolved,
TKT-0000974,CUS-001881,2022-08-31 06:00:00,2022-08-31 09:00:00,Account,Phone,Medium,AGT-125,Resolved,4.0
TKT-0000975,CUS-010856,2025-08-15 15:00:00,2025-08-18 12:00:00,Returns,Phone,Low,AGT-193,Resolved,3.0
TKT-0000976,CUS-008287,2024-08-15 22:00:00,2024-08-20 18:00:00,Returns,Phone,Low,AGT-212,Resolved,5.0
TKT-0000977,CUS-006801,2023-01-07 18:00:00,2023-01-12 14:00:00,Product Quality,Chat,Medium,AGT-095,Resolved,5.0
TKT-0000978,CUS-004564,2024-12-29 14:00:00,2025-01-02 04:00:00,Delivery,Store,Medium,AGT-072,Resolved,
TKT-0000979,CUS-004502,2026-08-17 16:00:00,2026-08-22 10:00:00,Returns,Store,Low,AGT-079,Resolved,4.0
TKT-0000980,CUS-005583,2020-02-20 06:00:00,2020-02-22 20:00:00,Delivery,Store,Medium,AGT-350,Resolved,5.0
TKT-0000981,CUS-011431,2023-08-09 10:00:00,2023-08-13 21:00:00,Returns,Email,Low,AGT-086,Resolved,4.0
TKT-0000982,CUS-000914,2023-08-23 16:00:00,2023-08-25 04:00:00,Product Quality,Email,Medium,AGT-066,Resolved,4.0
TKT-0000983,CUS-004499,2024-05-29 17:00:00,2024-06-02 15:00:00,Payment,Social,Low,AGT-186,Resolved,
TKT-0000984,CUS-003319,2020-10-31 06:00:00,2020-10-31 17:00:00,Delivery,Store,Medium,AGT-011,Resolved,3.0
TKT-0000985,CUS-006288,2025-02-03 23:00:00,2025-02-04 03:00:00,Payment,Phone,Medium,AGT-294,Resolved,
TKT-0000986,CUS-000095,2025-12-28 21:00:00,,Product Quality,Chat,Medium,AGT-008,Open,
TKT-0000987,CUS-004354,2021-10-14 07:00:00,2021-10-14 22:00:00,Returns,Phone,Low,AGT-192,Resolved,
TKT-0000988,CUS-011960,2020-12-01 22:00:00,2020-12-04 09:00:00,Delivery,Chat,High,AGT-078,Resolved,5.0
TKT-0000989,CUS-004209,2025-06-09 09:00:00,2025-06-12 03:00:00,Payment,Phone,Low,AGT-062,Resolved,4.0
TKT-0000990,CUS-010606,2022-12-18 03:00:00,2022-12-18 18:00:00,Product Quality,Phone,Medium,AGT-014,Closed,5.0
TKT-0000991,CUS-007151,2023-08-18 10:00:00,,Returns,Chat,High,AGT-063,Open,
TKT-0000992,CUS-004132,2022-09-04 21:00:00,2022-09-07 12:00:00,Delivery,Chat,Low,AGT-219,Resolved,5.0
TKT-0000993,CUS-005662,2021-07-11 05:00:00,2021-07-15 08:00:00,Payment,Email,Low,AGT-312,Resolved,
TKT-0000994,CUS-004166,2026-01-02 06:00:00,2026-01-03 19:00:00,Returns,Chat,Medium,AGT-084,Resolved,3.0
TKT-0000995,CUS-006591,2023-11-24 16:00:00,2023-11-25 00:00:00,Delivery,Phone,Medium,AGT-137,Resolved,4.0
TKT-0000996,CUS-000436,2020-04-14 16:00:00,2020-04-18 10:00:00,Promotion,Email,Low,AGT-339,Resolved,
TKT-0000997,CUS-005995,2024-10-20 04:00:00,2024-10-22 00:00:00,Account,Store,Low,AGT-063,Resolved,5.0
TKT-0000998,CUS-004335,2025-09-06 06:00:00,2025-09-07 07:00:00,Delivery,Phone,Low,AGT-177,Resolved,4.0
TKT-0000999,CUS-000752,2020-04-10 07:00:00,2020-04-14 23:00:00,Delivery,Chat,Low,AGT-146,Resolved,4.0
TKT-0001000,CUS-007046,2021-12-31 01:00:00,2022-01-01 17:00:00,Technical,Email,Medium,AGT-343,Resolved,
TKT-0001001,CUS-007966,2020-10-17 11:00:00,2020-10-20 01:00:00,Account,Social,Low,AGT-291,Resolved,4.0
TKT-0001002,CUS-000461,2021-01-28 11:00:00,2021-01-31 14:00:00,Returns,Chat,Medium,AGT-062,Resolved,
TKT-0001003,CUS-004138,2021-04-01 10:00:00,2021-04-02 05:00:00,Technical,Store,High,AGT-296,Resolved,4.0
TKT-0001004,CUS-010824,2020-05-03 18:00:00,2020-05-06 21:00:00,Delivery,Email,High,AGT-075,Closed,3.0
TKT-0001005,CUS-003153,2024-02-06 13:00:00,2024-02-11 05:00:00,Returns,Phone,Low,AGT-245,Resolved,
TKT-0001006,CUS-001021,2022-12-05 05:00:00,2022-12-06 21:00:00,Product Quality,Store,Low,AGT-285,Closed,4.0
TKT-0001007,CUS-010803,2022-06-21 00:00:00,2022-06-24 09:00:00,Technical,Email,Medium,AGT-084,Resolved,3.0
TKT-0001008,CUS-011828,2021-05-11 10:00:00,2021-05-14 02:00:00,Payment,Email,Medium,AGT-265,Resolved,
TKT-0001009,CUS-005500,2021-10-18 16:00:00,,Technical,Social,Medium,AGT-207,Open,
TKT-0001010,CUS-009938,2020-04-08 02:00:00,2020-04-12 16:00:00,Product Quality,Store,Medium,AGT-144,Resolved,
TKT-0001011,CUS-001799,2026-03-29 05:00:00,2026-03-31 04:00:00,Account,Chat,Medium,AGT-108,Resolved,5.0
TKT-0001012,CUS-004867,2025-01-20 00:00:00,2025-01-23 18:00:00,Returns,Email,Low,AGT-063,Resolved,
TKT-0001013,CUS-005582,2021-10-10 19:00:00,2021-10-13 04:00:00,Product Quality,Store,Medium,AGT-057,Resolved,3.0
TKT-0001014,CUS-000978,2024-02-11 23:00:00,,Account,Phone,High,AGT-326,Open,
TKT-0001015,CUS-010864,2026-01-13 07:00:00,2026-01-14 16:00:00,Payment,Phone,Medium,AGT-020,Resolved,4.0
TKT-0001016,CUS-003658,2022-10-16 08:00:00,2022-10-20 19:00:00,Delivery,Store,High,AGT-107,Resolved,4.0
TKT-0001017,CUS-004333,2023-07-31 08:00:00,2023-08-04 14:00:00,Technical,Chat,Medium,AGT-199,Resolved,3.0
TKT-0001018,CUS-006402,2024-05-10 11:00:00,2024-05-11 07:00:00,Returns,Phone,Medium,AGT-309,Resolved,4.0
TKT-0001019,CUS-002750,2024-04-22 12:00:00,,Promotion,Chat,Low,AGT-082,Open,
TKT-0001020,CUS-011108,2023-04-10 16:00:00,2023-04-15 04:00:00,Returns,Store,Low,AGT-320,Resolved,3.0
TKT-0001021,CUS-008106,2025-07-05 03:00:00,2025-07-08 17:00:00,Payment,Social,Low,AGT-024,Resolved,
TKT-0001022,CUS-009852,2026-03-30 00:00:00,2026-03-30 03:00:00,Delivery,Store,Low,AGT-195,Resolved,
TKT-0001023,CUS-004169,2025-12-14 18:00:00,2025-12-14 20:00:00,Returns,Social,Medium,AGT-183,Resolved,
TKT-0001024,CUS-006694,2024-08-23 04:00:00,2024-08-28 00:00:00,Payment,Social,Low,AGT-283,Resolved,5.0
TKT-0001025,CUS-005937,2022-08-07 14:00:00,,Returns,Email,Low,AGT-074,Open,
TKT-0001026,CUS-002557,2024-01-20 08:00:00,2024-01-22 20:00:00,Product Quality,Social,Medium,AGT-199,Resolved,5.0
TKT-0001027,CUS-007835,2021-12-24 04:00:00,2021-12-28 01:00:00,Delivery,Email,Low,AGT-247,Resolved,3.0
TKT-0001028,CUS-008610,2022-09-10 23:00:00,2022-09-13 09:00:00,Delivery,Chat,Low,AGT-012,Resolved,
TKT-0001029,CUS-000880,2020-05-20 12:00:00,2020-05-20 19:00:00,Delivery,Email,High,AGT-090,Resolved,3.0
TKT-0001030,CUS-006660,2026-06-28 11:00:00,2026-06-30 12:00:00,Returns,Chat,High,AGT-250,Resolved,5.0
TKT-0001031,CUS-001155,2022-06-12 09:00:00,2022-06-17 02:00:00,Payment,Store,Medium,AGT-335,Resolved,5.0
TKT-0001032,CUS-007801,2021-05-16 19:00:00,2021-05-20 03:00:00,Account,Email,Medium,AGT-153,Closed,
TKT-0001033,CUS-009421,2021-05-02 12:00:00,2021-05-05 09:00:00,Technical,Phone,Low,AGT-347,Closed,
TKT-0001034,CUS-010485,2020-04-02 11:00:00,2020-04-07 09:00:00,Promotion,Chat,Low,AGT-201,Resolved,
