review_id,customer_id,product_id,order_item_id,review_date,rating,review_title,review_text,verified_purchase
REV-0000627,CUS-002164,PRD-00111,ITM-000078759,2024-11-21,5,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0000628,CUS-000881,PRD-00825,ITM-000050771,2026-05-06,5,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0000629,CUS-006110,PRD-00732,ITM-000036638,2026-03-18,4,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0000630,CUS-001609,PRD-00675,ITM-000046673,2025-07-20,4,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0000631,CUS-003989,PRD-00802,ITM-000012996,2025-11-02,4,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0000632,CUS-002417,PRD-00627,ITM-000022213,2020-05-21,3,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0000633,CUS-002889,PRD-00556,ITM-000071839,2023-02-16,4,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0000634,CUS-010817,PRD-00208,ITM-000037081,2025-10-09,5,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0000635,CUS-003918,PRD-00773,ITM-000043178,2020-11-08,5,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0000636,CUS-005824,PRD-00710,ITM-000057598,2022-02-14,5,,,True
REV-0000637,CUS-002517,PRD-00087,ITM-000023300,2024-07-31,4,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0000638,CUS-000886,PRD-00814,ITM-000054292,2021-10-12,3,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0000639,CUS-010149,PRD-00759,ITM-000076095,2026-01-10,2,,,True
REV-0000640,CUS-003724,PRD-00425,ITM-000073681,2020-07-15,5,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0000641,CUS-007471,PRD-00128,ITM-000078506,2020-05-02,3,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0000642,CUS-002381,PRD-00229,ITM-000036795,2021-09-30,4,,,True
REV-0000643,CUS-004424,PRD-00326,ITM-000056033,2022-03-19,5,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0000644,CUS-000736,PRD-00406,ITM-000000511,2025-03-19,5,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0000645,CUS-007851,PRD-00633,ITM-000077371,2025-04-15,5,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0000646,CUS-005182,PRD-00804,ITM-000059273,2025-10-09,4,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0000647,CUS-002569,PRD-00021,ITM-000013414,2024-11-17,5,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0000648,CUS-001845,PRD-00526,ITM-000002969,2024-12-29,5,,,True
REV-0000649,CUS-011401,PRD-00897,ITM-000074864,2023-11-20,4,,,True
REV-0000650,CUS-011649,PRD-00612,ITM-000041181,2020-10-03,4,,,True
REV-0000651,CUS-011633,PRD-00745,ITM-000034903,2022-01-01,5,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0000652,CUS-001898,PRD-00073,ITM-000022817,2025-06-02,4,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0000653,CUS-004860,PRD-00325,ITM-000037573,2024-09-07,4,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0000654,CUS-007655,PRD-00070,ITM-000074857,2026-07-30,5,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0000655,,PRD-00636,ITM-000061318,2020-12-20,4,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0000656,CUS-003621,PRD-00059,ITM-000054214,2022-07-20,4,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0000657,CUS-005378,PRD-00654,ITM-000044356,2024-12-04,4,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0000658,CUS-002160,PRD-00877,ITM-000032589,2024-11-27,1,Product quality was disap,Product quality was disappointing.,True
REV-0000659,CUS-005018,PRD-00657,ITM-000019448,2021-07-30,3,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0000660,CUS-001392,PRD-00409,ITM-000078364,2023-12-08,4,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0000661,CUS-003915,PRD-00482,ITM-000011006,2021-09-15,4,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0000662,CUS-002662,PRD-00353,ITM-000041324,2023-01-13,5,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0000663,CUS-002699,PRD-00738,ITM-000071167,2021-08-02,5,,,True
REV-0000664,CUS-010112,PRD-00621,ITM-000037978,2025-02-20,1,Product quality was disap,Product quality was disappointing.,True
REV-0000665,CUS-008775,PRD-00548,ITM-000062850,2024-12-17,5,,,True
REV-0000666,CUS-011983,PRD-00563,ITM-000019432,2020-12-16,5,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0000667,CUS-000079,PRD-00887,ITM-000014193,2020-12-31,5,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0000668,CUS-008437,PRD-00235,ITM-000020283,2025-06-08,1,,,True
REV-0000669,CUS-006922,PRD-00207,ITM-000009301,2020-11-18,4,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0000670,CUS-006257,PRD-00809,ITM-000039259,2021-12-07,4,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0000671,CUS-004684,PRD-00818,ITM-000030851,2026-06-23,5,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0000672,CUS-011020,PRD-00662,ITM-000070142,2023-01-10,5,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0000673,CUS-011433,PRD-00640,ITM-000010201,2021-12-25,4,,,True
REV-0000674,CUS-002444,PRD-00649,ITM-000075062,2025-12-11,4,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0000675,CUS-008190,PRD-00730,ITM-000029704,2025-04-30,5,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0000676,CUS-011811,PRD-00751,ITM-000048005,2026-03-15,4,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0000677,CUS-000770,PRD-00673,ITM-000016953,2025-03-29,5,,,True
REV-0000678,CUS-002123,PRD-00510,ITM-000022644,2024-09-10,3,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0000679,CUS-006238,PRD-00597,ITM-000052734,2020-07-04,4,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0000680,CUS-011245,PRD-00403,ITM-000015439,2025-10-13,5,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0000681,CUS-000631,PRD-00788,ITM-000058421,2020-08-20,4,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0000682,CUS-006470,PRD-00269,ITM-000064149,2026-01-30,5,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0000683,CUS-009049,PRD-00142,ITM-000077284,2023-10-15,2,Product quality was disap,Product quality was disappointing.,True
REV-0000684,CUS-008745,PRD-00595,ITM-000038707,2024-01-30,5,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0000685,CUS-003196,PRD-00488,ITM-000048950,2021-02-17,4,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0000686,CUS-008804,PRD-00277,ITM-000037593,2024-01-03,4,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0000687,CUS-001932,PRD-00693,ITM-000018957,2026-08-11,2,Product quality was disap,Product quality was disappointing.,True
REV-0000688,CUS-004093,PRD-00428,ITM-000069109,2022-02-13,1,Product quality was disap,Product quality was disappointing.,True
REV-0000689,CUS-008549,PRD-00035,ITM-000075580,2023-05-08,2,,,True
REV-0000690,CUS-008859,PRD-00698,ITM-000037839,2026-08-15,1,Product quality was disap,Product quality was disappointing.,True
REV-0000691,CUS-008412,PRD-00282,ITM-000007050,2022-11-07,4,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0000692,CUS-000570,PRD-00108,ITM-000077634,2021-10-10,4,,,True
REV-0000693,CUS-010425,PRD-00491,ITM-000048803,2023-11-01,5,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0000694,CUS-009926,PRD-00046,ITM-000054392,2022-01-06,4,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0000695,CUS-002308,PRD-00629,ITM-000010543,2025-03-29,5,,,True
REV-0000696,CUS-008367,PRD-00649,ITM-000014344,2022-02-21,2,Product quality was disap,Product quality was disappointing.,True
REV-0000697,CUS-010285,PRD-00182,ITM-000048569,2020-07-31,4,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0000698,,PRD-00484,ITM-000026022,2024-09-17,4,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0000699,CUS-000820,PRD-00213,ITM-000002553,2020-08-04,5,,,True
REV-0000700,CUS-004265,PRD-00017,ITM-000050946,2025-03-05,3,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0000701,CUS-011426,PRD-00567,ITM-000050076,2022-01-25,3,,,True
REV-0000702,CUS-006265,PRD-00539,ITM-000037157,2025-03-23,4,,,True
REV-0000703,CUS-008804,PRD-00011,ITM-000064783,2025-04-11,4,,,True
REV-0000704,CUS-001929,PRD-00445,ITM-000064793,2025-05-28,4,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0000705,CUS-007574,PRD-00068,ITM-000017261,2025-06-13,5,,,True
REV-0000706,CUS-000719,PRD-00191,ITM-000075327,2024-06-26,4,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0000707,CUS-005713,PRD-00335,ITM-000014697,2021-06-10,5,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0000708,CUS-008861,PRD-00800,ITM-000061141,2023-10-27,1,Product quality was disap,Product quality was disappointing.,True
REV-0000709,CUS-007613,PRD-00318,ITM-000005800,2026-05-04,4,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0000710,CUS-010217,PRD-00707,ITM-000071478,2022-01-18,5,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0000711,CUS-002285,PRD-00760,ITM-000046682,2026-07-12,5,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0000712,CUS-001654,PRD-00769,ITM-000066463,2024-08-14,3,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0000713,CUS-001169,PRD-00039,ITM-000014527,2020-04-19,5,,,True
REV-0000714,CUS-000710,PRD-00349,ITM-000029006,2021-12-26,4,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0000715,CUS-011961,PRD-00289,ITM-000072501,2020-03-26,5,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0000716,CUS-010458,PRD-00014,ITM-000038138,2026-07-26,5,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0000717,CUS-001085,PRD-00338,ITM-000026295,2024-10-19,5,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0000718,CUS-004589,PRD-00702,ITM-000077521,2025-06-20,5,,,True
REV-0000719,CUS-003827,PRD-00072,ITM-000038427,2024-09-10,1,Product quality was disap,Product quality was disappointing.,True
REV-0000720,CUS-003813,PRD-00140,ITM-000049612,2023-04-01,4,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0000721,CUS-003848,PRD-00418,ITM-000006938,2020-07-03,1,Product quality was disap,Product quality was disappointing.,True
REV-0000722,CUS-004821,PRD-00135,ITM-000066854,2023-04-02,4,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0000723,CUS-010133,PRD-00849,ITM-000057431,2021-01-25,5,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0000724,CUS-001382,PRD-00864,ITM-000056162,2026-08-10,5,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0000725,CUS-002399,PRD-00673,ITM-000002762,2020-11-25,5,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0000726,CUS-004582,PRD-00040,ITM-000035907,2025-08-16,4,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0000727,CUS-000604,PRD-00868,ITM-000040094,2024-12-23,3,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0000728,CUS-001839,PRD-00141,ITM-000077608,2023-11-10,1,Product quality was disap,Product quality was disappointing.,True
REV-0000729,CUS-006085,PRD-00501,ITM-000034959,2025-11-26,4,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0000730,CUS-003954,PRD-00706,ITM-000037597,2020-08-15,5,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0000731,CUS-002700,PRD-00378,ITM-000058868,2024-06-05,3,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0000732,CUS-002060,PRD-00614,ITM-000005511,2022-09-28,3,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0000733,CUS-002229,PRD-00185,ITM-000049958,2024-05-28,3,,,True
REV-0000734,CUS-003718,PRD-00047,ITM-000072145,2025-08-05,4,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0000735,CUS-002304,PRD-00641,ITM-000032087,2022-08-05,5,,,True
REV-0000736,CUS-004021,PRD-00002,ITM-000047555,2021-04-28,3,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0000737,CUS-001553,PRD-00755,ITM-000008876,2024-05-04,4,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0000738,CUS-002658,PRD-00610,ITM-000025528,2024-11-28,4,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0000739,CUS-011831,PRD-00579,ITM-000005550,2020-11-07,5,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0000740,CUS-001247,PRD-00318,ITM-000001147,2026-03-26,5,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0000741,CUS-011886,PRD-00705,ITM-000052046,2020-05-24,1,Product quality was disap,Product quality was disappointing.,True
REV-0000742,CUS-009678,PRD-00804,ITM-000013236,2022-07-30,4,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0000743,CUS-004458,PRD-00377,ITM-000047589,2020-11-07,4,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0000744,CUS-007517,PRD-00454,ITM-000034194,2024-09-06,5,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0000745,CUS-009732,PRD-00663,ITM-000036744,2025-11-06,4,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0000746,CUS-005000,PRD-00577,ITM-000068146,2025-07-08,5,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0000747,CUS-009573,PRD-00429,ITM-000050175,2026-07-30,3,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0000748,CUS-004816,PRD-00572,ITM-000043399,2021-01-12,5,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0000749,CUS-006419,PRD-00107,ITM-000032007,2024-02-27,5,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0000750,CUS-004024,PRD-00305,ITM-000030743,2021-11-14,2,Product quality was disap,Product quality was disappointing.,True
REV-0000751,CUS-003228,PRD-00496,ITM-000032472,2023-09-01,2,Product quality was disap,Product quality was disappointing.,True
REV-0000752,CUS-004387,PRD-00728,ITM-000013973,2020-07-18,4,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0000753,CUS-000853,PRD-00634,ITM-000004276,2021-05-23,5,,,True
REV-0000754,,PRD-00730,ITM-000066251,2023-11-03,5,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0000755,CUS-010349,PRD-00632,ITM-000078810,2025-12-03,2,Product quality was disap,Product quality was disappointing.,True
REV-0000756,CUS-010978,PRD-00844,ITM-000033842,2024-09-22,5,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0000757,CUS-008823,PRD-00708,ITM-000001511,2020-12-22,4,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0000758,CUS-011133,PRD-00753,ITM-000056513,2021-04-19,3,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0000759,CUS-008494,PRD-00226,ITM-000035135,2024-10-20,4,,,True
REV-0000760,CUS-002250,PRD-00803,ITM-000014560,2022-04-19,5,,,True
REV-0000761,CUS-001603,PRD-00522,ITM-000065483,2020-07-07,5,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0000762,CUS-008458,PRD-00641,ITM-000030581,2026-03-22,3,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0000763,CUS-011799,PRD-00209,ITM-000035243,2024-12-20,4,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0000764,CUS-006856,PRD-00070,ITM-000011054,2021-04-25,3,,,True
REV-0000765,CUS-003926,PRD-00326,ITM-000055088,2020-06-07,5,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0000766,,PRD-00437,ITM-000000434,2024-09-27,3,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0000767,CUS-007165,PRD-00385,ITM-000032819,2022-04-25,5,,,True
REV-0000768,CUS-007046,PRD-00510,ITM-000047892,2024-03-11,4,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0000769,CUS-004032,PRD-00394,ITM-000010741,2023-07-16,4,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0000770,CUS-002646,PRD-00579,ITM-000072345,2026-01-13,4,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0000771,,PRD-00769,ITM-000034954,2020-02-19,5,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0000772,CUS-001686,PRD-00677,ITM-000019778,2025-09-19,5,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0000773,CUS-008018,PRD-00202,ITM-000042880,2021-03-13,2,,,True
REV-0000774,CUS-001370,PRD-00723,ITM-000072190,2022-06-28,5,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0000775,CUS-002350,PRD-00821,ITM-000048749,2024-07-26,4,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0000776,CUS-005084,PRD-00258,ITM-000039077,2025-08-29,5,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0000777,CUS-001799,PRD-00503,ITM-000046208,2025-12-19,4,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0000778,CUS-011675,PRD-00178,ITM-000055187,2023-05-18,4,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0000779,CUS-001514,PRD-00828,ITM-000077537,2020-10-20,1,Product quality was disap,Product quality was disappointing.,True
REV-0000780,CUS-009942,PRD-00039,ITM-000064654,2022-07-21,5,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0000781,,PRD-00697,ITM-000029600,2025-03-17,3,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0000782,CUS-009394,PRD-00550,ITM-000026063,2024-10-31,5,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0000783,CUS-006650,PRD-00859,ITM-000031732,2020-12-08,1,Product quality was disap,Product quality was disappointing.,True
REV-0000784,CUS-000754,PRD-00779,ITM-000059791,2024-01-28,4,,,True
REV-0000785,CUS-000019,PRD-00211,ITM-000070568,2022-04-12,5,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0000786,CUS-004507,PRD-00342,ITM-000067669,2026-07-16,5,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0000787,CUS-001237,PRD-00020,ITM-000070396,2025-03-19,1,,,True
REV-0000788,CUS-009558,PRD-00084,ITM-000055612,2021-01-10,5,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0000789,CUS-011070,PRD-00846,ITM-000053452,2021-05-27,4,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0000790,,PRD-00891,ITM-000073065,2021-06-14,5,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0000791,CUS-000289,PRD-00799,ITM-000069083,2021-05-27,4,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0000792,CUS-002700,PRD-00496,ITM-000020481,2023-12-17,5,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0000793,CUS-011311,PRD-00186,ITM-000030825,2021-09-30,5,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0000794,CUS-010096,PRD-00841,ITM-000005681,2024-07-30,3,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0000795,CUS-001610,PRD-00312,ITM-000072748,2021-06-13,2,,,True
REV-0000796,CUS-005822,PRD-00698,ITM-000061291,2024-07-04,5,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0000797,CUS-001897,PRD-00738,ITM-000046095,2023-08-03,4,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0000798,CUS-003926,PRD-00808,ITM-000067318,2024-06-02,5,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0000799,CUS-006515,PRD-00354,ITM-000033523,2025-09-20,5,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0000800,CUS-006082,PRD-00365,ITM-000048708,2025-01-27,2,Product quality was disap,Product quality was disappointing.,True
REV-0000801,CUS-006807,PRD-00752,ITM-000001288,2024-10-13,2,Product quality was disap,Product quality was disappointing.,True
REV-0000802,CUS-006082,PRD-00620,ITM-000019765,2021-07-20,4,,,True
REV-0000803,CUS-011920,PRD-00860,ITM-000046824,2023-08-09,5,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0000804,CUS-006454,PRD-00850,ITM-000034951,2021-07-13,5,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0000805,CUS-010304,PRD-00597,ITM-000053856,2022-05-23,3,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0000806,CUS-000202,PRD-00120,ITM-000037773,2024-07-22,3,,,True
REV-0000807,CUS-001222,PRD-00480,ITM-000064137,2022-06-02,5,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0000808,CUS-002112,PRD-00691,ITM-000029287,2021-01-17,5,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0000809,CUS-009916,PRD-00614,ITM-000064254,2025-03-11,5,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0000810,CUS-006017,PRD-00183,ITM-000067405,2020-03-08,2,,,True
REV-0000811,CUS-008669,PRD-00508,ITM-000027529,2026-06-23,5,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0000812,CUS-001842,PRD-00332,ITM-000032980,2020-09-13,4,,,True
REV-0000813,CUS-008324,PRD-00400,ITM-000068781,2024-08-06,3,,,True
REV-0000814,CUS-010228,PRD-00611,ITM-000009817,2026-08-05,5,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0000815,CUS-003902,PRD-00862,ITM-000013853,2020-09-04,5,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0000816,CUS-000645,PRD-00152,ITM-000058457,2025-01-13,4,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0000817,CUS-010654,PRD-00510,ITM-000013049,2026-08-02,3,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0000818,CUS-006610,PRD-00886,ITM-000006233,2023-01-19,3,,,True
REV-0000819,CUS-011294,PRD-00251,ITM-000024497,2025-11-24,5,,,True
REV-0000820,CUS-001113,PRD-00729,ITM-000007605,2020-12-17,5,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0000821,CUS-010482,PRD-00026,ITM-000001831,2022-06-08,4,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0000822,CUS-009157,PRD-00472,ITM-000034538,2025-10-04,4,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0000823,CUS-003481,PRD-00587,ITM-000031632,2025-09-03,3,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0000824,CUS-010428,PRD-00045,ITM-000025480,2022-04-05,5,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0000825,CUS-009995,PRD-00283,ITM-000078949,2025-01-20,3,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0000826,CUS-002411,PRD-00340,ITM-000008606,2023-05-30,4,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0000827,CUS-009576,PRD-00037,ITM-000051353,2020-03-09,5,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0000828,CUS-010165,PRD-00821,ITM-000046956,2024-04-14,4,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0000829,CUS-010646,PRD-00740,ITM-000020705,2022-12-07,4,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0000830,CUS-009853,PRD-00545,ITM-000058671,2021-06-10,5,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0000831,CUS-006413,PRD-00453,ITM-000001067,2021-11-18,5,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0000832,CUS-011096,PRD-00446,ITM-000078630,2025-02-27,4,,,True
REV-0000833,CUS-006728,PRD-00866,ITM-000060187,2022-10-24,5,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0000834,CUS-002394,PRD-00657,ITM-000076040,2026-02-15,5,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0000835,CUS-000179,PRD-00619,ITM-000016469,2025-07-16,4,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0000836,CUS-009397,PRD-00337,ITM-000056619,2026-08-12,5,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0000837,CUS-010412,PRD-00355,ITM-000002447,2020-06-02,5,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0000838,CUS-008699,PRD-00502,ITM-000016904,2024-01-06,4,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0000839,CUS-006170,PRD-00823,ITM-000070846,2022-05-25,5,,,True
REV-0000840,CUS-001184,PRD-00770,ITM-000064866,2022-11-03,5,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0000841,CUS-001443,PRD-00437,ITM-000000535,2020-04-01,1,Product quality was disap,Product quality was disappointing.,True
REV-0000842,CUS-003497,PRD-00679,ITM-000027509,2024-09-24,5,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0000843,CUS-010818,PRD-00661,ITM-000052227,2025-05-16,5,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0000844,CUS-002959,PRD-00290,ITM-000049212,2024-08-07,4,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0000845,CUS-005402,PRD-00585,ITM-000047571,2024-08-01,5,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0000846,CUS-005020,PRD-00067,ITM-000059507,2024-12-10,3,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0000847,CUS-003785,PRD-00381,ITM-000032926,2025-05-03,5,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0000848,CUS-010262,PRD-00452,ITM-000020274,2026-03-01,2,,,True
REV-0000849,CUS-006313,PRD-00628,ITM-000062154,2024-04-19,4,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0000850,CUS-010573,PRD-00149,ITM-000028811,2021-05-21,5,,,True
REV-0000851,CUS-009724,PRD-00231,ITM-000043112,2023-09-15,1,,,True
REV-0000852,CUS-007395,PRD-00796,ITM-000036048,2020-10-20,5,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0000853,CUS-006177,PRD-00745,ITM-000019169,2024-01-02,4,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0000854,CUS-003334,PRD-00766,ITM-000074582,2026-02-15,5,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0000855,CUS-004922,PRD-00656,ITM-000021025,2026-01-10,5,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0000856,CUS-002620,PRD-00620,ITM-000001115,2025-01-10,1,,,True
REV-0000857,CUS-011841,PRD-00441,ITM-000009326,2020-04-26,5,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0000858,CUS-005964,PRD-00061,ITM-000040150,2024-06-30,4,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0000859,CUS-011274,PRD-00841,ITM-000006567,2022-07-23,4,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0000860,CUS-008757,PRD-00031,ITM-000051491,2021-07-11,5,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0000861,CUS-000765,PRD-00761,ITM-000076475,2020-05-13,3,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0000862,CUS-000875,PRD-00004,ITM-000017748,2026-07-14,4,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0000863,CUS-001464,PRD-00256,ITM-000074451,2020-09-05,5,Good quality and exactly ,Good quality and exactly as expected.,True
REV-0000864,,PRD-00851,ITM-000068822,2025-09-28,5,Good quality and exactly ,Good quality and exactly as expected.,True
