order_item_id,order_id,product_id,quantity,unit_price,discount_amount,unit_cost,fulfillment_status,returned,customer_id,channel,fulfillment_method,payment_method,department,category,brand
ITM-000019120,ORD-00010902,PRD-00316,1,16.24,2.44,11.43,Fulfilled,0,CUS-001329,Store,In Store,EFT,Beauty & Personal Care,Cosmetics,Luma
ITM-000019121,ORD-00010902,PRD-00340,1,109.55,0.0,67.25,Fulfilled,0,CUS-001329,Store,In Store,EFT,Sport & Lifestyle,Travel,Vela
ITM-000019122,ORD-00010903,PRD-00869,2,218.69,0.0,106.25,Fulfilled,0,,Marketplace,Home Delivery,EFT,Beauty & Personal Care,Haircare,Orion
ITM-000019123,ORD-00010904,PRD-00411,3,92.53,0.0,65.79,Fulfilled,1,CUS-008178,Mobile,Home Delivery,Buy Now Pay Later,Fashion & Accessories,Footwear,Pulse
ITM-000019124,ORD-00010905,PRD-00123,3,63.75,0.0,31.27,Fulfilled,0,CUS-010422,Store,In Store,Cash,Sport & Lifestyle,Travel,Luma
ITM-000019125,ORD-00010905,PRD-00533,1,107.54,0.0,49.85,Fulfilled,0,CUS-010422,Store,In Store,Cash,Fashion & Accessories,Men's Clothing,Pulse
ITM-000019126,ORD-00010905,PRD-00319,1,57.02,17.11,38.33,Fulfilled,0,CUS-010422,Store,In Store,Cash,Electronics & Accessories,Chargers,Nova
ITM-000019127,ORD-00010906,PRD-00326,3,144.9,0.0,87.49,Fulfilled,1,CUS-006230,Store,In Store,Digital Wallet,Home & Living,Kitchen,Aurelia Select
ITM-000019128,ORD-00010907,PRD-00163,2,38.03,7.61,31.66,Cancelled,0,CUS-004156,Store,In Store,Digital Wallet,Sport & Lifestyle,Sports Accessories,Orion
ITM-000019129,ORD-00010907,PRD-00896,2,83.43,0.0,43.83,Cancelled,0,CUS-004156,Store,In Store,Digital Wallet,Fashion & Accessories,Bags,Solara
ITM-000019130,ORD-00010907,PRD-00535,2,147.18,0.0,118.27,Cancelled,0,CUS-004156,Store,In Store,Digital Wallet,Beauty & Personal Care,Cosmetics,Nova
ITM-000019131,ORD-00010908,PRD-00333,2,19.79,0.0,12.23,Fulfilled,0,CUS-003554,Store,In Store,Buy Now Pay Later,Home & Living,Home Décor,Solara
ITM-000019132,ORD-00010909,PRD-00853,2,123.31,0.0,92.9,Fulfilled,0,CUS-006933,Mobile,Home Delivery,Digital Wallet,Fashion & Accessories,Men's Clothing,Orion
ITM-000019133,ORD-00010910,PRD-00170,1,36.89,1.84,27.69,Fulfilled,0,,Marketplace,Home Delivery,Card,Sport & Lifestyle,Sports Accessories,Pulse
ITM-000019134,ORD-00010911,PRD-00299,1,100.07,0.0,49.79,Fulfilled,0,CUS-010531,Store,In Store,Digital Wallet,Beauty & Personal Care,Skincare,Aurelia Select
ITM-000019135,ORD-00010911,PRD-00563,1,175.17,0.0,90.78,Fulfilled,0,CUS-010531,Store,In Store,Digital Wallet,Home & Living,Home Décor,Orion
ITM-000019136,ORD-00010912,PRD-00461,1,38.5,11.55,21.72,Fulfilled,0,CUS-002254,Website,Home Delivery,Card,Beauty & Personal Care,Skincare,Vela
ITM-000019137,ORD-00010913,PRD-00610,1,31.24,0.0,14.94,Fulfilled,0,CUS-005180,Store,In Store,Digital Wallet,Electronics & Accessories,Smart Devices,Solara
ITM-000019138,ORD-00010914,PRD-00058,1,63.27,0.0,35.62,Fulfilled,0,CUS-010082,Website,Click & Collect,Cash,Beauty & Personal Care,Haircare,Luma
ITM-000019139,ORD-00010914,PRD-00804,1,233.42,0.0,173.17,Fulfilled,0,CUS-010082,Website,Click & Collect,Cash,Sport & Lifestyle,Sports Accessories,Nova
ITM-000019140,ORD-00010915,PRD-00270,1,61.21,0.0,46.21,Fulfilled,0,CUS-002597,Store,In Store,Card,Beauty & Personal Care,Cosmetics,Pulse
ITM-000019141,ORD-00010915,PRD-00712,1,51.93,7.79,36.85,Fulfilled,0,CUS-002597,Store,In Store,Card,Sport & Lifestyle,Sports Accessories,Luma
ITM-000019142,ORD-00010915,PRD-00630,1,69.56,0.0,46.48,Fulfilled,0,CUS-002597,Store,In Store,Card,Home & Living,Kitchen,Orion
ITM-000019143,ORD-00010916,PRD-00712,2,51.93,0.0,39.68,Fulfilled,0,CUS-009296,Store,In Store,Cash,Sport & Lifestyle,Sports Accessories,Luma
ITM-000019144,ORD-00010917,PRD-00026,2,75.95,22.79,49.98,Fulfilled,1,CUS-004986,Store,In Store,Cash,Electronics & Accessories,Smart Devices,Luma
ITM-000019145,ORD-00010917,PRD-00625,2,80.37,0.0,55.73,Fulfilled,0,CUS-004986,Store,In Store,Cash,Fashion & Accessories,Bags,Orion
ITM-000019146,ORD-00010917,PRD-00074,1,44.21,4.42,31.83,Fulfilled,0,CUS-004986,Store,In Store,Cash,Sport & Lifestyle,Outdoor,Aurelia Select
ITM-000019147,ORD-00010918,PRD-00047,1,120.85,0.0,62.27,Fulfilled,0,CUS-004885,Website,Home Delivery,Digital Wallet,Electronics & Accessories,Computer Accessories,Pulse
ITM-000019148,ORD-00010919,PRD-00038,1,80.27,0.0,64.78,Fulfilled,0,CUS-010809,Website,Home Delivery,Card,Beauty & Personal Care,Fragrance,Pulse
ITM-000019149,ORD-00010919,PRD-00690,1,74.04,0.0,45.06,Fulfilled,0,CUS-010809,Website,Home Delivery,Card,Home & Living,Kitchen,Pulse
ITM-000019150,ORD-00010920,PRD-00672,1,89.39,4.47,59.49,Fulfilled,1,CUS-006679,Store,In Store,EFT,Fashion & Accessories,Bags,Aurelia Select
ITM-000019151,ORD-00010920,PRD-00124,2,43.58,0.0,28.38,Fulfilled,1,CUS-006679,Store,In Store,EFT,Fashion & Accessories,Bags,Mira
ITM-000019152,ORD-00010921,PRD-00204,1,243.5,0.0,188.48,Fulfilled,0,CUS-001571,Website,Home Delivery,Digital Wallet,Sport & Lifestyle,Fitness,Vela
ITM-000019153,ORD-00010921,PRD-00295,2,27.41,0.0,21.79,Fulfilled,0,CUS-001571,Website,Home Delivery,Digital Wallet,Beauty & Personal Care,Skincare,Solara
ITM-000019154,ORD-00010922,PRD-00599,1,102.18,0.0,77.09,Fulfilled,0,CUS-011388,Website,Home Delivery,Cash,Beauty & Personal Care,Cosmetics,Luma
ITM-000019155,ORD-00010923,PRD-00470,1,305.12,45.77,180.26,Fulfilled,0,,Marketplace,Click & Collect,Buy Now Pay Later,Beauty & Personal Care,Cosmetics,Aurelia Select
ITM-000019156,ORD-00010924,PRD-00421,2,26.86,0.0,20.44,Fulfilled,0,CUS-001259,Website,Home Delivery,Buy Now Pay Later,Electronics & Accessories,Computer Accessories,Solara
ITM-000019157,ORD-00010924,PRD-00139,1,115.76,17.36,63.47,Fulfilled,0,CUS-001259,Website,Home Delivery,Buy Now Pay Later,Fashion & Accessories,Bags,Orion
ITM-000019158,ORD-00010924,PRD-00203,1,37.28,0.0,29.37,Fulfilled,0,CUS-001259,Website,Home Delivery,Buy Now Pay Later,Electronics & Accessories,Audio,Pulse
ITM-000019159,ORD-00010925,PRD-00724,2,37.92,0.0,20.26,Fulfilled,0,CUS-009051,Mobile,Home Delivery,Card,Fashion & Accessories,Women's Clothing,Aurelia Select
ITM-000019160,ORD-00010925,PRD-00640,1,57.09,0.0,32.79,Fulfilled,0,CUS-009051,Mobile,Home Delivery,Card,Beauty & Personal Care,Cosmetics,Aurelia Select
ITM-000019161,ORD-00010925,PRD-00416,1,25.72,5.14,17.09,Fulfilled,0,CUS-009051,Mobile,Home Delivery,Card,Electronics & Accessories,Smart Devices,Vela
ITM-000019162,ORD-00010926,PRD-00640,2,57.09,0.0,33.42,Fulfilled,0,CUS-007528,Website,Click & Collect,Card,Beauty & Personal Care,Cosmetics,Aurelia Select
ITM-000019163,ORD-00010927,PRD-00604,1,39.62,0.0,31.76,Fulfilled,1,CUS-003108,Store,In Store,Card,Electronics & Accessories,Computer Accessories,Orion
ITM-000019164,ORD-00010927,PRD-00479,1,29.35,0.0,14.45,Fulfilled,0,CUS-003108,Store,In Store,Card,Home & Living,Bedding,Nova
ITM-000019165,ORD-00010928,PRD-00662,2,87.22,0.0,39.5,Fulfilled,0,CUS-006008,Mobile,Click & Collect,Buy Now Pay Later,Electronics & Accessories,Chargers,Aurelia Select
ITM-000019166,ORD-00010929,PRD-00203,1,37.28,0.0,30.3,Fulfilled,0,CUS-008786,Marketplace,Home Delivery,Digital Wallet,Electronics & Accessories,Audio,Pulse
ITM-000019167,ORD-00010929,PRD-00387,2,123.27,0.0,64.59,Fulfilled,0,CUS-008786,Marketplace,Home Delivery,Digital Wallet,Fashion & Accessories,Footwear,Aurelia Select
ITM-000019168,ORD-00010930,PRD-00620,1,60.49,0.0,39.13,Fulfilled,0,CUS-006177,Mobile,Courier,Buy Now Pay Later,Electronics & Accessories,Computer Accessories,Aurelia Select
ITM-000019169,ORD-00010930,PRD-00745,2,478.43,191.37,322.93,Fulfilled,0,CUS-006177,Mobile,Courier,Buy Now Pay Later,Electronics & Accessories,Computer Accessories,Aurelia Select
ITM-000019170,ORD-00010930,PRD-00485,1,219.01,43.8,100.83,Fulfilled,1,CUS-006177,Mobile,Courier,Buy Now Pay Later,Home & Living,Home Décor,Aurelia Select
ITM-000019171,ORD-00010930,PRD-00809,2,44.91,0.0,33.8,Fulfilled,0,CUS-006177,Mobile,Courier,Buy Now Pay Later,Sport & Lifestyle,Fitness,Vela
ITM-000019172,ORD-00010931,PRD-00703,2,146.21,0.0,73.25,Fulfilled,0,CUS-007824,Website,Click & Collect,Buy Now Pay Later,Electronics & Accessories,Chargers,Aurelia Select 
ITM-000019173,ORD-00010932,PRD-00193,1,37.97,0.0,25.52,Fulfilled,0,CUS-011379,Store,In Store,Card,Fashion & Accessories,Men's Clothing,Pulse
ITM-000019174,ORD-00010932,PRD-00072,1,22.3,3.35,13.39,Fulfilled,0,CUS-011379,Store,In Store,Card,Sport & Lifestyle,Sports Accessories,Vela
ITM-000019175,ORD-00010933,PRD-00476,1,71.36,0.0,45.04,Fulfilled,0,,Marketplace,Home Delivery,Card,Beauty & Personal Care,Haircare,Orion
ITM-000019176,ORD-00010934,PRD-00280,1,40.95,0.0,19.24,Fulfilled,0,CUS-009403,Store,In Store,Card,Beauty & Personal Care,Fragrance,Mira
ITM-000019177,ORD-00010934,PRD-00199,3,92.0,82.8,64.75,Fulfilled,0,CUS-009403,Store,In Store,Card,Beauty & Personal Care,Cosmetics,Solara
ITM-000019178,ORD-00010935,PRD-00540,2,94.42,0.0,60.72,Fulfilled,1,CUS-007780,Store,In Store,Card,Fashion & Accessories,Women's Clothing,Aurelia Select
ITM-000019179,ORD-00010935,PRD-00013,1,124.78,0.0,58.79,Fulfilled,0,CUS-007780,Store,In Store,Card,Fashion & Accessories,Footwear,Pulse
ITM-000019180,ORD-00010935,PRD-00010,3,147.12,0.0,104.46,Fulfilled,0,CUS-007780,Store,In Store,Card,Beauty & Personal Care,Skincare,Vela
ITM-000019181,ORD-00010936,PRD-00897,1,64.4,0.0,44.04,Fulfilled,0,CUS-007125,Store,In Store,Digital Wallet,Electronics & Accessories,Audio,Aurelia Select
ITM-000019182,ORD-00010936,PRD-00330,1,20.58,0.0,12.57,Fulfilled,0,CUS-007125,Store,In Store,Digital Wallet,Electronics & Accessories,Smart Devices,Solara
ITM-000019183,ORD-00010937,PRD-00155,1,69.44,13.89,38.08,Fulfilled,1,CUS-003506,Mobile,Home Delivery,Card,Fashion & Accessories,Men's Clothing,Solara
ITM-000019184,ORD-00010937,PRD-00822,2,23.06,0.0,13.53,Fulfilled,0,CUS-003506,Mobile,Home Delivery,Card,Sport & Lifestyle,Sports Accessories,Orion
ITM-000019185,ORD-00010937,PRD-00758,1,85.69,0.0,60.45,Fulfilled,0,CUS-003506,Mobile,Home Delivery,Card,Electronics & Accessories,Chargers,Aurelia Select
ITM-000019186,ORD-00010937,PRD-00641,2,157.42,0.0,97.85,Fulfilled,0,CUS-003506,Mobile,Home Delivery,Card,Home & Living,Kitchen,Solara
ITM-000019187,ORD-00010938,PRD-00379,1,100.17,0.0,49.61,Fulfilled,0,CUS-007801,Store,In Store,Digital Wallet,Electronics & Accessories,Smart Devices,Vela
ITM-000019188,ORD-00010938,PRD-00708,1,28.66,4.3,17.1,Fulfilled,0,CUS-007801,Store,In Store,Digital Wallet,Sport & Lifestyle,Travel,Solara
ITM-000019189,ORD-00010939,PRD-00672,2,89.39,0.0,58.84,Fulfilled,0,CUS-008199,Website,Home Delivery,Digital Wallet,Fashion & Accessories,Bags,Aurelia Select
ITM-000019190,ORD-00010939,PRD-00774,2,147.24,0.0,118.49,Fulfilled,0,CUS-008199,Website,Home Delivery,Digital Wallet,Sport & Lifestyle,Sports Accessories,Solara
ITM-000019191,ORD-00010940,PRD-00791,1,134.46,0.0,98.4,Fulfilled,0,CUS-000432,Store,In Store,Cash,Home & Living,Bedding,Aurelia Select
ITM-000019192,ORD-00010941,PRD-00620,1,60.49,0.0,38.63,Fulfilled,0,CUS-010803,Website,Click & Collect,Cash,Electronics & Accessories,Computer Accessories,Aurelia Select
ITM-000019193,ORD-00010941,PRD-00311,1,14.59,0.0,10.34,Fulfilled,0,CUS-010803,Website,Click & Collect,Cash,Home & Living,Bedding,Solara
ITM-000019194,ORD-00010942,PRD-00609,1,125.59,0.0,98.73,Fulfilled,0,CUS-009251,Store,In Store,Buy Now Pay Later,Fashion & Accessories,Men's Clothing,Mira
ITM-000019195,ORD-00010942,PRD-00261,1,190.4,57.12,98.18,Fulfilled,1,CUS-009251,Store,In Store,Buy Now Pay Later,Fashion & Accessories,Women's Clothing,Mira
ITM-000019196,ORD-00010943,PRD-00702,1,118.1,5.91,71.54,Fulfilled,0,CUS-002080,Marketplace,Home Delivery,Digital Wallet,Fashion & Accessories,Women's Clothing,Orion
ITM-000019197,ORD-00010943,PRD-00364,1,57.02,0.0,44.69,Fulfilled,0,CUS-002080,Marketplace,Home Delivery,Digital Wallet,Home & Living,Kitchen,Luma
ITM-000019198,ORD-00010943,PRD-00427,1,123.67,0.0,63.69,Fulfilled,0,CUS-002080,Marketplace,Home Delivery,Digital Wallet,Sport & Lifestyle,Travel,Aurelia Select
ITM-000019199,ORD-00010943,PRD-00133,1,118.5,0.0,65.34,Fulfilled,0,CUS-002080,Marketplace,Home Delivery,Digital Wallet,Home & Living,Furniture,Orion
ITM-000019200,ORD-00010944,PRD-00838,1,123.55,0.0,63.75,Fulfilled,0,CUS-005361,Store,In Store,Digital Wallet,Home & Living,Kitchen,Solara
ITM-000019201,ORD-00010945,PRD-00143,1,71.62,0.0,39.23,Fulfilled,0,CUS-003158,Store,In Store,Card,Electronics & Accessories,Computer Accessories,Luma
ITM-000019202,ORD-00010945,PRD-00185,3,181.71,27.26,141.88,Fulfilled,0,CUS-003158,Store,In Store,Card,Fashion & Accessories,Men's Clothing,Vela
ITM-000019203,ORD-00010946,PRD-00361,2,190.3,0.0,134.13,Fulfilled,0,CUS-002731,Store,In Store,EFT,Home & Living,Home Décor,Orion
ITM-000019204,ORD-00010947,PRD-00580,3,211.61,0.0,127.09,Fulfilled,1,CUS-006118,Mobile,Home Delivery,Cash,Fashion & Accessories,Footwear,Pulse
ITM-000019205,ORD-00010948,PRD-00706,1,76.15,11.42,50.96,Fulfilled,0,CUS-002739,Website,Courier,Buy Now Pay Later,Electronics & Accessories,Audio,Pulse
ITM-000019206,ORD-00010949,PRD-00613,2,22.49,2.25,13.7,Fulfilled,0,CUS-000098,Mobile,Home Delivery,Card,Sport & Lifestyle,Sports Accessories,Luma
ITM-000019207,ORD-00010950,PRD-00323,1,67.7,0.0,55.65,Fulfilled,0,CUS-008478,Store,In Store,Card,Beauty & Personal Care,Haircare,Solara
ITM-000019208,ORD-00010950,PRD-00707,2,55.75,0.0,26.62,Fulfilled,0,CUS-008478,Store,In Store,Card,Electronics & Accessories,Audio,Orion
ITM-000019209,ORD-00010950,PRD-00034,2,252.89,50.58,199.8,Fulfilled,0,CUS-008478,Store,In Store,Card,Electronics & Accessories,Computer Accessories,Orion
ITM-000019210,ORD-00010951,PRD-00772,1,113.75,0.0,78.43,Fulfilled,0,CUS-011999,Website,Home Delivery,Cash,Fashion & Accessories,Men's Clothing,Mira
ITM-000019211,ORD-00010951,PRD-00722,1,107.27,0.0,66.14,Fulfilled,0,CUS-011999,Website,Home Delivery,Cash,Electronics & Accessories,Audio,Mira
ITM-000019212,ORD-00010952,PRD-00574,1,592.79,0.0,362.07,Fulfilled,0,CUS-001041,Marketplace,Click & Collect,Card,Fashion & Accessories,Women's Clothing,Luma
ITM-000019213,ORD-00010953,PRD-00716,1,64.29,0.0,44.45,Fulfilled,0,CUS-006840,Marketplace,Home Delivery,Card,Home & Living,Home Décor,Luma
ITM-000019214,ORD-00010954,PRD-00740,1,89.49,0.0,60.71,Fulfilled,0,CUS-008965,Mobile,Home Delivery,Buy Now Pay Later,Home & Living,Furniture,Nova
ITM-000019215,ORD-00010954,PRD-00448,2,391.75,0.0,284.01,Fulfilled,0,CUS-008965,Mobile,Home Delivery,Buy Now Pay Later,Home & Living,Kitchen,Luma
ITM-000019216,ORD-00010954,PRD-00839,1,77.37,0.0,57.55,Fulfilled,0,CUS-008965,Mobile,Home Delivery,Buy Now Pay Later,Electronics & Accessories,Chargers,Orion
ITM-000019217,ORD-00010955,PRD-00573,1,113.04,0.0,63.99,Fulfilled,0,CUS-002681,Website,Home Delivery,Digital Wallet,Fashion & Accessories,Footwear,Solara
ITM-000019218,ORD-00010956,PRD-00605,2,79.72,0.0,48.95,Fulfilled,0,CUS-011747,Store,In Store,EFT,Sport & Lifestyle,Fitness,Mira
ITM-000019219,ORD-00010956,PRD-00631,1,38.21,5.73,27.27,Fulfilled,0,CUS-011747,Store,In Store,EFT,Electronics & Accessories,Chargers,Orion
ITM-000019220,ORD-00010957,PRD-00041,2,537.91,0.0,394.0,Fulfilled,1,CUS-010689,Store,In Store,Card,Beauty & Personal Care,Haircare,Vela
ITM-000019221,ORD-00010958,PRD-00897,3,64.4,0.0,43.42,Fulfilled,0,CUS-000813,Website,Home Delivery,EFT,Electronics & Accessories,Audio,Aurelia Select
ITM-000019222,ORD-00010959,PRD-00163,1,38.03,0.0,29.2,Fulfilled,0,CUS-004491,Website,Home Delivery,Cash,Sport & Lifestyle,Sports Accessories,Orion
ITM-000019223,ORD-00010959,PRD-00516,1,105.65,0.0,48.66,Fulfilled,0,CUS-004491,Website,Home Delivery,Cash,Fashion & Accessories,Footwear,Orion
ITM-000019224,ORD-00010959,PRD-00054,1,80.18,0.0,54.88,Fulfilled,0,CUS-004491,Website,Home Delivery,Cash,Home & Living,Furniture,Nova
ITM-000019225,ORD-00010960,PRD-00755,2,59.31,0.0,40.21,Fulfilled,0,CUS-006852,Mobile,Home Delivery,EFT,Fashion & Accessories,Men's Clothing,Luma
ITM-000019226,ORD-00010961,PRD-00528,1,114.01,0.0,80.15,Fulfilled,0,CUS-007455,Website,Click & Collect,Digital Wallet,Home & Living,Home Décor,Luma
ITM-000019227,ORD-00010961,PRD-00038,1,80.27,0.0,71.27,Fulfilled,0,CUS-007455,Website,Click & Collect,Digital Wallet,Beauty & Personal Care,Fragrance,Pulse
ITM-000019228,ORD-00010961,PRD-00282,1,60.18,3.01,46.86,Fulfilled,0,CUS-007455,Website,Click & Collect,Digital Wallet,Home & Living,Bedding,Mira
ITM-000019229,ORD-00010962,PRD-00431,2,87.89,0.0,56.99,Fulfilled,0,CUS-010550,Website,Home Delivery,Card,Sport & Lifestyle,Outdoor,Solara
ITM-000019230,ORD-00010963,PRD-00470,1,305.12,30.51,187.06,Fulfilled,0,CUS-006762,Store,In Store,EFT,Beauty & Personal Care,Cosmetics,Aurelia Select
ITM-000019231,ORD-00010963,PRD-00189,1,80.29,0.0,46.26,Fulfilled,0,CUS-006762,Store,In Store,EFT,Fashion & Accessories,Bags,Mira
ITM-000019232,ORD-00010963,PRD-00235,2,130.83,0.0,79.0,Fulfilled,0,CUS-006762,Store,In Store,EFT,Beauty & Personal Care,Cosmetics,Nova
ITM-000019233,ORD-00010964,PRD-00521,1,124.91,0.0,67.11,Fulfilled,0,CUS-007073,Website,Home Delivery,Digital Wallet,Sport & Lifestyle,Outdoor,Mira
ITM-000019234,ORD-00010964,PRD-00143,1,71.62,7.16,40.16,Fulfilled,0,CUS-007073,Website,Home Delivery,Digital Wallet,Electronics & Accessories,Computer Accessories,Luma
ITM-000019235,ORD-00010965,PRD-00201,2,232.46,0.0,122.37,Fulfilled,0,CUS-004342,Store,In Store,Buy Now Pay Later,Electronics & Accessories,Audio,Nova
ITM-000019236,ORD-00010965,PRD-00803,1,90.56,0.0,41.77,Fulfilled,0,CUS-004342,Store,In Store,Buy Now Pay Later,Electronics & Accessories,Smart Devices,Nova
ITM-000019237,ORD-00010965,PRD-00629,2,180.26,0.0,101.22,Fulfilled,0,CUS-004342,Store,In Store,Buy Now Pay Later,Home & Living,Kitchen,Solara
ITM-000019238,ORD-00010966,PRD-00159,1,187.11,0.0,78.91,Cancelled,0,CUS-003864,Store,In Store,Card,Sport & Lifestyle,Outdoor,Orion
ITM-000019239,ORD-00010967,PRD-00433,1,89.54,0.0,59.78,Fulfilled,1,CUS-006180,Mobile,Courier,Cash,Fashion & Accessories,Footwear,Nova
ITM-000019240,ORD-00010967,PRD-00178,1,83.6,0.0,40.46,Fulfilled,0,CUS-006180,Mobile,Courier,Cash,Home & Living,Bedding,Mira
ITM-000019241,ORD-00010968,PRD-00666,1,41.81,6.27,32.04,Fulfilled,0,CUS-001401,Store,In Store,Buy Now Pay Later,Sport & Lifestyle,Sports Accessories,Solara
ITM-000019242,ORD-00010969,PRD-00573,1,113.04,0.0,71.2,Cancelled,0,CUS-002439,Store,In Store,EFT,Fashion & Accessories,Footwear,Solara
ITM-000019243,ORD-00010970,PRD-00812,1,90.68,0.0,59.99,Fulfilled,0,CUS-004624,Store,In Store,EFT,Home & Living,Home Décor,Vela
ITM-000019244,ORD-00010970,PRD-00549,1,135.33,0.0,71.06,Fulfilled,0,CUS-004624,Store,In Store,EFT,Electronics & Accessories,Smart Devices,Solara
ITM-000019245,ORD-00010971,PRD-00589,1,82.49,0.0,55.83,Fulfilled,0,CUS-007690,Website,Home Delivery,Card,Sport & Lifestyle,Travel,Vela
ITM-000019246,ORD-00010971,PRD-00331,1,43.6,0.0,21.7,Fulfilled,0,CUS-007690,Website,Home Delivery,Card,Sport & Lifestyle,Outdoor,Pulse
ITM-000019247,ORD-00010971,PRD-00337,1,41.01,0.0,28.94,Fulfilled,0,CUS-007690,Website,Home Delivery,Card,Electronics & Accessories,Smart Devices,Orion
ITM-000019248,ORD-00010972,PRD-00706,1,76.15,0.0,54.82,Fulfilled,0,CUS-007031,Website,Click & Collect,Digital Wallet,Electronics & Accessories,Audio,Pulse
ITM-000019249,ORD-00010972,PRD-00048,2,85.64,0.0,62.44,Fulfilled,0,CUS-007031,Website,Click & Collect,Digital Wallet,Fashion & Accessories,Bags,Aurelia Select
ITM-000019250,ORD-00010973,PRD-00441,1,66.96,0.0,45.76,Fulfilled,0,CUS-000563,Website,Home Delivery,Digital Wallet,Sport & Lifestyle,Outdoor,Pulse
ITM-000019251,ORD-00010973,PRD-00889,2,80.3,0.0,68.34,Fulfilled,0,CUS-000563,Website,Home Delivery,Digital Wallet,Beauty & Personal Care,Haircare,Luma
ITM-000019252,ORD-00010974,PRD-00511,1,80.04,0.0,42.81,Fulfilled,0,CUS-010331,Store,In Store,Buy Now Pay Later,Home & Living,Furniture,Vela
ITM-000019253,ORD-00010975,PRD-00598,1,82.0,0.0,55.01,Fulfilled,0,CUS-001785,Website,Courier,Card,Electronics & Accessories,Chargers,Orion
ITM-000019254,ORD-00010975,PRD-00285,1,82.94,0.0,51.21,Fulfilled,0,CUS-001785,Website,Courier,Card,Sport & Lifestyle,Fitness,Vela
ITM-000019255,ORD-00010975,PRD-00651,1,197.77,29.67,124.46,Fulfilled,0,CUS-001785,Website,Courier,Card,Fashion & Accessories,Women's Clothing,Mira
ITM-000019256,ORD-00010976,PRD-00151,1,101.24,10.12,80.69,Fulfilled,0,CUS-001475,Store,In Store,Cash,Home & Living,Furniture,Solara
ITM-000019257,ORD-00010976,PRD-00378,1,134.47,0.0,72.22,Fulfilled,0,CUS-001475,Store,In Store,Cash,Electronics & Accessories,Computer Accessories,Luma
ITM-000019258,ORD-00010977,PRD-00844,1,80.25,0.0,60.69,Fulfilled,0,CUS-004903,Website,Home Delivery,Cash,Sport & Lifestyle,Fitness,Orion
ITM-000019259,ORD-00010978,PRD-00301,1,174.34,26.15,100.97,Cancelled,0,CUS-007828,Store,In Store,Cash,Home & Living,Kitchen,Luma
ITM-000019260,ORD-00010978,PRD-00488,1,83.92,0.0,45.84,Cancelled,0,CUS-007828,Store,In Store,Cash,Home & Living,Furniture,Solara
ITM-000019261,ORD-00010978,PRD-00693,1,195.96,0.0,102.82,Cancelled,0,CUS-007828,Store,In Store,Cash,Sport & Lifestyle,Travel,Luma
ITM-000019262,ORD-00010979,PRD-00839,3,77.37,0.0,54.06,Fulfilled,0,CUS-001091,Store,In Store,EFT,Electronics & Accessories,Chargers,Orion
ITM-000019263,ORD-00010979,PRD-00716,1,64.29,0.0,45.86,Fulfilled,0,CUS-001091,Store,In Store,EFT,Home & Living,Home Décor,Luma
ITM-000019264,ORD-00010980,PRD-00848,1,61.91,6.19,33.19,Fulfilled,1,CUS-004841,Store,In Store,Buy Now Pay Later,Beauty & Personal Care,Cosmetics,Mira
ITM-000019265,ORD-00010980,PRD-00872,1,100.83,0.0,74.63,Fulfilled,0,CUS-004841,Store,In Store,Buy Now Pay Later,Sport & Lifestyle,Outdoor,Pulse
ITM-000019266,ORD-00010980,PRD-00157,2,140.43,0.0,70.82,Fulfilled,0,CUS-004841,Store,In Store,Buy Now Pay Later,Fashion & Accessories,Men's Clothing,Nova
ITM-000019267,ORD-00010981,PRD-00734,1,149.81,0.0,71.15,Fulfilled,0,CUS-005400,Mobile,Click & Collect,Digital Wallet,Beauty & Personal Care,Haircare,Luma
ITM-000019268,ORD-00010981,PRD-00525,1,60.59,0.0,44.23,Fulfilled,0,CUS-005400,Mobile,Click & Collect,Digital Wallet,Sport & Lifestyle,Fitness,Luma
ITM-000019269,ORD-00010981,PRD-00593,2,126.63,0.0,87.28,Fulfilled,0,CUS-005400,Mobile,Click & Collect,Digital Wallet,Beauty & Personal Care,Skincare,Vela
ITM-000019270,ORD-00010982,PRD-00751,3,73.46,0.0,34.24,Fulfilled,0,CUS-010777,Store,In Store,Digital Wallet,Sport & Lifestyle,fitness,Vela
ITM-000019271,ORD-00010983,PRD-00396,1,31.28,1.56,17.46,Fulfilled,1,CUS-005240,Store,In Store,Cash,Electronics & Accessories,Audio,Orion
ITM-000019272,ORD-00010984,PRD-00148,1,92.04,0.0,66.99,Fulfilled,0,CUS-004187,Store,In Store,EFT,Home & Living,Bedding,Vela
ITM-000019273,ORD-00010985,PRD-00258,1,77.59,0.0,54.28,Fulfilled,0,CUS-007199,Website,Home Delivery,Digital Wallet,Beauty & Personal Care,Skincare,Mira
ITM-000019274,ORD-00010986,PRD-00851,1,93.83,0.0,56.63,Fulfilled,0,CUS-009778,Website,Click & Collect,EFT,Home & Living,Furniture,Orion
ITM-000019275,ORD-00010986,PRD-00105,2,98.53,0.0,73.29,Fulfilled,0,CUS-009778,Website,Click & Collect,EFT,Beauty & Personal Care,Fragrance,Pulse
ITM-000019276,ORD-00010987,PRD-00390,1,32.47,1.62,26.13,Fulfilled,0,CUS-005947,Store,In Store,Buy Now Pay Later,Electronics & Accessories,Computer Accessories,Solara
ITM-000019277,ORD-00010987,PRD-00771,1,62.62,0.0,28.45,Fulfilled,0,CUS-005947,Store,In Store,Buy Now Pay Later,Electronics & Accessories,Smart Devices,Aurelia Select
