product_id,units,sales,gross_margin,refunds,net_margin,legacy_product_code,sku,product_name,brand,department,category,supplier_id,launch_date,discontinue_date,standard_cost,list_price,product_status,margin_rate,return_adjusted_margin_per_unit
PRD-00216,84,11392.330000000002,5971.400000000001,266.57,5704.830000000001,LEG-100215,AUR-000216,Nova Home Product 216,Orion,Home & Living,Home Décor,SUP-013,2024-01-13,,63.94,140.3,Active,0.5007605994559498,67.91464285714287
PRD-00217,105,3336.03,693.2900000000002,161.86,531.4300000000002,LEG-100216,AUR-000217,Solara Fitness Product 217,Luma,Sport & Lifestyle,Fitness,SUP-049,2026-06-15,,25.4,33.03,Active,0.15930012619790593,5.061238095238097
PRD-00218,111,5485.2,977.9899999999997,102.96,875.0299999999996,LEG-100217,AUR-000218,Luma Home Product 218,Luma,Home & Living,Home Décor,SUP-057,2025-05-13,,40.37,51.48,Active,0.15952563261139058,7.88315315315315
PRD-00219,137,6419.7699999999995,1350.5099999999998,561.15,789.3599999999998,LEG-100218,AUR-000219,Solara Bags Product 219,Vela,Fashion & Accessories,Bags,SUP-057,2025-07-22,,36.95,48.69,Active,0.12295767605381498,5.761751824817517
PRD-00220,111,9187.32,4291.99,965.25,3326.7399999999993,LEG-100219,AUR-000220,Mira Sports Product 220,Vela,Sport & Lifestyle,Sports Accessories,SUP-069,2022-06-18,,43.89,86.96,Active,0.36210124388831555,29.970630630630623
PRD-00221,127,13783.09,4116.0,749.25,3366.75,LEG-100220,AUR-000221,Mira Kitchen Product 221,Vela,Home & Living,Kitchen,SUP-048,2023-11-03,,76.34,111.83,Active,0.2442667065222675,26.50984251968504
PRD-00222,96,10075.11,4385.7,620.44,3765.26,LEG-100221,AUR-000222,Mira Travel Product 222,Orion,Sport & Lifestyle,Travel,SUP-049,2020-04-13,,58.66,109.81,Active,0.3737189966164141,39.22145833333334
PRD-00223,122,55038.56,26894.499999999996,3830.0,23064.499999999996,LEG-100222,AUR-000223,Luma Travel Product 223,Vela,Sport & Lifestyle,Travel,SUP-018,2021-05-11,2022-09-18,230.95,472.84,Discontinued,0.4190607457753255,189.05327868852456
PRD-00224,106,3475.7999999999997,762.6899999999999,168.82999999999998,593.8599999999999,LEG-100223,AUR-000224,Mira Audio Product 224,Solara,Electronics & Accessories,Audio,SUP-014,2021-09-26,,25.7,34.11,Active,0.17085563035847862,5.602452830188678
PRD-00225,138,14575.169999999998,3371.419999999999,1524.35,1847.0699999999993,LEG-100224,AUR-000225,Orion Fitness Product 225,Nova,Sport & Lifestyle,Fitness,SUP-021,2025-10-10,,80.55,110.46,Active,0.1267271668186374,13.384565217391298
PRD-00226,104,23893.129999999997,8414.22,945.19,7469.029999999999,LEG-100225,AUR-000226,Luma Computer Product 226,Pulse,Electronics & Accessories,Computer Accessories,SUP-012,2024-08-31,,149.22,239.29,Active,0.312601572083691,71.81759615384614
PRD-00227,132,2458.19,524.75,117.89,406.86,LEG-100226,AUR-000227,Solara Bedding Product 227,Aurelia Select,Home & Living,Bedding,SUP-054,2020-03-28,,14.64,19.25,Active,0.1655120230738877,3.0822727272727275
PRD-00228,113,6384.96,2246.0399999999995,400.32,1845.7199999999996,LEG-100227,AUR-000228,Solara Bags Product 228,Vela,Fashion & Accessories,Bags,SUP-050,2026-03-06,,36.6,58.23,Active,0.2890730717185385,16.333805309734508
PRD-00229,113,8499.210000000001,3003.9700000000007,824.97,2179.0000000000005,LEG-100228,AUR-000229,Vela Footwear Product 229,Aurelia Select,Fashion & Accessories,Footwear,SUP-041,2025-06-04,,48.48,78.01,Active,0.2563767691350137,19.28318584070797
PRD-00230,122,13928.109999999999,7216.28,1348.26,5868.0199999999995,LEG-100229,AUR-000230,Luma Footwear Product 230,Luma,Fashion & Accessories,Footwear,SUP-005,2022-11-08,,54.83,117.24,Active,0.4213077007576764,48.09852459016393
PRD-00231,129,28310.6,5977.899999999999,1229.9099999999999,4747.989999999999,LEG-100230,AUR-000231,Luma Computer Product 231,Mira,Electronics & Accessories,Computer Accessories,SUP-058,2022-06-13,,172.98,227.76,Active,0.16771068080506946,36.80612403100774
PRD-00232,119,7330.78,1214.9299999999998,361.77,853.1599999999999,LEG-100231,AUR-000232,Nova Fitness Product 232,Aurelia Select,Sport & Lifestyle,Fitness,SUP-033,2023-08-23,2024-06-26,51.34,63.47,Discontinued,0.11638052158160521,7.169411764705881
PRD-00233,113,18414.22,6900.82,580.25,6320.57,LEG-100232,AUR-000233,Pulse Home Product 233,Nova,Home & Living,Home Décor,SUP-037,2026-01-09,,101.54,170.66,Active,0.34324397123527356,55.934247787610616
PRD-00234,132,13683.57,4844.35,799.24,4045.11,LEG-100233,AUR-000234,Nova Kitchen Product 234,Aurelia Select,Home & Living,Kitchen,SUP-031,2024-05-04,,66.86,107.28,Active,0.295618029505458,30.644772727272727
PRD-00235,118,14581.010000000002,6148.920000000001,457.9100000000001,5691.010000000001,LEG-100234,AUR-000235,Nova Cosmetics Product 235,Nova,Beauty & Personal Care,Cosmetics,SUP-064,2021-03-25,,71.38,130.83,Active,0.3903028665366803,48.228898305084755
PRD-00236,108,16166.140000000001,8108.810000000001,335.99,7772.8200000000015,LEG-100235,AUR-000236,Vela Fitness Product 236,Luma,Sport & Lifestyle,Fitness,SUP-038,2024-06-24,2025-09-26,74.91,156.27,Discontinued,0.4808086531478758,71.97055555555556
PRD-00237,109,28620.609999999997,13113.789999999997,243.81,12869.979999999998,LEG-100236,AUR-000237,Solara Skincare Product 237,Vela,Beauty & Personal Care,Skincare,SUP-054,2024-04-27,,142.51,270.9,Active,0.44967525150582044,118.07321100917429
PRD-00238,108,10266.22,2363.3899999999994,411.43,1951.9599999999994,LEG-100237,AUR-000238,Solara Furniture Product 238,Nova,Home & Living,Furniture,SUP-068,2024-02-03,,72.65,97.96,Active,0.1901342461003173,18.073703703703696
PRD-00239,110,4839.71,1839.1700000000003,299.15000000000003,1540.0200000000002,LEG-100238,AUR-000239,Pulse Fitness Product 239,Mira,Sport & Lifestyle,Fitness,SUP-006,2024-12-14,,27.07,46.38,Active,0.3182050164162729,14.00018181818182
PRD-00240,102,5661.17,997.1200000000003,131.73000000000002,865.3900000000003,LEG-100239,AUR-000240,Orion Fragrance Product 240,Aurelia Select,Beauty & Personal Care,Fragrance,SUP-046,2020-01-06,,45.65,57.27,Active,0.15286416058871227,8.484215686274514
PRD-00241,124,8786.3,1842.8,849.6800000000001,993.12,LEG-100240,AUR-000241,Vela Footwear Product 241,Nova,Fashion & Accessories,Footwear,SUP-043,2025-03-05,,55.94,73.25,Active,0.11303051341292696,8.009032258064517
PRD-00242,131,15392.990000000002,4262.4400000000005,778.6400000000001,3483.8000000000006,LEG-100241,AUR-000242,Solara Furniture Product 242,Solara,Home & Living,Furniture,SUP-023,2024-02-26,,84.08,119.79,Active,0.2263238006391221,26.593893129770997
PRD-00243,137,26987.16,10812.03,713.97,10098.060000000001,LEG-100242,AUR-000243,Luma Cosmetics Product 243,Luma,Beauty & Personal Care,Cosmetics,SUP-009,2024-04-28,,118.31,205.46,Active,0.37418016567878953,73.70846715328469
PRD-00244,130,13721.01,3935.6699999999996,217.88,3717.7899999999995,LEG-100243,AUR-000244,Orion Skincare Product 244,Vela,Beauty & Personal Care,Skincare,SUP-006,2023-12-10,,75.52,108.94,Active,0.27095600105240064,28.59838461538461
PRD-00245,123,21410.19,10252.07,1054.29,9197.779999999999,LEG-100244,AUR-000245,Solara Furniture Product 245,Orion,Home & Living,Furniture,SUP-066,2023-11-01,,91.37,180.22,Active,0.42959824270592645,74.77869918699186
PRD-00246,99,11771.689999999999,4945.98,190.26999999999998,4755.709999999999,LEG-100245,AUR-000246,Orion Cosmetics Product 246,Aurelia Select,Beauty & Personal Care,Cosmetics,SUP-025,2020-04-06,,68.84,126.85,Active,0.4039955180607032,48.03747474747474
PRD-00247,114,8377.83,3363.48,491.01,2872.47,LEG-100246,AUR-000247,Aurelia Select Chargers Product 247,Solara,Electronics & Accessories,Chargers,SUP-035,2021-02-17,,44.18,76.72,Active,0.3428656346571845,25.197105263157894
PRD-00248,128,43709.76,19050.570000000003,6592.400000000001,12458.170000000002,LEG-100247,AUR-000248,Pulse Footwear Product 248,Pulse,Fashion & Accessories,Footwear,SUP-057,2021-12-26,,191.72,350.66,Active,0.28502032498005025,97.32945312500001
PRD-00249,120,14693.19,6272.17,63.12,6209.05,LEG-100248,AUR-000249,Luma Fragrance Product 249,Mira,Beauty & Personal Care,Fragrance,SUP-064,2023-11-15,,69.89,126.23,Active,0.4225801204503583,51.74208333333333
PRD-00250,137,22187.51,8938.439999999999,1004.3199999999999,7934.119999999998,LEG-100249,AUR-000250,Nova Chargers Product 250,Pulse,Electronics & Accessories,Chargers,SUP-011,2023-05-06,,97.19,167.39,Active,0.35759397967595274,57.913284671532836
PRD-00251,113,6769.219999999999,2165.1899999999996,186.48,1978.7099999999996,LEG-100250,AUR-000251,Orion Haircare Product 251,Solara,Beauty & Personal Care,Haircare,SUP-014,2021-09-12,2022-06-22,40.85,62.16,Discontinued,0.29230989685665404,17.510707964601767
PRD-00252,110,15915.059999999998,6347.839999999998,1337.59,5010.249999999998,LEG-100251,AUR-000252,Orion Footwear Product 252,Orion,Fashion & Accessories,Footwear,SUP-058,2024-10-25,2026-10-18,87.27,151.14,Discontinued,0.3148118825816553,45.54772727272726
PRD-00253,124,3751.44,908.0400000000002,244.86,663.1800000000002,LEG-100252,AUR-000253,Luma Travel Product 253,Mira,Sport & Lifestyle,Travel,SUP-045,2021-01-24,,23.0,30.8,Active,0.1767801164352889,5.348225806451614
PRD-00254,113,4984.94,2041.2599999999998,137.58,1903.6799999999998,LEG-100253,AUR-000254,Solara Skincare Product 254,Pulse,Beauty & Personal Care,Skincare,SUP-036,2025-02-10,,26.27,45.86,Active,0.3818862413589732,16.846725663716814
PRD-00255,151,8535.06,1734.4300000000003,428.07,1306.3600000000001,LEG-100254,AUR-000255,Pulse Women's Product 255,Solara,Fashion & Accessories,Women's Clothing,SUP-066,2021-11-04,,45.07,58.64,Active,0.15305809215166621,8.651390728476821
PRD-00256,154,13470.78,2966.09,825.07,2141.02,LEG-100255,AUR-000256,Luma Furniture Product 256,Mira,Home & Living,Furniture,SUP-005,2021-11-11,,68.12,91.42,Active,0.15893808673291374,13.902727272727272
PRD-00257,128,3285.32,1690.3500000000001,40.07,1650.28,LEG-100256,AUR-000257,Vela Furniture Product 257,Solara,Home & Living,Furniture,SUP-047,2023-10-29,,12.48,26.71,Active,0.5023194087638342,12.8928125
PRD-00258,133,9896.560000000001,2708.7700000000004,155.19,2553.5800000000004,LEG-100257,AUR-000258,Luma Skincare Product 258,Mira,Beauty & Personal Care,Skincare,SUP-048,2024-01-04,,54.42,77.59,Active,0.2580270316150258,19.199849624060153
PRD-00259,106,11487.769999999999,4792.409999999999,633.27,4159.139999999999,LEG-100258,AUR-000259,Nova Computer Product 259,Luma,Electronics & Accessories,Computer Accessories,SUP-068,2023-07-30,,62.92,111.1,Active,0.36204937947051513,39.23716981132075
PRD-00260,125,11147.86,4307.800000000001,814.64,3493.1600000000008,LEG-100259,AUR-000260,Solara Computer Product 260,Orion,Electronics & Accessories,Computer Accessories,SUP-032,2020-02-25,,54.54,91.79,Active,0.3133480327165932,27.945280000000007
PRD-00261,107,19725.440000000002,9418.03,3527.16,5890.870000000001,LEG-100260,AUR-000261,Luma Women's Product 261,Mira,Fashion & Accessories,Women's Clothing,SUP-067,2022-02-26,,95.96,190.4,Active,0.29864327487751857,55.05485981308412
PRD-00262,115,16763.26,6577.41,220.26,6357.15,LEG-100261,AUR-000262,Orion Skincare Product 262,Orion,Beauty & Personal Care,Skincare,SUP-058,2022-02-12,,89.03,151.91,Active,0.37923112807413356,55.2795652173913
PRD-00263,103,6222.6,3160.08,400.15999999999997,2759.92,LEG-100262,AUR-000263,Mira Kitchen Product 263,Vela,Home & Living,Kitchen,SUP-016,2026-04-09,,29.92,62.04,Active,0.4435316427216919,26.795339805825243
PRD-00264,112,14775.230000000001,6483.790000000001,381.47,6102.320000000001,LEG-100263,AUR-000264,Mira Furniture Product 264,Luma,Home & Living,Furniture,SUP-057,2026-01-26,,74.16,136.24,Active,0.4130101528030359,54.48500000000001
PRD-00265,134,11897.279999999999,4022.1299999999997,826.2,3195.9299999999994,LEG-100264,AUR-000265,Solara Footwear Product 265,Nova,Fashion & Accessories,Footwear,SUP-070,2024-02-11,,58.95,91.8,Active,0.268626946663439,23.85022388059701
PRD-00266,125,10257.01,2610.1499999999996,614.47,1995.6799999999996,LEG-100265,AUR-000266,Luma Chargers Product 266,Luma,Electronics & Accessories,Chargers,SUP-047,2022-12-31,,60.64,85.05,Active,0.19456742266995933,15.965439999999997
PRD-00267,131,14063.89,4243.53,1145.99,3097.54,LEG-100266,AUR-000267,Nova Outdoor Product 267,Vela,Sport & Lifestyle,Outdoor,SUP-018,2021-11-18,,74.54,111.53,Active,0.2202477408455271,23.64534351145038
PRD-00268,90,13868.17,3022.7899999999995,393.84,2628.9499999999994,LEG-100267,AUR-000268,Aurelia Select Bedding Product 268,Solara,Home & Living,Bedding,SUP-048,2021-06-09,2022-01-07,120.61,159.13,Discontinued,0.18956718874948889,29.210555555555548
PRD-00269,132,18647.219999999998,8732.5,147.35,8585.15,LEG-100268,AUR-000269,Nova Haircare Product 269,Nova,Beauty & Personal Care,Haircare,SUP-040,2022-03-17,,75.08,147.35,Active,0.46039838646189624,65.03901515151514
PRD-00270,129,7449.3,1288.78,119.36,1169.42,LEG-100269,AUR-000270,Pulse Cosmetics Product 270,Pulse,Beauty & Personal Care,Cosmetics,SUP-010,2020-10-03,,47.57,61.21,Active,0.156983877679782,9.065271317829458
PRD-00271,115,4147.110000000001,846.6500000000003,88.76,757.8900000000003,LEG-100270,AUR-000271,Nova Kitchen Product 271,Mira,Home & Living,Kitchen,SUP-060,2022-07-25,,28.82,37.77,Active,0.1827513617917056,6.590347826086959
PRD-00272,108,85692.88,43816.98,5176.08,38640.9,LEG-100271,AUR-000272,Luma Sports Product 272,Luma,Sport & Lifestyle,Sports Accessories,SUP-017,2021-11-26,2024-08-06,390.12,821.6,Discontinued,0.45092311053147005,357.7861111111111
PRD-00273,103,9251.460000000001,4179.71,400.42,3779.2900000000004,LEG-100272,AUR-000273,Nova Skincare Product 273,Luma,Beauty & Personal Care,Skincare,SUP-039,2021-08-21,,49.11,93.12,Active,0.40850741396493095,36.6921359223301
PRD-00274,104,5205.75,938.3699999999998,302.95,635.4199999999998,LEG-100273,AUR-000274,Solara Home Product 274,Vela,Home & Living,Home Décor,SUP-045,2021-10-11,,41.02,52.69,Active,0.12206118234644381,6.109807692307691
PRD-00275,125,15707.62,4819.400000000001,702.17,4117.2300000000005,LEG-100274,AUR-000275,Nova Sports Product 275,Orion,Sport & Lifestyle,Sports Accessories,SUP-026,2023-04-30,,86.25,130.03,Active,0.2621167306059098,32.93784
PRD-00276,106,16883.859999999997,6810.879999999998,905.52,5905.359999999999,LEG-100275,AUR-000276,Luma Sports Product 276,Orion,Sport & Lifestyle,Sports Accessories,SUP-069,2023-08-18,,95.25,164.64,Active,0.3497636204043388,55.710943396226405
PRD-00277,115,18335.52,3543.9000000000005,3016.29,527.6100000000007,LEG-100276,AUR-000277,Luma Men's Product 277,Luma,Fashion & Accessories,Men's Clothing,SUP-044,2024-06-28,,128.82,164.15,Active,0.028775295164794927,4.587913043478267
PRD-00278,106,20558.41,6744.53,802.27,5942.259999999999,LEG-100277,AUR-000278,Aurelia Select Fitness Product 278,Nova,Sport & Lifestyle,Fitness,SUP-006,2024-10-12,,130.24,200.57,Active,0.28904278103219067,56.05905660377358
PRD-00279,108,14652.49,5655.65,1017.02,4638.629999999999,LEG-100278,AUR-000279,Vela Sports Product 279,Pulse,Sport & Lifestyle,Sports Accessories,SUP-004,2025-01-05,,83.0,145.29,Active,0.31657622697575627,42.95027777777777
PRD-00280,113,4420.490000000001,2030.6800000000003,17.41,2013.2700000000004,LEG-100279,AUR-000280,Orion Fragrance Product 280,Mira,Beauty & Personal Care,Fragrance,SUP-032,2022-04-28,,21.13,40.95,Active,0.4554404602204733,17.816548672566377
PRD-00281,107,18832.32,8297.500000000002,0.0,8297.500000000002,LEG-100280,AUR-000281,Mira Fragrance Product 281,Nova,Beauty & Personal Care,Fragrance,SUP-008,2024-09-10,,98.31,181.08,Active,0.4405989278007172,77.54672897196264
PRD-00282,113,6523.45,1304.48,436.3,868.18,LEG-100281,AUR-000282,Pulse Bedding Product 282,Mira,Home & Living,Bedding,SUP-060,2025-04-07,,46.14,60.18,Active,0.13308602043397283,7.683008849557521
PRD-00283,136,20778.22,4362.2699999999995,462.69,3899.58,LEG-100282,AUR-000283,Luma Kitchen Product 283,Solara,Home & Living,Kitchen,SUP-041,2022-01-08,2023-09-17,120.73,158.19,Discontinued,0.18767632646107316,28.673382352941175
PRD-00284,126,10885.15,1366.1300000000003,625.28,740.8500000000004,LEG-100283,AUR-000284,Luma Computer Product 284,Solara,Electronics & Accessories,Computer Accessories,SUP-066,2020-07-27,,74.83,91.28,Active,0.06806061469065658,5.879761904761907
PRD-00285,140,11292.31,4544.12,443.73,4100.389999999999,LEG-100284,AUR-000285,Solara Fitness Product 285,Vela,Sport & Lifestyle,Fitness,SUP-060,2022-11-13,,47.99,82.94,Active,0.3631134816525582,29.288499999999996
PRD-00286,110,6992.12,1396.9400000000003,432.64,964.3000000000003,LEG-100285,AUR-000286,Mira Footwear Product 286,Vela,Fashion & Accessories,Footwear,SUP-019,2020-06-05,,50.96,66.56,Active,0.1379123928079038,8.76636363636364
PRD-00287,104,8706.9,3983.3799999999997,1601.24,2382.14,LEG-100286,AUR-000287,Orion Women's Product 287,Pulse,Fashion & Accessories,Women's Clothing,SUP-054,2025-08-27,2027-02-05,45.42,87.86,Discontinued,0.27359220847833327,22.905192307692307
PRD-00288,123,21758.100000000002,5173.9400000000005,909.69,4264.250000000001,LEG-100287,AUR-000288,Solara Home Product 288,Solara,Home & Living,Home Décor,SUP-025,2022-08-04,,134.55,185.65,Active,0.19598448393931459,34.66869918699188
PRD-00289,113,10362.32,4556.24,645.59,3910.65,LEG-100288,AUR-000289,Mira Bedding Product 289,Mira,Home & Living,Bedding,SUP-040,2024-09-10,,51.31,94.59,Active,0.3773913563757923,34.60752212389381
PRD-00290,127,2195.5,499.63000000000017,74.21000000000001,425.4200000000002,LEG-100289,AUR-000290,Nova Skincare Product 290,Pulse,Beauty & Personal Care,skincare,SUP-065,2023-01-20,,13.45,18.1,Active,0.1937690731040766,3.3497637795275605
PRD-00291,111,12082.41,2228.3000000000006,168.44,2059.8600000000006,LEG-100290,AUR-000291,Vela Haircare Product 291,Solara,Beauty & Personal Care,Haircare,SUP-007,2022-03-20,,88.51,112.29,Active,0.17048419975816087,18.557297297297303
PRD-00292,87,14033.81,4242.349999999999,1227.22,3015.1299999999997,LEG-100291,AUR-000292,Mira Footwear Product 292,Mira,Fashion & Accessories,Footwear,SUP-037,2021-02-27,,112.3,166.97,Active,0.21484757168580734,34.65666666666666
PRD-00293,124,13663.37,5497.27,791.47,4705.800000000001,LEG-100292,AUR-000293,Nova Fitness Product 293,Pulse,Sport & Lifestyle,Fitness,SUP-018,2021-03-06,,66.08,114.29,Active,0.3444099076582132,37.95000000000001
PRD-00294,110,12672.85,6669.79,357.14,6312.65,LEG-100293,AUR-000294,Pulse Chargers Product 294,Solara,Electronics & Accessories,Chargers,SUP-006,2022-12-12,,54.65,119.05,Active,0.4981239421282505,57.38772727272727
PRD-00295,128,3411.21,825.0100000000001,115.13,709.8800000000001,LEG-100294,AUR-000295,Vela Skincare Product 295,Solara,Beauty & Personal Care,Skincare,SUP-037,2023-02-09,,20.24,27.41,Active,0.20810211039484527,5.545937500000001
PRD-00296,93,2776.12,1004.1700000000001,295.04,709.13,LEG-100295,AUR-000296,Mira Bags Product 296,Orion,Fashion & Accessories,Bags,SUP-016,2024-04-23,,19.01,31.14,Active,0.2554392461420976,7.62505376344086
PRD-00297,129,67960.98,28282.369999999995,1040.08,27242.289999999997,LEG-100296,AUR-000297,Pulse Furniture Product 297,Solara,Home & Living,Furniture,SUP-044,2023-01-18,2023-08-07,304.96,547.41,Discontinued,0.40085193003396946,211.1805426356589
PRD-00298,120,4359.759999999999,1419.7299999999996,330.08,1089.6499999999996,LEG-100297,AUR-000298,Luma Sports Product 298,Vela,Sport & Lifestyle,Sports Accessories,SUP-066,2024-01-26,,24.42,38.16,Active,0.24993348257702255,9.080416666666663
PRD-00299,110,10557.439999999999,4915.839999999999,100.07,4815.7699999999995,LEG-100298,AUR-000299,Aurelia Select Skincare Product 299,Aurelia Select,Beauty & Personal Care,Skincare,SUP-018,2021-09-16,,51.45,100.07,Active,0.45614940743210475,43.77972727272727
PRD-00300,91,7443.929999999999,1928.8199999999997,528.0999999999999,1400.7199999999998,LEG-100299,AUR-000300,Mira Computer Product 300,Luma,Electronics & Accessories,Computer Accessories,SUP-066,2020-11-13,,60.58,84.16,Active,0.18816942126000646,15.39252747252747
PRD-00301,128,21356.670000000002,8667.98,884.78,7783.2,LEG-100300,AUR-000301,Solara Kitchen Product 301,Luma,Home & Living,Kitchen,SUP-051,2023-06-06,2024-09-25,99.31,174.34,Discontinued,0.3644388380772845,60.80625
PRD-00302,119,4860.66,2373.9900000000002,383.40000000000003,1990.5900000000001,LEG-100301,AUR-000302,Solara Sports Product 302,Mira,Sport & Lifestyle,Sports Accessories,SUP-039,2020-01-03,,20.83,42.6,Active,0.4095308044586538,16.727647058823532
PRD-00303,146,24168.07,11845.369999999999,341.84,11503.529999999999,LEG-100302,AUR-000303,Solara Skincare Product 303,Solara,Beauty & Personal Care,Skincare,SUP-015,2020-08-16,,83.85,170.92,Active,0.4759804982358955,78.791301369863
PRD-00304,119,6574.53,1183.68,171.52,1012.1600000000001,LEG-100303,AUR-000304,Aurelia Select Fragrance Product 304,Mira,Beauty & Personal Care,Fragrance,SUP-034,2023-02-01,,45.62,57.17,Active,0.15395168932227857,8.505546218487396
PRD-00305,93,25751.620000000003,5604.730000000001,432.09000000000003,5172.640000000001,LEG-100304,AUR-000305,Aurelia Select Outdoor Product 305,Mira,Sport & Lifestyle,Outdoor,SUP-022,2021-12-23,,215.37,288.05,Active,0.20086658625748596,55.61978494623657
PRD-00306,124,4185.49,938.6299999999998,505.90999999999997,432.7199999999998,LEG-100305,AUR-000306,Luma Travel Product 306,Vela,Sport & Lifestyle,Travel,SUP-005,2024-06-18,,26.03,35.01,Active,0.10338574456037401,3.489677419354837
PRD-00307,115,10451.17,1988.4700000000003,592.25,1396.2200000000003,LEG-100306,AUR-000307,Vela Fitness Product 307,Aurelia Select,Sport & Lifestyle,Fitness,SUP-057,2024-04-12,,73.27,95.14,Active,0.13359461189512756,12.141043478260872
PRD-00308,104,4126.29,682.8399999999999,435.43,247.4099999999999,LEG-100307,AUR-000308,Luma Computer Product 308,Pulse,Electronics & Accessories,Computer Accessories,SUP-027,2025-08-26,,33.16,41.47,Active,0.05995943086889189,2.3789423076923066
PRD-00309,119,13025.85,5022.7,113.17,4909.53,LEG-100308,AUR-000309,Aurelia Select Cosmetics Product 309,Luma,Beauty & Personal Care,Cosmetics,SUP-067,2022-10-01,,67.24,113.17,Active,0.37690668939071154,41.256554621848736
PRD-00310,122,4988.35,939.1300000000002,101.56,837.5700000000003,LEG-100309,AUR-000310,Mira Kitchen Product 310,Pulse,Home & Living,Kitchen,SUP-041,2021-05-07,2021-12-14,33.13,42.31,Discontinued,0.16790521916064435,6.865327868852462
PRD-00311,114,1596.85,306.46999999999997,58.35,248.11999999999995,LEG-100310,AUR-000311,Solara Bedding Product 311,Solara,Home & Living,Bedding,SUP-034,2020-10-03,,11.3,14.59,Active,0.15538090615900052,2.176491228070175
PRD-00312,113,11145.46,5146.58,1142.19,4004.39,LEG-100311,AUR-000312,Vela Travel Product 312,Vela,Sport & Lifestyle,Travel,SUP-036,2024-07-18,,52.93,102.44,Active,0.3592844081805507,35.4370796460177
PRD-00313,74,3119.78,959.4400000000002,319.13,640.3100000000002,LEG-100312,AUR-000313,Vela Sports Product 313,Orion,Sport & Lifestyle,Sports Accessories,SUP-037,2023-06-16,,29.06,43.27,Active,0.20524203629743126,8.65283783783784
PRD-00314,120,6895.7699999999995,2527.2299999999996,360.71999999999997,2166.5099999999998,LEG-100313,AUR-000314,Solara Bedding Product 314,Mira,Home & Living,Bedding,SUP-045,2026-01-06,,36.46,60.12,Active,0.3141795622533814,18.05425
PRD-00315,114,4343.67,1519.4699999999998,113.53,1405.9399999999998,LEG-100314,AUR-000315,Orion Sports Product 315,Nova,Sport & Lifestyle,Sports Accessories,SUP-070,2025-04-18,,24.88,39.15,Active,0.323675601507481,12.332807017543859
PRD-00316,128,2003.1999999999998,601.2299999999998,37.349999999999994,563.8799999999999,LEG-100315,AUR-000316,Solara Cosmetics Product 316,Luma,Beauty & Personal Care,Cosmetics,SUP-038,2025-04-16,,11.03,16.24,Active,0.2814896166134185,4.405312499999999
PRD-00317,106,8119.42,2221.8799999999997,1511.22,710.6599999999999,LEG-100316,AUR-000317,Nova Footwear Product 317,Solara,Fashion & Accessories,Footwear,SUP-057,2022-08-12,,55.62,79.33,Active,0.08752595628751805,6.704339622641508
PRD-00318,92,28842.43,13983.91,485.83,13498.079999999998,LEG-100317,AUR-000318,Vela Computer Product 318,Vela,Electronics & Accessories,Computer Accessories,SUP-069,2020-03-15,,161.79,323.89,Active,0.46799385488670675,146.7182608695652
PRD-00319,124,6839.56,2161.8900000000003,230.92000000000002,1930.9700000000003,LEG-100318,AUR-000319,Luma Chargers Product 319,Nova,Electronics & Accessories,Chargers,SUP-031,2023-11-15,,37.65,57.02,Active,0.28232371673031603,15.572338709677421
PRD-00320,125,10442.59,5357.12,495.41999999999996,4861.7,LEG-100319,AUR-000320,Vela Furniture Product 320,Vela,Home & Living,Furniture,SUP-007,2024-10-19,,40.91,86.16,Active,0.4655645773701735,38.8936
PRD-00321,105,17708.1,6341.729999999999,916.24,5425.489999999998,LEG-100320,AUR-000321,Solara Bags Product 321,Mira,Fashion & Accessories,Bags,SUP-013,2022-07-28,,107.46,176.2,Active,0.3063846488330198,51.671333333333315
PRD-00322,120,12911.69,4858.22,438.8,4419.42,LEG-100321,AUR-000322,Luma Furniture Product 322,Pulse,Home & Living,Furniture,SUP-061,2022-06-06,,67.45,109.7,Active,0.3422805225342306,36.8285
PRD-00323,140,9166.57,1709.7200000000007,236.95,1472.7700000000007,LEG-100322,AUR-000323,Orion Haircare Product 323,Solara,Beauty & Personal Care,Haircare,SUP-037,2022-02-08,,53.14,67.7,Active,0.1606675124937682,10.51978571428572
PRD-00324,121,19198.33,5925.8,2389.64,3536.1600000000003,LEG-100323,AUR-000324,Vela Women's Product 324,Aurelia Select,Fashion & Accessories,Women's Clothing,SUP-023,2025-09-02,,109.9,162.56,Active,0.18419102078149505,29.22446280991736
PRD-00325,111,7868.990000000001,2015.8100000000006,72.76,1943.0500000000006,LEG-100324,AUR-000325,Aurelia Select Haircare Product 325,Pulse,Beauty & Personal Care,Haircare,SUP-064,2021-05-29,,52.74,72.76,Active,0.24692495479089444,17.50495495495496
PRD-00326,126,17692.3,6735.530000000001,1738.8,4996.730000000001,LEG-100325,AUR-000326,Aurelia Select Kitchen Product 326,Aurelia Select,Home & Living,Kitchen,SUP-039,2020-09-08,2022-09-06,86.79,144.9,Discontinued,0.28242399235825766,39.656587301587315
PRD-00327,108,23141.68,6835.83,2956.87,3878.9599999999996,LEG-100326,AUR-000327,Solara Fitness Product 327,Orion,Sport & Lifestyle,Fitness,SUP-059,2020-09-06,,150.59,223.16,Active,0.1676179084664553,35.916296296296295
