order_id,customer_id,order_date,channel,store_id,fulfillment_method,order_status,payment_method,gross_order_value,discount_amount,shipping_fee,tax_amount
ORD-00006378,CUS-007359,2023-05-30,Website,,Home Delivery,Completed,Buy Now Pay Later,220.52,8.83,89.0,31.75
ORD-00006379,CUS-002114,2023-11-06,Store,STR-005,In Store,Completed,Digital Wallet,126.27,0.0,0.0,18.94
ORD-00006380,CUS-003208,2023-08-29,Website,,Click & Collect,Completed,Digital Wallet,418.37,23.73,0.0,59.2
ORD-00006381,CUS-002585,2021-10-14,Store,STR-020,In Store,Completed,Buy Now Pay Later,192.31,10.54,0.0,27.27
ORD-00006382,CUS-006557,2023-01-12,Website,,Home Delivery,Completed,Digital Wallet,36.55,0.0,69.0,5.48
ORD-00006383,CUS-000415,2023-09-23,Store,STR-013,In Store,Completed,Cash,110.47,0.0,0.0,16.57
ORD-00006384,CUS-009842,2020-03-02,Website,,Click & Collect,Completed,Digital Wallet,82.02,0.0,0.0,12.3
ORD-00006385,CUS-010244,2022-08-13,Store,STR-050,In Store,Cancelled,Digital Wallet,122.42,0.0,0.0,18.36
ORD-00006386,CUS-002507,2021-11-07,Mobile,,Click & Collect,Completed,Digital Wallet,223.12,0.0,0.0,33.47
ORD-00006387,CUS-008326,2024-06-09,Store,STR-015,In Store,Pending,Cash,120.85,0.0,0.0,18.13
ORD-00006388,CUS-004109,2022-08-04,Store,STR-037,In Store,Completed,Digital Wallet,148.70999999999998,0.0,0.0,22.31
ORD-00006389,CUS-005841,2020-11-27,Store,STR-020,In  Store,Completed,Digital Wallet,147.18,0.0,0.0,22.08
ORD-00006390,CUS-011795,2023-09-11,Website,,Home Delivery,Completed,EFT,89.54,0.0,69.0,13.43
ORD-00006391,CUS-010427,2023-01-28,Website,,Click & Collect,Completed,Buy Now Pay Later,360.92,26.89,0.0,50.1
ORD-00006392,CUS-001850,2024-05-23,Website,,Home Delivery,Completed,EFT,89.15,0.0,69.0,13.37
ORD-00006393,CUS-009973,2024-12-12,Mobile,,Home Delivery,Completed,Buy Now Pay Later,23.98,0.0,89.0,3.6
ORD-00006394,CUS-009666,2026-07-31,Store,STR-006,In Store,Completed,Cash,298.99,0.0,0.0,44.85
ORD-00006395,CUS-001195,2024-02-13,Mobile,,Click & Collect,Pending,Digital Wallet,253.42,10.01,0.0,36.51
ORD-00006396,CUS-000877,2023-05-19,Mobile,,Home Delivery,Completed,Card,81.95,12.29,69.0,10.45
ORD-00006397,CUS-011860,2021-11-13,Mobile,,Courier,Completed,Cash,771.93,31.99,0.0,110.99
ORD-00006398,CUS-005678,2024-06-23,Website,,Home Delivery,Completed,Cash,277.69,4.94,49.0,40.91
ORD-00006399,CUS-000486,2022-09-30,Store,STR-030,In Store,Completed,EFT,541.6999999999999,0.0,0.0,81.25
ORD-00006400,CUS-006956,2026-05-27,website,,Click & Collect,Completed,Card,87.0,0.0,0.0,13.05
ORD-00006401,CUS-000508,2024-07-26,Website,,Home Delivery,Completed,Cash,143.36,0.0,69.0,21.5
ORD-00006402,CUS-010403,2021-11-09,Website,,Home Delivery,Completed,EFT,41.44,8.29,69.0,4.97
ORD-00006403,CUS-001317,2026-04-04,Store,STR-010,In Store,Completed,Buy Now Pay Later,20.58,0.0,0.0,3.09
ORD-00006404,CUS-003768,2023-01-09,Store ,STR-042,In Store,Completed,EFT,267.37,9.03,0.0,38.75
ORD-00006405,CUS-001456,2024-02-18,Store,STR-016,In Store,Completed,Card,26.9,5.38,0.0,3.23
ORD-00006406,CUS-009934,2024-10-20,Mobile,,Home Delivery,Cancelled,Card,146.45,0.0,69.0,21.97
ORD-00006407,CUS-009353,2024-05-10,Website,,Home Delivery,Completed,Digital Wallet,319.35,53.13,89.0,39.93
ORD-00006408,CUS-000157,2023-10-07,Store,STR-008,In Store,Completed,Digital Wallet,200.18,0.0,0.0,30.03
ORD-00006409,CUS-009732,2024-11-19,Store,STR-002,In Store,Completed,Buy Now Pay Later,497.85,7.19,0.0,73.6
ORD-00006410,CUS-005691,2025-12-13,Website,,Click & Collect,Completed,Cash,873.79,0.0,0.0,131.07
ORD-00006411,CUS-006131,2021-02-02,Marketplace,,Click & Collect,Completed,EFT,178.92,0.0,0.0,26.84
ORD-00006412,CUS-001104,2023-10-09,Website,,Home Delivery,Completed,Card,253.97,12.7,69.0,36.19
ORD-00006413,CUS-000132,2024-01-17,Store,STR-015,In Store,Completed,Buy Now Pay Later,219.18,0.0,0.0,32.88
ORD-00006414,CUS-006735,2026-02-23,Website,,Click & Collect,Completed,Card,250.15,0.0,0.0,37.52
ORD-00006415,CUS-003716,2023-11-02,Store,STR-049,In Store,Completed,Digital Wallet,364.84,9.79,0.0,53.26
ORD-00006416,CUS-007165,2020-12-27,Store,STR-032,In Store,Pending,Digital Wallet,525.26,0.0,0.0,78.79
ORD-00006417,CUS-007006,2025-01-30,Website,,Home Delivery,Completed,EFT,16.23,0.0,89.0,2.43
ORD-00006418,CUS-003646,2025-05-09,Website,,Click & Collect,Completed,Cash,272.76,0.0,0.0,40.91
ORD-00006419,CUS-005201,2025-08-04,Marketplace,,Home Delivery,Cancelled,EFT,196.53,7.96,89.0,28.29
ORD-00006420,CUS-000542,2021-06-03,Store,STR-024,In Store,Completed,Card,571.6700000000001,28.89,0.0,81.42
ORD-00006421,CUS-007766,2021-01-01,Website,,Home  Delivery,Completed,EFT,77.77,7.67,69.0,10.51
ORD-00006422,CUS-000341,2020-04-29,Store,STR-038,In Store,Completed,Buy Now Pay Later,343.03,0.0,0.0,51.45
ORD-00006423,CUS-002461,2022-11-07,Website,,Courier,Completed,Card,251.18,0.0,69.0,37.68
ORD-00006424,CUS-003303,2020-09-28,Website,,Home Delivery,Completed,Buy Now Pay Later,279.99,0.0,69.0,42.0
ORD-00006425,CUS-002991,2025-02-05,Mobile,,Home Delivery,Completed,Buy Now Pay Later,626.44,0.0,0.0,93.97
ORD-00006426,CUS-003862,2023-11-14,Website,,Home Delivery,Completed,Cash,410.43,61.56,89.0,52.33
ORD-00006427,CUS-003873,2022-02-06,Website,,Home Delivery,Completed,Digital Wallet,209.25,10.46,49.0,29.82
ORD-00006428,CUS-009837,2021-12-08,Website,,Home Delivery,Completed,Card,464.49,8.11,89.0,68.46
ORD-00006429,CUS-005773,2022-12-29,Store,STR-009,In Store,Completed,Card,201.45,0.0,0.0,30.22
ORD-00006430,CUS-001554,2020-12-16,Store,STR-031,In Store,Completed,EFT,334.26,0.0,0.0,50.14
ORD-00006431,,2022-10-10,Marketplace,,Click & Collect,Completed,Buy Now Pay Later,417.33,0.0,0.0,62.6
ORD-00006432,CUS-008054,2024-03-11,Store,STR-035,In Store,Completed,Card,127.67,0.0,0.0,19.15
ORD-00006433,CUS-008872,2023-01-27,Website,,Click & Collect,Completed,EFT,136.94,0.0,0.0,20.54
ORD-00006434,CUS-011891,2023-04-02,Website,,Home Delivery,Completed,Digital Wallet,639.15,0.0,0.0,95.87
ORD-00006435,CUS-002356,2025-07-07,Website,,Home Delivery,Completed,Digital Wallet,90.68,0.0,49.0,13.6
ORD-00006436,CUS-006319,2022-07-15,Store,STR-030,In Store,Completed,Digital Wallet,300.27,0.0,0.0,45.04
ORD-00006437,CUS-009901,2020-10-30,Store,STR-027,In Store,Completed,Card,72.05,0.0,0.0,10.81
ORD-00006438,CUS-000330,2023-07-27,Store,STR-025,In Store,Completed,EFT,104.37,0.0,0.0,15.66
ORD-00006439,CUS-003901,2021-02-27,Marketplace,,Home Delivery,Completed,Digital Wallet,245.06,73.52,69.0,25.73
ORD-00006440,CUS-011668,2025-09-27,Mobile,,Home Delivery,Pending,Card,23.06,0.0,89.0,3.46
ORD-00006441,CUS-010677,2021-01-14,Website,,Home Delivery,Completed,Digital Wallet,414.75,0.0,69.0,62.21
ORD-00006442,CUS-010501,2024-10-29,Website,,Courier,Completed,Buy Now Pay Later,216.64,0.0,49.0,32.5
ORD-00006443,CUS-010492,2023-01-04,Mobile,,Click & Collect,Completed,Card,761.51,162.05,0.0,89.92
ORD-00006444,CUS-003495,2023-04-20,Store,STR-001,In Store,Completed,EFT,166.68,0.0,0.0,25.0
ORD-00006445,CUS-005140,2025-11-26,Store,STR-005,In Store,Completed,Card,561.34,0.0,0.0,84.2
ORD-00006446,CUS-004865,2025-06-25,Mobile,,Click & Collect,Completed,Digital Wallet,507.71,74.12,0.0,65.04
ORD-00006447,CUS-000108,2021-02-21,Mobile,,Home Delivery,Pending,Buy Now Pay Later,146.47,5.76,49.0,21.11
ORD-00006448,CUS-002561,2025-09-30,Website,,Home Delivery,Completed,Buy Now Pay Later,39.62,0.0,69.0,5.94
ORD-00006449,CUS-000222,2022-02-20,Store,STR-005,In Store,Completed,Digital Wallet,1025.76,0.0,0.0,153.86
ORD-00006450,CUS-011647,2022-07-04,Marketplace,,Home Delivery,Completed,Buy Now Pay Later,282.34000000000003,1.95,49.0,42.06
ORD-00006451,CUS-000216,2025-07-12,Website,,Click & Collect,Completed,Buy Now Pay Later,176.06,0.0,0.0,26.41
ORD-00006452,CUS-001975,2020-12-30,Mobile,,Home Delivery,Cancelled,Buy Now Pay Later,123.55,0.0,69.0,18.53
ORD-00006453,CUS-008813,2022-09-28,Website,,Click & Collect,Completed,EFT,172.63,0.0,0.0,25.89
ORD-00006454,CUS-002158,2020-10-07,Website,,Home Delivery,Completed,EFT,130.83,0.0,69.0,19.62
ORD-00006455,CUS-004004,2023-10-06,Website,,Click & Collect,Cancelled,Cash,35.4,0.0,0.0,5.31
ORD-00006456,CUS-004638,2024-04-03,Store,STR-027,In Store,Pending,Buy Now Pay Later,272.48,0.0,0.0,40.87
ORD-00006457,CUS-005219,2023-11-17,Website,,Home Delivery,Completed,EFT,259.95,0.0,89.0,38.99
ORD-00006458,CUS-010872,2026-03-28,Store,STR-004,In Store,Completed,Digital Wallet,329.28,32.93,0.0,44.45
ORD-00006459,CUS-004615,2024-09-25,Store,STR-026,In Store,Cancelled,Cash,199.89,0.0,0.0,29.98
ORD-00006460,CUS-009341,2020-04-03,Marketplace,,Courier,Completed,Card,96.31,0.0,69.0,14.45
ORD-00006461,CUS-009820,2021-05-18,Store,STR-016,In Store,Completed,Digital Wallet,197.24,0.0,0.0,29.59
ORD-00006462,CUS-008018,2023-04-25,Store,STR-035,In Store,Completed,Cash,659.28,11.05,0.0,97.23
ORD-00006463,CUS-003130,2023-01-18,Store,STR-039,In Store,Completed,Card,129.39,12.94,0.0,17.47
ORD-00006464,CUS-004282,2021-04-17,Store,STR-028,In Store,Completed,Cash,124.05,5.95,0.0,17.72
ORD-00006465,CUS-010391,2023-07-08,Mobile,,Home Delivery,Completed,Card,126.71,0.0,89.0,19.01
ORD-00006466,CUS-000605,2023-07-17,Mobile,,Click & Collect,Completed,Cash,336.67,39.99,0.0,44.5
ORD-00006467,CUS-009467,2023-01-10,Store,STR-029,In Store,Completed,EFT,71.36,10.7,0.0,9.1
ORD-00006468,CUS-010639,2025-09-16,Store,STR-047,In Store,Completed,Cash,31.28,0.0,0.0,4.69
ORD-00006469,CUS-007437,2022-07-14,Store,STR-036,In Store,Completed,Cash,220.94,0.0,0.0,33.14
ORD-00006470,CUS-007347,2025-03-30,Website,,Courier,Completed,Digital Wallet,20.53,0.0,89.0,3.08
ORD-00006471,CUS-008728,2024-08-27,Store,STR-007,In Store,Completed,Digital Wallet,382.64,38.26,0.0,51.66
ORD-00006472,CUS-007337,2026-06-22,Store,STR-001,In Store,Completed,Digital Wallet,84.63,0.0,0.0,12.69
ORD-00006473,CUS-003508,2024-03-28,Website,,Click & Collect,Completed,Digital Wallet,145.97,9.86,0.0,20.42
ORD-00006474,CUS-011603,2023-03-25,Mobile,,Click & Collect,Completed,Digital Wallet,108.61,0.0,0.0,16.29
ORD-00006475,CUS-006815,2020-01-03,Website,,Home Delivery,Completed,Digital Wallet,97.96,0.0,69.0,14.69
ORD-00006476,CUS-000101,2024-06-02,Mobile,,Home Delivery,Cancelled,Digital Wallet,57.79,0.0,49.0,8.67
ORD-00006477,CUS-002426,2023-07-08,Website,,Home Delivery,Completed,Digital Wallet,424.23,81.6,69.0,51.39
ORD-00006478,CUS-010562,2025-12-26,Website,,Home Delivery,Completed,Cash,821.6,0.0,0.0,123.24
ORD-00006479,CUS-006534,2023-12-21,Store,STR-006,In Store,Completed,Buy Now Pay Later,322.11,10.35,0.0,46.76
ORD-00006480,CUS-011498,2024-08-25,Website,,Courier,Completed,Digital Wallet,174.34,0.0,49.0,26.15
ORD-00006481,CUS-011663,2026-01-28,Mobile,,Home Delivery,Completed,EFT,152.28,0.0,89.0,22.84
ORD-00006482,CUS-001715,2026-06-04,Website,,Home Delivery,Completed,Buy Now Pay Later,1030.78,0.0,0.0,154.62
ORD-00006483,CUS-004255,2021-06-21,Website,,Courier,Completed,Card,91.49,0.0,89.0,13.72
ORD-00006484,CUS-002748,2021-08-20,Website,,Home Delivery,Completed,Buy Now Pay Later,43.11,0.0,49.0,6.47
ORD-00006485,CUS-011031,2025-03-23,Store,STR-044,In Store,Completed,Card,30.4,0.0,0.0,4.56
ORD-00006486,,2020-11-24,marketplace,,Home Delivery,Cancelled,Digital Wallet,39.7,0.0,89.0,5.96
ORD-00006487,CUS-007225,2025-06-17,Website,,Click & Collect,Completed,EFT,74.47,0.0,0.0,11.17
ORD-00006488,CUS-010528,2020-12-28,Store,STR-044,In Store,Completed,Card,297.65,0.0,0.0,44.65
ORD-00006489,CUS-009781,2022-06-05,Store,STR-034,In Store,Completed,Card,83.29,0.0,0.0,12.49
ORD-00006490,CUS-002011,2025-09-05,Marketplace,,Home Delivery,Completed,Digital Wallet,174.1,0.0,69.0,26.12
ORD-00006491,CUS-006126,2020-12-01,Website,,Home Delivery,Completed,Cash,232.46,0.0,49.0,34.87
ORD-00006492,CUS-010033,2020-05-08,Store,STR-016,In Store,Completed,Buy Now Pay Later,315.73,0.0,0.0,47.36
ORD-00006493,CUS-009972,2025-01-21,Mobile,,Home Delivery,Completed,EFT,66.94,0.0,89.0,10.04
ORD-00006494,CUS-006964,2025-05-25,Store,STR-013,In Store,Completed,Cash,82.69,0.0,0.0,12.4
ORD-00006495,CUS-004006,2025-01-09,Website,,Click & Collect,Completed,Buy Now Pay Later,96.35,0.0,0.0,14.45
ORD-00006496,CUS-007187,2023-02-03,Mobile,,Home Delivery,Completed,Cash,201.25,0.0,89.0,30.19
ORD-00006497,CUS-000208,2025-02-01,Store,STR-027,In Store,Completed,Cash,111.83,11.18,0.0,15.1
ORD-00006498,CUS-000342,2024-08-09,Mobile,,Courier,Completed,Cash,214.94,0.0,89.0,32.24
ORD-00006499,CUS-001749,2022-07-09,Store,STR-038,In Store,Completed,Buy Now Pay Later,401.91,2.16,0.0,59.96
ORD-00006500,CUS-005286,2024-12-19,Store,STR-007,In Store,Completed,Digital Wallet,579.91,56.8,0.0,78.47
ORD-00006501,CUS-011242,2021-04-15,Store,STR-018,In Store,Completed,Card,160.36,0.0,0.0,24.05
ORD-00006502,CUS-006527,2022-10-29,Store,STR-043,In Store,Completed,Digital Wallet,140.46,0.0,0.0,21.07
ORD-00006503,CUS-001900,2025-07-06,Website,,Home Delivery,Completed,Cash,212.62,0.0,69.0,31.89
ORD-00006504,CUS-004230,2020-12-21,Website,,Click & Collect,Completed,Buy Now Pay Later,135.33,20.3,0.0,17.25
ORD-00006505,CUS-000751,2022-10-20,Mobile,,Home Delivery,Completed,Cash,342.85,36.52,89.0,45.95
ORD-00006506,CUS-001408,2024-02-10,Store,STR-034,In Store,Completed,EFT,194.86,0.0,0.0,29.23
ORD-00006507,CUS-005683,2023-12-26,Store,STR-006,In Store,Completed,Digital Wallet,841.94,0.0,0.0,126.29
ORD-00006508,CUS-010027,2026-05-17,Marketplace,,Click & Collect,Completed,Digital Wallet,82.0,0.0,0.0,12.3
ORD-00006509,CUS-008794,2024-05-27,Store,STR-050,In Store,Completed,Digital Wallet,189.41000000000005,0.0,0.0,28.41
ORD-00006510,,2020-03-03,Marketplace,,Home Delivery,Completed,Buy Now Pay Later,105.38,0.0,89.0,15.81
ORD-00006511,CUS-003552,2026-08-19,Store,STR-004,In Store,Completed,EFT,164.42,0.0,0.0,24.66
ORD-00006512,CUS-001216,2021-07-06,Store,STR-035,In Store,Completed,EFT,81.95,0.0,0.0,12.29
ORD-00006513,CUS-003272,2023-12-17,Store,STR-044,In Store,Completed,Cash,219.08,0.0,0.0,32.86
ORD-00006514,CUS-002412,2025-10-29,Store,STR-035,In Store,Completed,Cash,508.88,5.41,0.0,75.52
ORD-00006515,CUS-008454,2024-01-18,Mobile,,Click & Collect,Cancelled,Card,204.16,0.0,0.0,30.62
ORD-00006516,CUS-000104,2020-06-18,Store,STR-010,In Store,Completed,Cash,66.45,0.0,0.0,9.97
ORD-00006517,CUS-005476,2022-05-04,Website,,Home Delivery,Completed,Buy Now Pay Later,591.4200000000001,46.15,0.0,81.79
ORD-00006518,CUS-001345,2020-01-25,Website,,Home Delivery,Completed,Card,283.1,0.0,69.0,42.46
ORD-00006519,CUS-001728,2022-10-22,Store,STR-027,In Store,Completed,Buy Now Pay Later,43.11,8.62,0.0,5.17
ORD-00006520,CUS-011514,2025-11-06,Website,,Home Delivery,Completed,EFT,90.65,0.0,49.0,13.6
ORD-00006521,CUS-001192,2021-09-19,Website,,Home Delivery,Completed,Digital Wallet,331.13,4.56,89.0,48.99
ORD-00006522,CUS-007134,2025-02-12,Website,,Home Delivery,Completed,Buy Now Pay Later,532.26,0.0,0.0,79.84
ORD-00006523,CUS-008862,2020-04-13,Marketplace,,Courier,Completed,Cash,226.8,45.36,89.0,27.22
ORD-00006524,CUS-010137,2021-09-09,Website,,Click & Collect,Completed,Digital Wallet,337.82,0.0,0.0,50.67
ORD-00006525,CUS-002515,2023-10-26,Marketplace,,Home Delivery,Completed,Cash,85.71,0.0,69.0,12.86
ORD-00006526,CUS-003173,2026-06-10,Store,STR-010,In Store,Completed,Digital Wallet,269.78,0.0,0.0,40.47
ORD-00006527,CUS-008738,2024-02-15,Website,,Courier,Completed,Cash,324.87,0.0,69.0,48.73
ORD-00006528,CUS-008701,2024-09-30,Website,,Home Delivery,Completed,Digital Wallet,249.58,28.18,69.0,33.21
ORD-00006529,CUS-011603,2025-02-23,Website,,Courier,Completed,Digital Wallet,375.37,40.55,89.0,50.22
ORD-00006530,CUS-001862,2020-10-16,Store,STR-046,In Store,Completed,EFT,213.87,33.22,0.0,27.1
ORD-00006531,CUS-010358,2026-05-24,Store,STR-039,In Store,Cancelled,EFT,199.29,3.78,0.0,29.33
ORD-00006532,CUS-002898,2023-01-25,Website,,Home Delivery,Completed,Cash,311.55,40.55,89.0,40.65
ORD-00006533,CUS-011980,2022-01-21,Store,STR-016,In Store,Completed,Digital Wallet,86.36,4.32,0.0,12.31
ORD-00006534,CUS-004387,2025-10-06,Website,,Home Delivery,Completed,Digital Wallet,101.25,0.0,49.0,15.19
ORD-00006535,CUS-005754,2023-04-08,Website,,Click & Collect,Completed,Card,842.8199999999999,0.0,0.0,126.42
ORD-00006536,CUS-001950,2024-06-13,Mobile,,Home Delivery,Completed,Digital Wallet,191.32,9.57,69.0,27.26
ORD-00006537,CUS-007718,2022-06-19,Mobile,,Home Delivery,Completed,EFT,100.98,0.0,49.0,15.15
ORD-00006538,CUS-005220,2023-11-26,Store,STR-026,In Store,Completed,EFT,139.86,6.99,0.0,19.93
ORD-00006539,CUS-005322,2021-01-06,Mobile,,Home Delivery,Completed,Digital Wallet,822.1500000000001,0.0,0.0,123.32
ORD-00006540,CUS-009645,2022-10-11,Mobile,,Home Delivery,Completed,Card,43.11,6.47,89.0,5.5
ORD-00006541,CUS-000775,2023-01-04,Store,STR-019,In Store,Completed,Buy Now Pay Later,114.08,0.0,0.0,17.11
ORD-00006542,CUS-011581,2021-08-26,Store,STR-031,In Store,Completed,Buy Now Pay Later,183.39,0.96,0.0,27.36
ORD-00006543,CUS-002469,2026-01-29,Website,,Courier,Completed,Digital Wallet,168.95,0.0,89.0,25.34
ORD-00006544,CUS-008723,2024-02-02,Store,STR-003,In Store,Completed,Cash,355.35,6.25,0.0,52.36
ORD-00006545,CUS-007135,2025-10-19,Website,,Click & Collect,Completed,Buy Now Pay Later,362.59,0.0,0.0,54.39
ORD-00006546,CUS-004998,2021-01-09,Website,,Click & Collect,Completed,Digital Wallet,616.6,40.67,0.0,86.39
ORD-00006547,CUS-000592,2022-10-28,Store,STR-035,In Store,Completed,EFT,114.29,0.0,0.0,17.14
ORD-00006548,CUS-002968,2025-05-25,Mobile,,Home Delivery,Completed,EFT,120.97,0.0,49.0,18.15
ORD-00006549,CUS-009788,2021-01-31,Store,STR-031,In Store,Completed,Cash,28.17,0.0,0.0,4.23
ORD-00006550,CUS-005311,2021-05-25,Website,,Home Delivery,Completed,Card,377.35,0.0,69.0,56.6
ORD-00006551,CUS-007307,2026-02-25,Mobile,,Home Delivery,Completed,Digital Wallet,370.89,23.7,49.0,52.08
ORD-00006552,CUS-010400,2020-10-20,Website,,Courier,Completed,Cash,79.88,0.0,49.0,11.98
ORD-00006553,CUS-011662,2023-01-20,Website,,Home Delivery,Completed,Card,239.85,45.6,69.0,29.14
ORD-00006554,CUS-009510,2020-06-24,Mobile,,Home Delivery,Completed,Buy Now Pay Later,15.93,0.0,49.0,2.39
ORD-00006555,CUS-005613,2022-04-07,Store,STR-026,In Store,Completed,Card,162.14,6.53,0.0,23.34
ORD-00006556,CUS-005712,2025-06-06,Website,,Home Delivery,Completed,EFT,119.28,0.0,69.0,17.89
ORD-00006557,CUS-008214,2022-06-04,Store,STR-030,In Store,Completed,Card,26.71,0.0,0.0,4.01
ORD-00006558,CUS-006793,2023-02-12,Marketplace,,Home Delivery,Pending,Card,155.6,15.56,89.0,21.01
ORD-00006559,CUS-008020,2026-02-07,Website,,Home Delivery,Completed,Digital Wallet,264.57,2.75,69.0,39.27
ORD-00006560,CUS-006346,2022-08-28,Website,,Click & Collect,Completed,EFT,150.74,0.0,0.0,22.61
ORD-00006561,CUS-005162,2024-01-02,Marketplace,,Click & Collect,Completed,Digital Wallet,128.24,0.0,0.0,19.24
ORD-00006562,CUS-011210,2023-06-22,Marketplace,,Click & Collect,Completed,Buy Now Pay Later,226.19,25.2,0.0,30.15
ORD-00006563,CUS-010560,2024-10-14,Store,STR-025,In Store,Completed,Buy Now Pay Later,282.12,0.0,0.0,42.32
ORD-00006564,CUS-004920,2023-11-30,Store,STR-044,In Store,Pending,Cash,341.08,0.0,0.0,51.16
ORD-00006565,CUS-002646,2025-07-16,Website,,Home Delivery,Completed,Buy Now Pay Later,547.36,0.0,0.0,82.1
ORD-00006566,CUS-009151,2025-11-13,Website,,Click & Collect,Completed,Cash,394.83,22.77,0.0,55.81
ORD-00006567,CUS-006909,2026-07-29,Store,STR-044,In Store,Completed,Cash,276.94,5.14,0.0,40.77
ORD-00006568,CUS-011314,2022-04-16,Store,STR-047,In Store,Completed,Cash,32.28,1.61,0.0,4.6
ORD-00006569,CUS-000530,2021-03-08,Store,STR-002,In Store,Completed,Digital Wallet,52.46,5.25,0.0,7.08
ORD-00006570,CUS-003568,2021-03-31,Store,STR-013,In Store,Completed,Cash,91.98,13.8,0.0,11.73
ORD-00006571,CUS-005777,2025-04-01,Marketplace,,Home Delivery,Pending,Buy Now Pay Later,49.98,0.0,49.0,7.5
ORD-00006572,CUS-003756,2025-10-16,Website,,Home Delivery,Completed,EFT,89.39,0.0,49.0,13.41
ORD-00006573,CUS-007967,2021-08-10,Mobile,,Home Delivery,Completed,Card,308.99,8.84,89.0,45.02
ORD-00006574,CUS-002678,2023-03-15,Mobile,,Home Delivery,Completed,Buy Now Pay Later,108.29,0.0,89.0,16.24
ORD-00006575,CUS-004123,2020-02-17,Website,,Courier,Completed,EFT,100.17,0.0,89.0,15.03
ORD-00006576,CUS-005545,2023-11-11,Mobile,,Home Delivery,Completed,Digital Wallet,63.68,0.0,69.0,9.55
ORD-00006577,CUS-004313,2024-09-03,Store,STR-001,In Store,Completed,Digital Wallet,136.2,0.0,0.0,20.43
ORD-00006578,,2021-01-19,Marketplace,,Home Delivery,Completed,Cash,248.82,0.0,89.0,37.32
ORD-00006579,CUS-004178,2026-03-05,Marketplace,,Click & Collect,Completed,Digital Wallet,57.05,0.0,0.0,8.56
ORD-00006580,CUS-009703,2025-09-29,Store,STR-009,In Store,Completed,Card,114.32,11.44,0.0,15.43
ORD-00006581,CUS-011492,2026-05-19,Store,STR-026,In Store,Completed,Card,205.16,0.0,0.0,30.77
ORD-00006582,CUS-008664,2026-04-02,Store,STR-007,In Store,Completed,Digital Wallet,76.15,0.0,0.0,11.42
ORD-00006583,CUS-000606,2020-07-19,Store,STR-015,In Store,Completed,Cash,630.1800000000001,0.0,0.0,94.53
ORD-00006584,CUS-010580,2022-12-25,Marketplace,,Courier,Completed,Card,263.46000000000004,0.0,49.0,39.52
ORD-00006585,CUS-000524,2022-11-01,Website,,Home Delivery,Completed,Digital Wallet,876.2,0.0,0.0,131.43
ORD-00006586,CUS-006847,2020-02-19,Mobile,,Click & Collect,Completed,Digital Wallet,182.72,0.0,0.0,27.41
ORD-00006587,CUS-003044,2026-03-27,Website,,Click & Collect,Completed,Cash,396.98,12.01,0.0,57.75
ORD-00006588,CUS-010794,2020-03-06,Website,,Home Delivery,Cancelled,Buy Now Pay Later,47.82,0.0,69.0,7.17
ORD-00006589,CUS-007606,2024-08-20,Store,STR-009,In Store,Completed,Buy Now Pay Later,562.3,56.57,0.0,75.86
ORD-00006590,CUS-003691,2022-01-05,Website,,Courier,Completed,Card,228.4,0.0,49.0,34.26
ORD-00006591,CUS-003629,2023-12-25,Store,STR-043,In Store,Completed,Buy Now Pay Later,198.46,25.52,0.0,25.94
ORD-00006592,CUS-009131,2023-04-12,Store,STR-028,In Store,Completed,Card,113.04,0.0,0.0,16.96
ORD-00006593,CUS-000343,2021-06-20,Mobile,,Click & Collect,Completed,Card,32.46,0.0,0.0,4.87
ORD-00006594,CUS-001421,2022-11-19,Website,,Home Delivery,Completed,EFT,768.83,30.17,0.0,110.8
ORD-00006595,CUS-001050,2024-09-18,Website,,Home Delivery,Completed,Cash,99.31,0.0,69.0,14.9
ORD-00006596,CUS-000980,2023-10-16,Website,,Courier,Cancelled,Cash,224.86,0.0,89.0,33.73
ORD-00006597,CUS-009980,2021-07-01,Website,,Home Delivery,Completed,Digital Wallet,152.3,0.0,49.0,22.85
ORD-00006598,CUS-010103,2021-09-18,Store,STR-032,In Store,Completed,Cash,70.09,0.0,0.0,10.51
ORD-00006599,CUS-003943,2024-08-20,Website,,Home Delivery,Completed,EFT,179.20000000000002,9.9,69.0,25.4
ORD-00006600,CUS-007487,2021-05-25,Store,STR-007,In Store,Completed,Buy Now Pay Later,132.97,3.57,0.0,19.41
ORD-00006601,CUS-004604,2023-12-20,Mobile,,Home Delivery,Completed,Buy Now Pay Later,478.76,45.68,69.0,64.96
ORD-00006602,CUS-011761,2026-06-29,Website,,Home Delivery,Completed,Buy Now Pay Later,489.12,0.0,89.0,73.37
ORD-00006603,CUS-003269,2023-11-01,Mobile,,Home Delivery,Completed,Buy Now Pay Later,514.32,6.4,0.0,76.19
ORD-00006604,CUS-005607,2021-11-13,Store,STR-025,In Store,Cancelled,Card,151.42,0.0,0.0,22.71
ORD-00006605,CUS-006646,2024-06-17,Store,STR-044,In Store,Completed,EFT,227.94,5.59,0.0,33.35
ORD-00006606,CUS-004356,2026-04-22,Store,STR-050,In Store,Completed,Cash,243.06,12.29,0.0,34.62
ORD-00006607,CUS-009742,2024-04-28,Store,STR-038,In Store,Completed,Card,164.5,16.45,0.0,22.21
ORD-00006608,CUS-011444,2023-10-23,Mobile,,Courier,Completed,Card,910.83,21.19,0.0,133.45
