event_id,customer_id,campaign_id,event_timestamp,event_type,device_type,channel,session_id
EVT-00002462,CUS-000205,CMP-0037,2024-10-21 04:53:00,Impression,Tablet,Push,SES-328731728
EVT-00002463,CUS-006780,CMP-0011,2023-10-04 18:31:00,Product View,Mobile,Paid Search,SES-451524588
EVT-00002464,CUS-008600,CMP-0007,2022-02-15 01:15:00,Impression,Mobile,Social,SES-858787547
EVT-00002465,CUS-007418,CMP-0047,2023-03-30 22:58:00,Product View,Desktop,Social,SES-882820269
EVT-00002466,CUS-004225,CMP-0001,2022-09-27 04:30:00,Impression,Mobile,Social,SES-110206618
EVT-00002467,CUS-000951,CMP-0011,2023-10-15 04:39:00,Impression,Tablet,Paid Search,SES-865398827
EVT-00002468,CUS-010009,CMP-0015,2024-09-22 22:41:00,Product View,Tablet,SMS,SES-719554288
EVT-00002469,CUS-006187,CMP-0036,2023-11-12 15:26:00,Add To Cart,Tablet,SMS,SES-188356956
EVT-00002470,CUS-000562,CMP-0010,2021-05-31 21:18:00,Impression,Desktop,SMS,SES-793500018
EVT-00002471,CUS-009551,CMP-0008,2023-05-30 23:00:00,Impression,Mobile,Email,SES-961919913
EVT-00002472,CUS-009139,CMP-0024,2022-07-03 18:43:00,Impression,Mobile,Paid Search,SES-571522715
EVT-00002473,CUS-010119,CMP-0004,2024-04-24 23:36:00,Add To Cart,Tablet,Paid Search,SES-883569773
EVT-00002474,CUS-010858,CMP-0036,2023-11-02 23:19:00,Product View,Mobile,SMS,SES-844385152
EVT-00002475,CUS-009786,CMP-0040,2023-11-07 21:47:00,Add To Cart,Tablet,Email,SES-801041160
EVT-00002476,CUS-004168,CMP-0030,2020-10-20 20:53:00,Impression,Tablet,Email,SES-424115454
EVT-00002477,CUS-011749,CMP-0001,2022-09-30 07:05:00,Product View,Mobile,Social,SES-899036120
EVT-00002478,CUS-008171,CMP-0001,2022-09-16 15:46:00,Impression,Mobile,Social,SES-780709059
EVT-00002479,CUS-011430,CMP-0044,2025-05-14 06:30:00,Impression,Tablet,Email,SES-856212521
EVT-00002480,CUS-002636,CMP-0042,2022-05-30 04:11:00,Product View,Mobile,Paid Search,SES-628001993
EVT-00002481,CUS-003817,CMP-0005,2026-06-29 17:01:00,Add To Cart,Desktop,SMS,SES-970825479
EVT-00002482,CUS-007240,CMP-0010,2021-05-22 13:05:00,Impression,Desktop,SMS,SES-555021895
EVT-00002483,CUS-010619,CMP-0001,2022-09-21 04:17:00,Click,Desktop,Social,SES-652871297
EVT-00002484,CUS-004301,CMP-0043,2021-07-25 13:48:00,Impression,Tablet,Paid Search,SES-225800229
EVT-00002485,CUS-008467,CMP-0023,2020-02-25 03:53:00,Impression,Mobile,Email,SES-945906255
EVT-00002486,CUS-003592,CMP-0023,2020-02-16 16:54:00,Add To Cart,Mobile,Email,SES-672471353
EVT-00002487,CUS-001970,CMP-0045,2022-02-27 15:46:00,Open,Mobile,Social,SES-446968053
EVT-00002488,CUS-006130,CMP-0034,2025-11-14 22:12:00,Conversion,Mobile,Social,SES-117787601
EVT-00002489,CUS-000677,CMP-0016,2023-05-14 19:23:00,Impression,Desktop,SMS,SES-350538049
EVT-00002490,CUS-009757,CMP-0027,2023-05-02 06:44:00,Click,Tablet,SMS,SES-571997508
EVT-00002491,CUS-006284,CMP-0039,2024-12-17 18:12:00,Impression,Desktop,Push,SES-274059007
EVT-00002492,CUS-004838,CMP-0007,2022-02-08 03:23:00,Product View,Desktop,Social,SES-680053975
EVT-00002493,CUS-000213,CMP-0027,2023-05-01 18:22:00,Add To Cart,Tablet,SMS,SES-547630124
EVT-00002494,CUS-002826,CMP-0012,2021-09-11 18:03:00,Click,Desktop,Paid Search,SES-328979786
EVT-00002495,CUS-010844,CMP-0047,2023-04-11 07:38:00,Impression,Desktop,Social,SES-123480846
EVT-00002496,CUS-007655,CMP-0034,2025-11-22 03:07:00,Add To Cart,Tablet,Social,SES-349068666
EVT-00002497,CUS-008411,CMP-0010,2021-05-15 13:48:00,Conversion,Mobile,SMS,SES-457976309
EVT-00002498,CUS-000080,CMP-0050,2020-04-06 09:49:00,Add To Cart,Mobile,Push,SES-379932216
EVT-00002499,CUS-006803,CMP-0022,2024-11-04 07:29:00,Impression,Desktop,SMS,SES-514397081
EVT-00002500,CUS-007889,CMP-0039,2024-12-16 02:49:00,Impression,Desktop,Push,SES-499140541
EVT-00002501,CUS-003284,CMP-0028,2021-11-29 05:08:00,Click,Desktop,Social,SES-927425006
EVT-00002502,CUS-002890,CMP-0009,2022-02-05 18:37:00,Product View,Desktop,Push,SES-380364584
EVT-00002503,CUS-009349,CMP-0047,2023-04-14 18:07:00,Impression,Desktop,Social,SES-449084104
EVT-00002504,CUS-008258,CMP-0026,2024-12-08 00:35:00,Product View,Tablet,SMS,SES-408952086
EVT-00002505,CUS-004427,CMP-0027,2023-05-09 05:46:00,Product View,Tablet,SMS,SES-310973636
EVT-00002506,CUS-004158,CMP-0001,2022-10-04 17:43:00,Open,Desktop,Social,SES-962069468
EVT-00002507,CUS-005165,CMP-0047,2023-04-13 07:01:00,Impression,Mobile,Social,SES-955563651
EVT-00002508,CUS-011505,CMP-0006,2024-07-24 18:15:00,Add To Cart,Mobile,Push,SES-176598261
EVT-00002509,CUS-003136,CMP-0042,2022-06-03 04:28:00,Add To Cart,Mobile,Paid Search,SES-543095961
EVT-00002510,CUS-002173,CMP-0039,2024-12-22 23:18:00,Product View,Desktop,Push,SES-950992217
EVT-00002511,CUS-001649,CMP-0005,2026-07-22 17:39:00,Impression,Tablet,SMS,SES-218490122
EVT-00002512,CUS-002952,CMP-0011,2023-10-12 18:33:00,Conversion,Desktop,Paid Search,SES-903394674
EVT-00002513,CUS-001962,CMP-0035,2021-03-04 12:14:00,Open,Mobile,Email,SES-842810063
EVT-00002514,CUS-002213,CMP-0048,2023-02-14 16:49:00,Add To Cart,Tablet,Social,SES-410288126
EVT-00002515,CUS-011778,CMP-0032,2020-01-05 21:16:00,Impression,Mobile,SMS,SES-687087081
EVT-00002516,CUS-002294,CMP-0050,2020-04-16 13:19:00,Product View,Desktop,Push,SES-291297299
EVT-00002517,CUS-007732,CMP-0035,2021-03-08 10:52:00,Add To Cart,Tablet,Email,SES-864925504
EVT-00002518,CUS-006707,CMP-0020,2024-02-08 22:14:00,Product View,Tablet,Social,SES-564723650
EVT-00002519,CUS-009699,CMP-0023,2020-02-24 01:03:00,Click,Tablet,Email,SES-166670189
EVT-00002520,CUS-011782,CMP-0045,2022-02-19 18:21:00,Product View,Desktop,Social,SES-142130175
EVT-00002521,CUS-004957,CMP-0015,2024-09-14 19:48:00,Impression,Mobile,SMS,SES-705974601
EVT-00002522,CUS-011466,CMP-0001,2022-09-29 18:53:00,Impression,Tablet,Social,SES-837215994
EVT-00002523,CUS-008438,CMP-0046,2022-08-25 13:32:00,Impression,Tablet,Email,SES-917065267
EVT-00002524,CUS-006454,CMP-0004,2024-04-09 07:34:00,Impression,Tablet,Paid Search,SES-491986937
EVT-00002525,CUS-000467,CMP-0027,2023-05-16 08:31:00,Click,Tablet,SMS,SES-196528495
EVT-00002526,CUS-007026,CMP-0048,2023-03-03 16:50:00,Add To Cart,Mobile,Social,SES-601513550
EVT-00002527,CUS-008847,CMP-0049,2024-07-15 13:50:00,Impression,Mobile,SMS,SES-888982339
EVT-00002528,CUS-008979,CMP-0002,2020-04-10 22:39:00,Product View,Desktop,Social,SES-201247630
EVT-00002529,CUS-005808,CMP-0009,2022-02-08 14:09:00,Impression,Mobile,Push,SES-392720464
EVT-00002530,CUS-008690,CMP-0045,2022-02-19 11:38:00,Add To Cart,Desktop,Social,SES-297863543
EVT-00002531,CUS-003282,CMP-0014,2025-09-01 07:23:00,Click,Tablet,Email,SES-679843084
EVT-00002532,CUS-003690,CMP-0045,2022-02-04 17:57:00,Open,Tablet,Social,SES-346692770
EVT-00002533,CUS-004949,CMP-0005,2026-07-20 13:40:00,Click,Desktop,SMS,SES-239926213
EVT-00002534,CUS-007022,CMP-0037,2024-11-10 21:58:00,Add To Cart,Tablet,Push,SES-754403076
EVT-00002535,CUS-001458,CMP-0038,2022-11-10 21:08:00,Product View,Mobile,Paid Search,SES-721285522
EVT-00002536,CUS-001920,CMP-0009,2022-01-26 15:05:00,Product View,Mobile,Push,SES-521555653
EVT-00002537,CUS-005470,CMP-0023,2020-02-16 12:39:00,Impression,Tablet,Email,SES-233708923
EVT-00002538,CUS-009652,CMP-0029,2026-06-26 10:12:00,Add To Cart,Tablet,Email,SES-261773541
EVT-00002539,CUS-010119,CMP-0005,2026-07-10 14:33:00,Impression,Desktop,SMS,SES-529383808
EVT-00002540,CUS-010388,CMP-0049,2024-07-04 23:16:00,Conversion,Mobile,SMS,SES-393174450
EVT-00002541,CUS-008578,CMP-0018,2026-05-29 10:57:00,Impression,Desktop,Push,SES-928583688
EVT-00002542,CUS-002050,CMP-0042,2022-05-30 03:33:00,Impression,Desktop,Paid Search,SES-368211466
EVT-00002543,CUS-006824,CMP-0019,2024-01-21 00:41:00,Impression,Desktop,Social,SES-324510085
EVT-00002544,CUS-007680,CMP-0038,2022-11-20 13:00:00,Conversion,Tablet,Paid Search,SES-322168554
EVT-00002545,CUS-007312,CMP-0039,2024-12-22 20:47:00,Click,Mobile,Push,SES-525134658
EVT-00002546,CUS-004723,CMP-0025,2024-03-17 01:06:00,Open,Desktop,Paid Search,SES-396147296
EVT-00002547,CUS-001979,CMP-0021,2024-10-02 16:40:00,Impression,Mobile,SMS,SES-854912276
EVT-00002548,CUS-009110,CMP-0044,2025-05-28 02:01:00,Impression,Mobile,Email,SES-333289473
EVT-00002549,CUS-002932,CMP-0012,2021-09-01 09:15:00,Product View,Tablet,Paid Search,SES-213241042
EVT-00002550,CUS-000351,CMP-0010,2021-05-22 15:01:00,Product View,Tablet,SMS,SES-273808159
EVT-00002551,CUS-004777,CMP-0032,2020-02-07 17:46:00,Conversion,Tablet,SMS,SES-703367592
EVT-00002552,CUS-009843,CMP-0045,2022-02-13 16:11:00,Open,Tablet,Social,SES-706842434
EVT-00002553,CUS-004884,CMP-0011,2023-10-03 22:59:00,Product View,Tablet,Paid Search,SES-357856501
EVT-00002554,CUS-003804,CMP-0016,2023-05-05 11:06:00,Product View,Desktop,SMS,SES-808527857
EVT-00002555,CUS-009441,CMP-0036,2023-11-09 15:53:00,Product View,Desktop,SMS,SES-470353607
EVT-00002556,CUS-009213,CMP-0035,2021-03-16 18:27:00,Impression,Desktop,Email,SES-503323996
EVT-00002557,CUS-001256,CMP-0005,2026-07-02 23:49:00,Click,Tablet,SMS,SES-302302231
EVT-00002558,CUS-010417,CMP-0004,2024-04-06 03:07:00,Click,Desktop,Paid Search,SES-177712801
EVT-00002559,CUS-007527,CMP-0007,2022-02-23 11:24:00,Product View,Tablet,Social,SES-635013186
EVT-00002560,CUS-004441,CMP-0013,2026-02-11 23:18:00,Click,Tablet,Push,SES-887249746
EVT-00002561,CUS-011000,CMP-0040,2023-11-03 19:48:00,Open,Desktop,Email,SES-334916860
EVT-00002562,CUS-007419,CMP-0010,2021-05-22 10:02:00,Add To Cart,Desktop,SMS,SES-227381946
EVT-00002563,CUS-001549,CMP-0019,2024-01-20 19:47:00,Product View,Desktop,Social,SES-493012614
EVT-00002564,CUS-009300,CMP-0001,2022-10-07 03:13:00,Product View,Mobile,Social,SES-414716187
EVT-00002565,CUS-005028,CMP-0033,2020-12-08 00:22:00,Impression,Desktop,SMS,SES-721469189
EVT-00002566,CUS-000798,CMP-0025,2024-03-13 22:23:00,Impression,Tablet,Paid Search,SES-302682900
EVT-00002567,CUS-002904,CMP-0046,2022-09-03 10:10:00,Product View,Desktop,Email,SES-212103814
EVT-00002568,CUS-008157,CMP-0023,2020-02-21 04:40:00,Product View,Desktop,Email,SES-932561317
EVT-00002569,CUS-008462,CMP-0042,2022-06-05 04:01:00,Impression,Tablet,Paid Search,SES-689455401
EVT-00002570,CUS-011106,CMP-0003,2021-02-08 17:52:00,Open,Mobile,Social,SES-228510641
EVT-00002571,CUS-006198,CMP-0003,2021-02-12 19:01:00,Add To Cart,Mobile,Social,SES-690000257
EVT-00002572,CUS-011496,CMP-0025,2024-04-09 11:59:00,Product View,Mobile,Paid Search,SES-656494166
EVT-00002573,CUS-002698,CMP-0001,2022-09-25 05:22:00,Impression,Tablet,Social,SES-324893790
EVT-00002574,CUS-010962,CMP-0013,2026-01-29 20:46:00,Product View,Mobile,Push,SES-845017227
EVT-00002575,CUS-007911,CMP-0026,2024-12-07 07:48:00,Product View,Mobile,SMS,SES-481492875
EVT-00002576,CUS-007133,CMP-0006,2024-07-31 14:54:00,Product View,Tablet,Push,SES-766789969
EVT-00002577,CUS-003707,CMP-0022,2024-10-20 09:46:00,Click,Tablet,SMS,SES-935486261
EVT-00002578,CUS-006163,CMP-0038,2022-11-17 00:48:00,Product View,Desktop,Paid Search,SES-145808735
EVT-00002579,CUS-007670,CMP-0033,2021-01-07 00:41:00,Impression,Tablet,SMS,SES-455432571
EVT-00002580,CUS-003688,CMP-0030,2020-10-06 16:55:00,Impression,Mobile,Email,SES-366392463
EVT-00002581,CUS-007834,CMP-0038,2022-11-02 10:11:00,Open,Mobile,Paid Search,SES-740265849
EVT-00002582,CUS-002817,CMP-0010,2021-05-24 05:24:00,Click,Desktop,SMS,SES-322998003
EVT-00002583,CUS-007741,CMP-0045,2022-03-04 21:42:00,Impression,Mobile,Social,SES-721984992
EVT-00002584,CUS-007023,CMP-0031,2022-01-11 15:58:00,Conversion,Tablet,Paid Search,SES-734925632
EVT-00002585,CUS-011731,CMP-0018,2026-05-29 00:27:00,Impression,Tablet,Push,SES-959956921
EVT-00002586,CUS-005558,CMP-0034,2025-11-18 16:15:00,Product View,Desktop,Social,SES-507356399
EVT-00002587,CUS-005723,CMP-0025,2024-03-31 16:51:00,Product View,Desktop,Paid Search,SES-475406554
EVT-00002588,CUS-000167,CMP-0039,2024-12-17 15:13:00,Impression,Desktop,Push,SES-997355202
EVT-00002589,CUS-005632,CMP-0032,2020-01-12 17:41:00,Click,Desktop,SMS,SES-858625211
EVT-00002590,CUS-011952,CMP-0002,2020-03-31 00:49:00,Impression,Desktop,Social,SES-980414000
EVT-00002591,CUS-000702,CMP-0004,2024-04-12 10:44:00,Conversion,Desktop,Paid Search,SES-628032348
EVT-00002592,CUS-006286,CMP-0024,2022-06-11 08:14:00,Product View,Mobile,Paid Search,SES-177706351
EVT-00002593,CUS-006585,CMP-0017,2023-11-21 12:34:00,Impression,Mobile,Paid Search,SES-318623549
EVT-00002594,CUS-005260,CMP-0018,2026-05-22 16:25:00,Product View,Tablet,Push,SES-472355539
EVT-00002595,CUS-006750,CMP-0013,2026-02-12 22:32:00,Impression,Tablet,Push,SES-837184906
EVT-00002596,CUS-008838,CMP-0014,2025-08-26 01:22:00,Click,Mobile,Email,SES-673542318
EVT-00002597,CUS-011105,CMP-0047,2023-04-08 11:26:00,Product View,Desktop,Social,SES-347555840
EVT-00002598,CUS-003002,CMP-0011,2023-10-14 23:25:00,Click,Tablet,Paid Search,SES-947352748
EVT-00002599,CUS-005611,CMP-0013,2026-01-29 14:32:00,Product View,Mobile,Push,SES-850917480
EVT-00002600,CUS-006511,CMP-0031,2022-01-01 04:40:00,Open,Desktop,Paid Search,SES-190604708
EVT-00002601,CUS-011938,CMP-0026,2024-12-08 06:27:00,Impression,Desktop,SMS,SES-219661641
EVT-00002602,CUS-007588,CMP-0027,2023-05-15 06:12:00,Product View,Mobile,SMS,SES-841636935
EVT-00002603,CUS-005307,CMP-0028,2021-12-02 02:08:00,Impression,Mobile,Social,SES-829465795
EVT-00002604,CUS-006006,CMP-0041,2024-01-25 23:12:00,Open,Tablet,Push,SES-312627446
EVT-00002605,CUS-001434,CMP-0026,2024-12-14 22:32:00,Impression,Mobile,SMS,SES-350269382
EVT-00002606,CUS-009132,CMP-0034,2025-11-25 08:47:00,Conversion,Tablet,Social,SES-263562864
EVT-00002607,CUS-006709,CMP-0003,2021-02-20 05:52:00,Impression,Mobile,Social,SES-152070424
EVT-00002608,CUS-010607,CMP-0002,2020-04-24 19:35:00,Open,Mobile,Social,SES-685493561
EVT-00002609,CUS-004427,CMP-0023,2020-02-18 09:38:00,Impression,Mobile,Email,SES-948381081
EVT-00002610,CUS-001371,CMP-0023,2020-02-14 06:11:00,Add To Cart,Tablet,Email,SES-640531914
EVT-00002611,CUS-002156,CMP-0039,2024-12-15 04:00:00,Impression,Mobile,Push,SES-150569666
EVT-00002612,CUS-011163,CMP-0016,2023-05-22 23:00:00,Product View,Tablet,SMS,SES-143329001
EVT-00002613,CUS-009673,CMP-0007,2022-01-31 14:18:00,Product View,Desktop,Social,SES-288008957
EVT-00002614,CUS-004182,CMP-0030,2020-10-16 19:43:00,Add To Cart,Mobile,Email,SES-616553606
EVT-00002615,CUS-010953,CMP-0030,2020-10-22 21:56:00,Add To Cart,Desktop,Email,SES-944008962
EVT-00002616,CUS-011376,CMP-0034,2025-11-15 08:07:00,Open,Tablet,Social,SES-717557770
EVT-00002617,CUS-007687,CMP-0045,2022-02-03 05:05:00,Impression,Tablet,Social,SES-812565676
EVT-00002618,CUS-003469,CMP-0005,2026-06-29 01:03:00,Add To Cart,Desktop,SMS,SES-644449834
EVT-00002619,CUS-003604,CMP-0048,2023-02-11 11:29:00,Click,Desktop,Social,SES-342465212
EVT-00002620,CUS-004047,CMP-0010,2021-05-24 18:37:00,Click,Mobile,SMS,SES-649778524
EVT-00002621,CUS-009828,CMP-0017,2023-11-11 15:43:00,Impression,Mobile,Paid Search,SES-354220061
EVT-00002622,CUS-001292,CMP-0034,2025-11-23 11:29:00,Product View,Mobile,Social,SES-568918499
EVT-00002623,CUS-005680,CMP-0050,2020-04-13 07:50:00,Impression,Mobile,Push,SES-580118058
EVT-00002624,CUS-002671,CMP-0012,2021-09-20 08:28:00,Product View,Tablet,Paid Search,SES-510689984
EVT-00002625,CUS-000330,CMP-0028,2021-11-26 09:24:00,Impression,Desktop,Social,SES-358141176
EVT-00002626,CUS-007417,CMP-0030,2020-10-16 14:47:00,Conversion,Desktop,Email,SES-826881129
EVT-00002627,CUS-005974,CMP-0006,2024-07-10 12:37:00,Impression,Desktop,Push,SES-828231474
EVT-00002628,CUS-010621,CMP-0004,2024-04-24 21:40:00,Add To Cart,Tablet,Paid Search,SES-765297238
EVT-00002629,CUS-008029,CMP-0008,2023-05-25 19:54:00,Conversion,Mobile,Email,SES-391060251
EVT-00002630,CUS-001570,CMP-0041,2024-01-17 01:30:00,Open,Desktop,Push,SES-724921635
EVT-00002631,CUS-005751,CMP-0035,2021-03-13 18:08:00,Add To Cart,Tablet,Email,SES-612886883
EVT-00002632,CUS-004899,CMP-0004,2024-04-28 13:00:00,Impression,Tablet,Paid Search,SES-568676352
EVT-00002633,CUS-006760,CMP-0011,2023-09-27 10:50:00,Product View,Mobile,Paid Search,SES-862104087
EVT-00002634,CUS-005177,CMP-0016,2023-05-17 07:43:00,Click,Tablet,SMS,SES-873774656
EVT-00002635,CUS-002674,CMP-0025,2024-04-02 20:56:00,Impression,Tablet,Paid Search,SES-726822609
EVT-00002636,CUS-000936,CMP-0030,2020-10-14 23:06:00,Impression,Mobile,Email,SES-389794010
EVT-00002637,CUS-006314,CMP-0033,2020-12-04 14:52:00,Impression,Tablet,SMS,SES-942415359
EVT-00002638,CUS-004495,CMP-0031,2022-01-07 19:39:00,Open,Mobile,Paid Search,SES-795866183
EVT-00002639,CUS-005169,CMP-0001,2022-10-02 15:20:00,Product View,Mobile,Social,SES-220999233
EVT-00002640,CUS-000660,CMP-0049,2024-07-10 02:41:00,Click,Mobile,SMS,SES-210291273
EVT-00002641,CUS-008060,CMP-0038,2022-10-23 03:52:00,Product View,Desktop,Paid Search,SES-122408236
EVT-00002642,CUS-010227,CMP-0048,2023-03-15 02:04:00,Open,Tablet,Social,SES-449620860
EVT-00002643,CUS-004900,CMP-0036,2023-11-01 08:12:00,Impression,Desktop,SMS,SES-671714830
EVT-00002644,CUS-006028,CMP-0042,2022-06-01 07:07:00,Open,Desktop,Paid Search,SES-604615230
EVT-00002645,CUS-001621,CMP-0011,2023-10-06 19:32:00,Product View,Mobile,Paid Search,SES-513263006
EVT-00002646,CUS-002038,CMP-0018,2026-05-31 01:19:00,Impression,Desktop,Push,SES-725241000
EVT-00002647,CUS-003093,CMP-0041,2024-01-08 17:28:00,Impression,Mobile,Push,SES-512700245
EVT-00002648,CUS-010133,CMP-0035,2021-03-13 20:20:00,Product View,Tablet,Email,SES-121827762
EVT-00002649,CUS-004009,CMP-0001,2022-10-06 21:46:00,Add To Cart,Tablet,Social,SES-862430577
EVT-00002650,CUS-010222,CMP-0034,2025-11-25 08:51:00,Open,Tablet,Social,SES-859377026
EVT-00002651,CUS-009359,CMP-0050,2020-04-18 14:41:00,Product View,Desktop,Push,SES-302286921
EVT-00002652,CUS-006439,CMP-0043,2021-07-24 00:31:00,Click,Tablet,Paid Search,SES-359946412
EVT-00002653,CUS-011493,CMP-0041,2024-01-27 01:43:00,Add To Cart,Mobile,Push,SES-496908158
EVT-00002654,CUS-001773,CMP-0026,2024-12-09 15:17:00,Product View,Desktop,SMS,SES-384144165
EVT-00002655,CUS-000109,CMP-0014,2025-08-23 00:16:00,Add To Cart,Desktop,Email,SES-821493905
EVT-00002656,CUS-005636,CMP-0009,2022-02-06 15:08:00,Impression,Mobile,Push,SES-369405859
EVT-00002657,CUS-009825,CMP-0018,2026-05-17 22:57:00,Impression,Tablet,Push,SES-788547473
EVT-00002658,CUS-000761,CMP-0035,2021-04-06 09:57:00,Conversion,Desktop,Email,SES-911961729
EVT-00002659,CUS-001695,CMP-0038,2022-11-05 23:29:00,Impression,Desktop,Paid Search,SES-227830693
EVT-00002660,CUS-001677,CMP-0012,2021-08-31 05:47:00,Impression,Tablet,Paid Search,SES-662530484
EVT-00002661,CUS-004496,CMP-0015,2024-09-19 02:34:00,Click,Desktop,SMS,SES-208043431
EVT-00002662,CUS-000504,CMP-0017,2023-11-03 09:46:00,Impression,Desktop,Paid Search,SES-519719451
EVT-00002663,CUS-008414,CMP-0016,2023-05-21 20:38:00,Product View,Tablet,SMS,SES-783029426
EVT-00002664,CUS-004948,CMP-0005,2026-06-24 06:09:00,Impression,Desktop,SMS,SES-990130469
EVT-00002665,CUS-001836,CMP-0050,2020-04-28 02:40:00,Impression,Mobile,Push,SES-173537605
EVT-00002666,CUS-010362,CMP-0009,2022-02-07 13:38:00,Product View,Mobile,Push,SES-502492772
EVT-00002667,CUS-009205,CMP-0021,2024-09-30 05:08:00,Product View,Desktop,SMS,SES-321381955
EVT-00002668,CUS-010462,CMP-0005,2026-06-23 03:45:00,Product View,Mobile,SMS,SES-780215798
EVT-00002669,CUS-000544,CMP-0038,2022-10-27 02:35:00,Impression,Mobile,Paid Search,SES-614680857
EVT-00002670,CUS-001009,CMP-0023,2020-02-23 06:48:00,Add To Cart,Desktop,Email,SES-653050741
EVT-00002671,CUS-003018,CMP-0021,2024-10-12 06:31:00,Impression,Mobile,SMS,SES-413404675
EVT-00002672,CUS-000399,CMP-0020,2024-02-01 00:46:00,Open,Desktop,Social,SES-997920584
EVT-00002673,CUS-008425,CMP-0016,2023-05-06 01:35:00,Click,Mobile,SMS,SES-620071931
EVT-00002674,CUS-011422,CMP-0019,2024-01-29 23:00:00,Product View,Mobile,Social,SES-807522426
EVT-00002675,CUS-002611,CMP-0018,2026-05-23 06:34:00,Product View,Mobile,Push,SES-992212710
EVT-00002676,CUS-003392,CMP-0020,2024-02-21 07:48:00,Impression,Tablet,Social,SES-677228858
EVT-00002677,CUS-007352,CMP-0023,2020-02-21 15:52:00,Open,Mobile,Email,SES-321197748
EVT-00002678,CUS-005360,CMP-0012,2021-09-15 04:44:00,Conversion,Desktop,Paid Search,SES-659902670
EVT-00002679,CUS-010841,CMP-0028,2021-12-05 20:56:00,Impression,Tablet,Social,SES-404471662
EVT-00002680,CUS-003352,CMP-0034,2025-11-17 00:46:00,Impression,Tablet,Social,SES-350840691
EVT-00002681,CUS-000822,CMP-0044,2025-05-07 13:07:00,Conversion,Tablet,Email,SES-316068249
EVT-00002682,CUS-002247,CMP-0009,2022-01-26 00:36:00,Impression,Mobile,Push,SES-104797458
EVT-00002683,CUS-000774,CMP-0018,2026-05-19 09:31:00,Impression,Desktop,Push,SES-448623786
EVT-00002684,CUS-000731,CMP-0044,2025-05-28 21:52:00,Impression,Tablet,Email,SES-822838944
EVT-00002685,CUS-004148,CMP-0026,2024-12-15 22:27:00,Click,Tablet,SMS,SES-877899243
EVT-00002686,CUS-002814,CMP-0033,2021-01-10 11:02:00,Impression,Desktop,SMS,SES-105788961
EVT-00002687,CUS-006743,CMP-0036,2023-11-12 15:30:00,Impression,Desktop,SMS,SES-566500300
EVT-00002688,CUS-007906,CMP-0021,2024-10-21 08:29:00,Product View,Desktop,SMS,SES-632809865
EVT-00002689,CUS-001018,CMP-0022,2024-11-02 03:07:00,Impression,Mobile,SMS,SES-293223995
EVT-00002690,CUS-010998,CMP-0033,2020-12-14 15:04:00,Product View,Tablet,SMS,SES-631377570
EVT-00002691,CUS-001931,CMP-0009,2022-02-22 08:24:00,Impression,Desktop,Push,SES-459731548
EVT-00002692,CUS-003970,CMP-0048,2023-03-08 09:56:00,Click,Desktop,Social,SES-315951429
EVT-00002693,CUS-004288,CMP-0049,2024-07-08 15:23:00,Open,Desktop,SMS,SES-291407749
EVT-00002694,CUS-000460,CMP-0029,2026-06-28 12:28:00,Product View,Desktop,Email,SES-424213786
EVT-00002695,CUS-011363,CMP-0023,2020-02-26 08:22:00,Add To Cart,Mobile,Email,SES-847996768
EVT-00002696,CUS-006835,CMP-0010,2021-05-23 11:48:00,Product View,Desktop,SMS,SES-434591852
EVT-00002697,CUS-000213,CMP-0002,2020-03-28 15:00:00,Conversion,Mobile,Social,SES-566274978
EVT-00002698,CUS-006646,CMP-0041,2024-01-15 17:54:00,Impression,Desktop,Push,SES-743444083
EVT-00002699,CUS-002260,CMP-0046,2022-08-24 06:16:00,Open,Desktop,Email,SES-410135648
EVT-00002700,CUS-010170,CMP-0010,2021-06-05 22:03:00,Impression,Desktop,SMS,SES-179503086
EVT-00002701,CUS-008117,CMP-0007,2022-02-09 02:29:00,Open,Mobile,Social,SES-661861036
EVT-00002702,CUS-003154,CMP-0037,2024-10-29 07:01:00,Open,Tablet,Push,SES-456959695
EVT-00002703,CUS-008815,CMP-0040,2023-11-12 09:20:00,Conversion,Tablet,Email,SES-397403980
EVT-00002704,CUS-008357,CMP-0049,2024-07-03 04:03:00,Impression,Mobile,SMS,SES-982485477
EVT-00002705,CUS-002051,CMP-0007,2022-01-27 10:17:00,Open,Mobile,Social,SES-990928948
EVT-00002706,CUS-006882,CMP-0048,2023-02-27 14:18:00,Impression,Mobile,Social,SES-170056815
EVT-00002707,CUS-003922,CMP-0043,2021-07-22 01:44:00,Impression,Mobile,Paid Search,SES-167503298
EVT-00002708,CUS-000846,CMP-0038,2022-10-21 14:44:00,Add To Cart,Mobile,Paid Search,SES-894761530
EVT-00002709,CUS-000285,CMP-0050,2020-04-18 14:20:00,Click,Mobile,Push,SES-131642181
EVT-00002710,CUS-010766,CMP-0023,2020-02-08 08:29:00,Add To Cart,Desktop,Email,SES-744727661
EVT-00002711,CUS-003604,CMP-0039,2024-12-12 19:03:00,Open,Tablet,Push,SES-829479348
EVT-00002712,CUS-001245,CMP-0033,2020-12-05 16:50:00,Add To Cart,Mobile,SMS,SES-764263132
EVT-00002713,CUS-000241,CMP-0050,2020-04-16 17:04:00,Open,Mobile,Push,SES-424834304
EVT-00002714,CUS-011923,CMP-0030,2020-10-24 21:46:00,Open,Tablet,Email,SES-712615720
