payment_id,order_id,customer_id,payment_date,payment_method,payment_provider,payment_status,transaction_reference,amount,refund_amount,failed
PAY-00010557,ORD-00010557,CUS-004270,2025-03-06,Cash,Store POS,Successful,TXN-81790967082,437.81,0.0,0
PAY-00010558,ORD-00010558,CUS-009209,2025-04-22,Buy Now Pay Later,FlexPay,Successful,TXN-65034531623,882.18,0.0,0
PAY-00010559,ORD-00010559,CUS-011857,2021-11-16,Cash,Store POS,Successful,TXN-43113972252,34.04,0.0,0
PAY-00010560,ORD-00010560,CUS-000943,2020-02-01,EFT,Bank Transfer,Successful,TXN-17391444825,253.64,0.0,0
PAY-00010561,ORD-00010561,CUS-009232,2024-10-16,Buy Now Pay Later,FlexPay,Successful,TXN-25131093208,611.87,0.0,0
PAY-00010562,ORD-00010562,CUS-011811,2021-09-16,Buy Now Pay Later,FlexPay,Successful,TXN-23698713170,316.99,0.0,0
PAY-00010563,ORD-00010563,CUS-006662,2025-05-22,Digital Wallet,WalletPay,Reversed,TXN-33990280404,91.98,91.98,1
PAY-00010564,ORD-00010564,CUS-005208,2022-03-31,Digital Wallet,WalletPay,Reversed,TXN-84092860889,120.96,120.96,1
PAY-00010565,ORD-00010565,CUS-005340,2026-07-05,Cash,Store POS,Successful,TXN-94713972260,213.82,0.0,0
PAY-00010566,ORD-00010566,CUS-009242,2025-09-22,Cash,Store POS,Successful,TXN-94807927847,299.81,0.0,0
PAY-00010567,ORD-00010567,CUS-006545,2020-06-15,Cash,Store POS,Successful,TXN-83158788972,72.94,0.0,0
PAY-00010568,ORD-00010568,CUS-003123,2024-12-25,Buy Now Pay Later,FlexPay,Successful,TXN-51772706174,457.08,0.0,0
PAY-00010569,ORD-00010569,CUS-010569,2024-10-15,Digital Wallet,WalletPay,Reversed,TXN-70802244392,60.22,60.22,1
PAY-00010570,ORD-00010570,CUS-000893,2022-01-19,Buy Now Pay Later,FlexPay,Successful,TXN-23977411861,75.55,0.0,0
PAY-00010571,ORD-00010571,CUS-005652,2026-02-12,Cash,Store POS,Successful,TXN-52979696399,105.56,0.0,0
PAY-00010572,ORD-00010572,CUS-011588,2025-03-31,Digital Wallet,WalletPay,Successful,TXN-88064867108,440.26,0.0,0
PAY-00010573,ORD-00010573,CUS-010176,2021-10-08,EFT,Bank Transfer,Successful,TXN-47229928431,45.45,0.0,0
PAY-00010574,ORD-00010574,CUS-001337,2025-05-25,Cash,Store POS,Successful,TXN-69235392952,418.77,0.0,0
PAY-00010575,ORD-00010575,CUS-011776,2024-09-24,Buy Now Pay Later,FlexPay,Successful,TXN-12591328935,136.5,0.0,0
PAY-00010576,ORD-00010576,CUS-003882,2023-05-31,Buy Now Pay Later,FlexPay,Successful,TXN-25129226064,89.62,0.0,0
PAY-00010577,ORD-00010577,CUS-001638,2025-12-07,Buy Now Pay Later,FlexPay,Successful,TXN-87942031267,497.15,0.0,0
PAY-00010578,ORD-00010578,CUS-008921,2023-05-21,Buy Now Pay Later,FlexPay,Successful,TXN-22354327105,178.72,0.0,0
PAY-00010579,ORD-00010579,CUS-009363,2021-10-20,Card,Bank Gateway,Reversed,TXN-68194203277,175.81,175.81,1
PAY-00010580,ORD-00010580,CUS-002335,2023-05-25,Buy Now Pay Later,FlexPay,Successful,TXN-21744030461,236.42,0.0,0
PAY-00010581,ORD-00010581,CUS-002816,2023-03-23,Buy Now Pay Later,FlexPay,Successful,TXN-90921926434,80.3,0.0,0
PAY-00010582,ORD-00010582,CUS-007123,2021-02-11,Buy Now Pay Later,FlexPay,Successful,TXN-94680151647,27.1,0.0,0
PAY-00010583,ORD-00010583,CUS-005403,2023-10-26,Cash,Store POS ,Successful,TXN-40968729432,67.7,0.0,0
PAY-00010584,ORD-00010584,CUS-001664,2025-06-01,Buy Now Pay Later,FlexPay,Successful,TXN-20546740013,241.76,0.0,0
PAY-00010585,ORD-00010585,CUS-006236,2025-11-09,Cash,Store POS,Successful,TXN-16537472892,46.51,0.0,0
PAY-00010586,ORD-00010586,CUS-008227,2024-10-05,Digital Wallet,WalletPay,Reversed,TXN-39585056907,272.44,272.44,1
PAY-00010587,ORD-00010587,CUS-011395,2023-04-06,Digital Wallet,WalletPay,Successful,TXN-72750363932,181.47,0.0,0
PAY-00010588,ORD-00010588,CUS-007953,2025-08-29,Digital Wallet,WalletPay,Successful,TXN-43338708175,193.01,0.0,0
PAY-00010589,ORD-00010589,CUS-002573,2026-03-15,Card,Bank Gateway,Successful,TXN-89753199750,255.09,0.0,0
PAY-00010590,ORD-00010590,CUS-004990,2025-06-08,Digital Wallet,WalletPay,Successful,TXN-46072279108,76.35,0.0,0
PAY-00010591,ORD-00010591,CUS-001129,2025-04-12,Digital Wallet,WalletPay,Successful,TXN-98023708816,308.01,0.0,0
PAY-00010592,ORD-00010592,CUS-000715,2025-03-26,Buy Now Pay Later,FlexPay,Successful,TXN-44451250458,79.34,0.0,0
PAY-00010593,ORD-00010593,CUS-011300,2023-04-05,EFT,Bank Transfer,Successful,TXN-76688213708,94.94,0.0,0
PAY-00010594,ORD-00010594,CUS-011364,2025-03-14,Card,Bank Gateway,Successful,TXN-41476648662,55.47,0.0,0
PAY-00010595,ORD-00010595,CUS-001386,2022-07-20,Card,Bank Gateway,Successful,TXN-64954384334,484.96,0.0,0
PAY-00010596,ORD-00010596,CUS-011153,2026-04-17,EFT,Bank Transfer,Successful,TXN-42955169534,194.4,0.0,0
PAY-00010597,ORD-00010597,CUS-004347,2025-11-20,EFT,Bank Transfer,Successful,TXN-42752017477,690.03,0.0,0
PAY-00010598,ORD-00010598,CUS-002018,2024-01-13,Digital Wallet,WalletPay,Successful,TXN-59109108589,219.07,0.0,0
PAY-00010599,ORD-00010599,CUS-004203,2024-10-16,Cash,Store POS,Successful,TXN-41893610967,118.56,0.0,0
PAY-00010600,ORD-00010600,CUS-004410,2025-07-08,Digital Wallet,WalletPay,Reversed,TXN-12528186934,154.75,154.75,1
PAY-00010601,ORD-00010601,CUS-010907,2023-11-06,Card,Bank Gateway,Successful,TXN-48271399039,310.29,0.0,0
PAY-00010602,ORD-00010602,CUS-001465,2025-05-04,EFT,Bank Transfer,Successful,TXN-26965772878,212.74,0.0,0
PAY-00010603,ORD-00010603,CUS-006746,2024-11-30,Buy Now Pay Later,FlexPay,Successful,TXN-88512170113,102.32,0.0,0
PAY-00010604,ORD-00010604,CUS-009772,2021-10-19,Cash,Store POS,Successful,TXN-49821681184,252.84,0.0,0
PAY-00010605,ORD-00010605,CUS-006133,2021-01-05,Cash,Store POS,Successful,TXN-16958402159,47.82,0.0,0
PAY-00010606,ORD-00010606,CUS-010830,2023-10-08,EFT,Bank Transfer,Successful,TXN-27046121336,39.83,0.0,0
PAY-00010607,ORD-00010607,CUS-008103,2020-01-01,Cash,Store POS,Successful,TXN-94838578110,20.53,0.0,0
PAY-00010608,ORD-00010608,CUS-009963,2024-11-11,EFT,Bank Transfer,Successful,TXN-40688812922,302.38,0.0,0
PAY-00010609,ORD-00010609,CUS-002065,2024-07-22,Buy Now Pay Later,FlexPay,Successful,TXN-22615513523,54.51,0.0,0
PAY-00010610,ORD-00010610,CUS-004741,2020-09-08,EFT,Bank Transfer,Successful,TXN-45922216824,198.98,0.0,0
PAY-00010611,ORD-00010611,CUS-005454,2022-01-24,Card,Bank Gateway,Successful,TXN-91416801474,215.81,0.0,0
PAY-00010612,ORD-00010612,,2023-07-15,Cash,Store POS,Successful,TXN-41710353162,95.95,0.0,0
PAY-00010613,ORD-00010613,CUS-006831,2024-11-01,Card,Bank Gateway,Successful,TXN-73498354826,286.0,0.0,0
PAY-00010614,ORD-00010614,CUS-008371,2020-01-07,Cash,Store POS,Reversed,TXN-55291909599,75.23,75.23,1
PAY-00010615,ORD-00010615,,2023-09-13,EFT,Bank Transfer,Successful,TXN-50160668003,430.54,0.0,0
PAY-00010616,ORD-00010616,CUS-000116,2021-08-07,Cash,Store POS,Successful,TXN-92481499774,396.46,0.0,0
PAY-00010617,ORD-00010617,CUS-011578,2022-08-25,Buy Now Pay Later,FlexPay,Successful,TXN-95932155850,108.13,0.0,0
PAY-00010618,ORD-00010618,CUS-009609,2023-03-29,Card,Bank Gateway,Successful,TXN-64449617135,236.11,0.0,0
PAY-00010619,ORD-00010619,CUS-004008,2021-04-29,Card,Bank Gateway,Successful,TXN-70154626373,317.46,0.0,0
PAY-00010620,ORD-00010620,CUS-004912,2022-01-17,Cash,Store POS,Successful,TXN-26314105011,195.93,0.0,0
PAY-00010621,ORD-00010621,CUS-008683,2022-09-30,EFT,Bank Transfer,Successful,TXN-60964019092,914.19,0.0,0
PAY-00010622,ORD-00010622,CUS-004004,2025-02-19,Card,Bank Gateway,Successful,TXN-26570575886,595.91,0.0,0
PAY-00010623,ORD-00010623,,2021-11-28,Buy Now Pay Later,FlexPay,Successful,TXN-49379402737,175.03,0.0,0
PAY-00010624,ORD-00010624,CUS-008847,2024-03-31,EFT,Bank Transfer,Successful,TXN-70383836939,164.66,0.0,0
PAY-00010625,ORD-00010625,CUS-009494,2022-05-30,Card,Bank Gateway,Successful,TXN-80501149765,368.37,0.0,0
PAY-00010626,ORD-00010626,CUS-007254,2021-10-13,EFT,Bank Transfer,Successful,TXN-15716857751,162.95,0.0,0
PAY-00010627,ORD-00010627,CUS-001445,2020-09-26,Buy Now Pay Later,FlexPay,Successful,TXN-40416581902,166.92,0.0,0
PAY-00010628,ORD-00010628,CUS-011938,2020-02-11,Cash,Store POS,Successful,TXN-54345743572,510.18,0.0,0
PAY-00010629,ORD-00010629,CUS-006346,2022-04-17,Card,Bank Gateway,Successful,TXN-37079324296,151.3,0.0,0
PAY-00010630,ORD-00010630,CUS-001608,2021-09-11,Buy Now Pay Later,FlexPay,Successful,TXN-38356464636,39.66,0.0,0
PAY-00010631,ORD-00010631,CUS-000133,2025-01-05,Buy Now Pay Later,FlexPay,Successful,TXN-18537978787,145.81,0.0,0
PAY-00010632,ORD-00010632,CUS-010863,2023-06-17,Cash,Store POS,Successful,TXN-58900369296,164.26,0.0,0
PAY-00010633,ORD-00010633,CUS-007462,2020-05-16,Buy Now Pay Later,FlexPay,Successful,TXN-19826813610,530.54,0.0,0
PAY-00010634,ORD-00010634,CUS-000413,2025-01-29,EFT,Bank Transfer,Successful,TXN-81112079640,448.1,0.0,0
PAY-00010635,ORD-00010635,CUS-001468,2022-08-24,EFT,Bank Transfer,Successful,TXN-12319540621,97.73,0.0,0
PAY-00010636,ORD-00010636,CUS-000150,2024-01-08,EFT,Bank Transfer,Successful,TXN-61585578817,23.41,0.0,0
PAY-00010637,ORD-00010637,CUS-006153,2020-11-01,EFT,Bank Transfer,Successful,TXN-43073391096,219.31,0.0,0
PAY-00010638,ORD-00010638,CUS-003626,2020-05-15,EFT,Bank Transfer,Successful,TXN-41920756365,363.47,0.0,0
PAY-00010639,ORD-00010639,CUS-011947,2020-09-07,Buy Now Pay Later,FlexPay,Successful,TXN-85653086886,217.08,0.0,0
PAY-00010640,ORD-00010640,CUS-009508,2023-02-09,EFT,Bank Transfer,Successful,TXN-46234075597,116.05,0.0,0
PAY-00010641,ORD-00010641,CUS-008749,2025-11-22,EFT,Bank Transfer,Successful,TXN-98981442180,607.04,0.0,0
PAY-00010642,ORD-00010642,CUS-009963,2026-05-24,Digital Wallet,WalletPay,Successful,TXN-46294404343,119.25,0.0,0
PAY-00010643,ORD-00010643,CUS-011252,2025-05-07,Card,Bank Gateway,Successful,TXN-24051837181,172.24,0.0,0
PAY-00010644,ORD-00010644,CUS-007517,2026-01-09,Cash,Store POS,Successful,TXN-40357930099,27.6,0.0,0
PAY-00010645,ORD-00010645,CUS-003967,2025-02-13,Digital Wallet,WalletPay,Successful,TXN-54386440871,69.66,0.0,0
PAY-00010646,ORD-00010646,CUS-009202,2024-12-11,Buy Now Pay Later,FlexPay,Successful,TXN-65766239734,66.56,0.0,0
PAY-00010647,ORD-00010647,CUS-001152,2022-10-23,Cash,Store POS,Successful,TXN-36089908401,165.85,0.0,0
PAY-00010648,ORD-00010648,CUS-000687,2021-11-21,EFT,Bank Transfer,Successful,TXN-13665994110,148.41,0.0,0
PAY-00010649,ORD-00010649,CUS-003989,2024-03-11,Buy Now Pay Later,FlexPay,Successful,TXN-20458195791,147.54,0.0,0
PAY-00010650,ORD-00010650,CUS-004930,2020-02-23,Buy Now Pay Later,FlexPay,Successful,TXN-50317377180,250.7,0.0,0
PAY-00010651,ORD-00010651,CUS-006796,2021-03-12,Digital Wallet,WalletPay,Successful,TXN-93480603144,141.07,0.0,0
PAY-00010652,ORD-00010652,CUS-006451,2023-01-15,Buy Now Pay Later,FlexPay,Successful,TXN-86358126422,552.53,0.0,0
PAY-00010653,ORD-00010653,,2024-03-20,Cash,Store POS,Successful,TXN-50502095391,439.66,0.0,0
PAY-00010654,ORD-00010654,CUS-005583,2022-06-30,Digital Wallet,WalletPay,Successful,TXN-52899812620,136.81,0.0,0
PAY-00010655,ORD-00010655,CUS-005589,2025-02-17,Cash,Store POS,Successful,TXN-70576712736,181.02,0.0,0
PAY-00010656,ORD-00010656,CUS-005608,2024-07-03,EFT,Bank Transfer,Reversed,TXN-87137533916,99.8,99.8,1
PAY-00010657,ORD-00010657,CUS-002349,2021-09-24,EFT,Bank Transfer,Successful,TXN-63487556178,72.39,0.0,0
PAY-00010658,ORD-00010658,CUS-002136,2020-06-20,Card,Bank Gateway,Successful,TXN-59629469104,272.77,0.0,0
PAY-00010659,ORD-00010659,CUS-005523,2021-10-26,Cash,Store POS,Successful,TXN-53454970372,598.08,0.0,0
PAY-00010660,ORD-00010660,CUS-005767,2026-02-25,Cash,Store POS,Successful,TXN-49841714663,259.3,0.0,0
PAY-00010661,ORD-00010661,CUS-004222,2021-07-13,EFT,Bank Transfer,Successful,TXN-76397821688,334.31,0.0,0
PAY-00010662,ORD-00010662,CUS-007308,2024-11-26,EFT,Bank Transfer,Successful,TXN-75814010925,137.38,0.0,0
PAY-00010663,ORD-00010663,CUS-002114,2024-07-25,Card,Bank Gateway,Reversed,TXN-10737436036,388.19,388.19,1
PAY-00010664,ORD-00010664,CUS-011458,2026-06-21,Cash,Store POS,Successful,TXN-68774758467,675.61,0.0,0
PAY-00010665,ORD-00010665,CUS-003806,2026-02-24,Card,Bank Gateway,Successful,TXN-13548345537,23.6,0.0,0
PAY-00010666,ORD-00010666,CUS-001012,2025-10-07,Buy Now Pay Later,FlexPay,Successful,TXN-68042562242,165.55,0.0,0
PAY-00010667,ORD-00010667,CUS-009207,2022-01-24,EFT,Bank Transfer,Successful,TXN-25535343548,295.03,0.0,0
PAY-00010668,ORD-00010668,CUS-010066,2022-11-13,Digital Wallet,WalletPay,Successful,TXN-24866630501,212.03,0.0,0
PAY-00010669,ORD-00010669,CUS-001527,2023-04-06,Cash,Store POS,Successful,TXN-40865957812,87.37,0.0,0
PAY-00010670,ORD-00010670,CUS-002845,2024-05-31,Card,Bank Gateway,Successful,TXN-37975632116,735.25,0.0,0
PAY-00010671,ORD-00010671,CUS-007141,2020-12-17,Card,Bank Gateway,Successful,TXN-65666496421,537.06,0.0,0
PAY-00010672,ORD-00010672,CUS-010018,2025-08-20,Buy Now Pay Later,FlexPay,Successful,TXN-82792762266,22.57,0.0,0
PAY-00010673,ORD-00010673,CUS-008804,2024-04-14,Digital Wallet,WalletPay,Successful,TXN-29785334446,934.55,0.0,0
PAY-00010674,ORD-00010674,CUS-003450,2021-05-11,Buy Now Pay Later,FlexPay,Successful,TXN-73431548200,379.96,0.0,0
PAY-00010675,ORD-00010675,CUS-002470,2020-05-01,Buy Now Pay Later,FlexPay,Successful,TXN-56148922418,65.32,0.0,0
PAY-00010676,ORD-00010676,CUS-006530,2020-01-24,Digital Wallet,WalletPay,Reversed,TXN-78230631659,223.53,223.53,1
PAY-00010677,ORD-00010677,CUS-005853,2022-05-27,Card,Bank Gateway,Successful,TXN-12278656004,592.24,0.0,0
PAY-00010678,ORD-00010678,CUS-010763,2022-01-18,Cash,Store POS,Successful,TXN-97634907652,165.34,0.0,0
PAY-00010679,ORD-00010679,CUS-006540,2021-01-01,Digital Wallet,WalletPay,Successful,TXN-92691204737,362.61,0.0,0
PAY-00010680,ORD-00010680,CUS-011985,2022-11-30,Digital Wallet,WalletPay,Successful,TXN-40507847633,403.13,0.0,0
PAY-00010681,ORD-00010681,CUS-001455,2020-02-26,EFT,Bank Transfer,Successful,TXN-71791480627,109.15,0.0,0
PAY-00010682,ORD-00010682,CUS-002830,2024-02-29,Card,Bank Gateway,Successful,TXN-97483283779,375.12,0.0,0
PAY-00010683,ORD-00010683,CUS-000020,2022-12-11,EFT,Bank Transfer,Pending,TXN-59380576633,624.9,0.0,1
PAY-00010684,ORD-00010684,CUS-007768,2021-10-03,Digital Wallet,WalletPay,Successful,TXN-47870200477,91.91,0.0,0
PAY-00010685,ORD-00010685,CUS-001582,2023-01-18,Buy Now Pay Later,FlexPay,Successful,TXN-77930547784,157.36,0.0,0
PAY-00010686,ORD-00010686,CUS-010183,2022-12-11,Cash,Store POS,Successful,TXN-47481729809,357.08,0.0,0
PAY-00010687,ORD-00010687,CUS-004310,2025-08-12,EFT,Bank Transfer,Reversed,TXN-93891272870,396.46,396.46,1
PAY-00010688,ORD-00010688,CUS-004559,2024-04-27,Buy Now Pay Later,FlexPay,Successful,TXN-32256110405,113.4,0.0,0
PAY-00010689,ORD-00010689,CUS-006055,2021-07-23,Cash,Store POS,Successful,TXN-83074570153,72.03,0.0,0
PAY-00010690,ORD-00010690,CUS-011035,2025-06-29,Buy Now Pay Later,FlexPay,Successful,TXN-62856304368,523.15,0.0,0
PAY-00010691,ORD-00010691,,2022-03-17,Digital Wallet,WalletPay,Successful,TXN-87157836396,68.17,0.0,0
PAY-00010692,ORD-00010692,CUS-005443,2021-07-06,Cash,Store POS,Successful,TXN-39661894241,101.0,0.0,0
PAY-00010693,ORD-00010693,CUS-007310,2024-11-02,Cash,Store POS,Successful,TXN-71065615126,140.79,0.0,0
PAY-00010694,ORD-00010694,CUS-011083,2025-04-30,Buy Now Pay Later,FlexPay,Successful,TXN-93187726747,130.0,0.0,0
PAY-00010695,ORD-00010695,CUS-002970,2020-01-17,Card,Bank Gateway,Successful,TXN-25523348470,247.78,0.0,0
PAY-00010696,ORD-00010696,CUS-006960,2026-04-05,Digital Wallet,WalletPay,Successful,TXN-61046474251,157.78,0.0,0
PAY-00010697,ORD-00010697,CUS-009509,2024-03-13,Card,Bank Gateway,Successful,TXN-87485060607,282.0,0.0,0
PAY-00010698,ORD-00010698,CUS-000510,2022-09-23,Card,Bank Gateway,Successful,TXN-76956167111,696.09,0.0,0
PAY-00010699,ORD-00010699,CUS-010992,2025-01-10,Cash,Store POS,Successful,TXN-64133451060,58.72,0.0,0
PAY-00010700,ORD-00010700,CUS-004108,2023-09-05,Cash,Store POS,Successful,TXN-12664713435,57.06,0.0,0
PAY-00010701,ORD-00010701,CUS-006054,2026-05-13,Digital Wallet,WalletPay,Successful,TXN-54371382970,218.48,0.0,0
PAY-00010702,ORD-00010702,CUS-004525,2020-01-25,Digital Wallet,WalletPay,Successful,TXN-91487370067,243.81,0.0,0
PAY-00010703,ORD-00010703,CUS-009244,2023-07-25,EFT,Bank Transfer,Successful,TXN-36084217092,185.52,0.0,0
PAY-00010704,ORD-00010704,CUS-010980,2024-09-24,Card,Bank Gateway,Successful,TXN-11233259770,245.78,0.0,0
PAY-00010705,ORD-00010705,CUS-007315,2020-03-22,Card,Bank Gateway,Successful,TXN-84218632513,18.42,0.0,0
PAY-00010706,ORD-00010706,CUS-001690,2025-10-23,Digital Wallet,WalletPay,Successful,TXN-23026411086,584.95,0.0,0
PAY-00010707,ORD-00010707,CUS-003598,2022-04-30,Card,Bank Gateway,Successful,TXN-35119806289,73.8,0.0,0
PAY-00010708,ORD-00010708,CUS-006000,2020-02-18,Buy Now Pay Later,FlexPay,Successful,TXN-23108665271,311.51,0.0,0
PAY-00010709,ORD-00010709,CUS-004355,2022-07-29,Card,Bank Gateway,Reversed,TXN-73691283142,358.05,358.05,1
PAY-00010710,ORD-00010710,CUS-004387,2025-08-15,Card,Bank Gateway,Successful,TXN-59894088002,189.18,0.0,0
PAY-00010711,ORD-00010711,CUS-007755,2026-05-23,Card,Bank Gateway,Successful,TXN-66959491462,519.2,0.0,0
PAY-00010712,ORD-00010712,CUS-005699,2020-12-28,Cash,Store POS,Successful,TXN-66613816378,29.44,0.0,0
PAY-00010713,ORD-00010713,CUS-003917,2022-08-07,Cash,Store POS,Successful,TXN-69642201779,735.64,0.0,0
PAY-00010714,ORD-00010714,CUS-003250,2025-08-11,EFT,Bank Transfer,Successful,TXN-90465447748,362.99,0.0,0
PAY-00010715,ORD-00010715,CUS-004755,2020-02-21,Digital Wallet,WalletPay,Successful,TXN-91774033874,83.6,0.0,0
PAY-00010716,ORD-00010716,CUS-009377,2023-08-11,EFT,Bank Transfer,Successful,TXN-37647951221,155.16,0.0,0
PAY-00010717,ORD-00010717,CUS-000779,2023-08-13,Card,Bank Gateway,Successful,TXN-26488264024,156.09,0.0,0
PAY-00010718,ORD-00010718,CUS-005867,2022-06-19,EFT,Bank Transfer,Successful,TXN-15098868770,100.17,0.0,0
PAY-00010719,ORD-00010719,CUS-004621,2022-02-15,Buy Now Pay Later,FlexPay,Pending,TXN-23622869917,163.86,0.0,1
PAY-00010720,ORD-00010720,CUS-003445,2026-04-10,Digital Wallet,WalletPay,Successful,TXN-30807571814,732.04,0.0,0
PAY-00010721,ORD-00010721,CUS-010148,2022-05-22,Cash,Store POS,Successful,TXN-72348720921,337.77,0.0,0
PAY-00010722,ORD-00010722,CUS-010109,2024-01-30,Buy Now Pay Later,FlexPay,Successful,TXN-36154322063,264.17,0.0,0
PAY-00010723,ORD-00010723,CUS-011792,2025-01-11,Digital Wallet,WalletPay,Successful,TXN-85666890900,101.73,0.0,0
PAY-00010724,ORD-00010724,CUS-007716,2020-04-04,Digital Wallet,WalletPay,Successful,TXN-74962501743,339.51,0.0,0
PAY-00010725,ORD-00010725,CUS-004238,2025-07-09,Digital Wallet,WalletPay,Successful,TXN-86212592295,281.3,0.0,0
PAY-00010726,ORD-00010726,CUS-010543,2025-02-07,Card,Bank Gateway,Successful,TXN-22901087368,310.58,0.0,0
PAY-00010727,ORD-00010727,CUS-010112,2021-04-15,Buy Now Pay Later,FlexPay,Successful,TXN-89213841380,94.42,0.0,0
PAY-00010728,ORD-00010728,CUS-003962,2021-03-19,Buy Now Pay Later,FlexPay,Successful,TXN-41150605924,166.8,0.0,0
PAY-00010729,ORD-00010729,CUS-006462,2023-10-11,Cash,Store POS,Successful,TXN-31263229928,305.69,0.0,0
PAY-00010730,ORD-00010730,CUS-003365,2026-02-25,Digital Wallet,WalletPay,Successful,TXN-10134713230,320.02,0.0,0
PAY-00010731,ORD-00010731,CUS-007372,2025-12-09,Digital Wallet,WalletPay,Reversed,TXN-29641851050,126.88,126.88,1
PAY-00010732,ORD-00010732,CUS-007324,2021-02-09,Cash,Store POS,Successful,TXN-56548278250,170.4,0.0,0
PAY-00010733,ORD-00010733,CUS-009107,2024-01-04,Digital Wallet,WalletPay,Reversed,TXN-45617739546,29.89,29.89,1
PAY-00010734,ORD-00010734,CUS-010203,2023-04-01,Digital Wallet,WalletPay,Successful,TXN-17753458913,374.64,0.0,0
PAY-00010735,ORD-00010735,CUS-009210,2024-08-06,Buy Now Pay Later,FlexPay,Successful,TXN-13103228602,403.16,0.0,0
PAY-00010736,ORD-00010736,CUS-005438,2023-06-25,Card,Bank Gateway,Successful,TXN-31341978931,236.65,0.0,0
PAY-00010737,ORD-00010737,,2023-10-24,Cash,Store POS,Successful,TXN-82137144462,182.6,0.0,0
PAY-00010738,ORD-00010738,CUS-003766,2023-10-04,Cash,Store POS,Successful,TXN-43681946582,196.61,0.0,0
PAY-00010739,ORD-00010739,CUS-007740,2020-02-14,EFT,Bank Transfer,Successful,TXN-83748477822,466.98,0.0,0
PAY-00010740,ORD-00010740,CUS-004310,2023-07-22,EFT,Bank Transfer,Successful,TXN-93502548164,130.85,0.0,0
PAY-00010741,ORD-00010741,CUS-007818,2020-12-30,Digital Wallet,WalletPay,Successful,TXN-56925942453,506.33,0.0,0
PAY-00010742,ORD-00010742,CUS-007168,2022-12-04,Cash,Store POS,Successful,TXN-38803710216,187.45,0.0,0
PAY-00010743,ORD-00010743,CUS-009373,2023-08-13,EFT,Bank Transfer,Successful,TXN-68842757802,130.58,0.0,0
PAY-00010744,ORD-00010744,CUS-011347,2024-10-01,Digital Wallet,WalletPay,Successful,TXN-89586728450,630.94,0.0,0
PAY-00010745,ORD-00010745,CUS-011843,2025-08-27,EFT,Bank Transfer,Successful,TXN-66830821719,107.44,0.0,0
PAY-00010746,ORD-00010746,CUS-007240,2021-01-13,Buy Now Pay Later,FlexPay,Successful,TXN-65837938239,209.26,0.0,0
PAY-00010747,ORD-00010747,CUS-010067,2023-11-25,Cash,Store POS,Reversed,TXN-73863506903,436.53,436.53,1
PAY-00010748,ORD-00010748,CUS-001604,2025-03-31,Digital Wallet,WalletPay,Successful,TXN-89340821547,129.67,0.0,0
PAY-00010749,ORD-00010749,CUS-001678,2022-03-08,Cash,Store POS,Successful,TXN-84775763975,20.53,0.0,0
PAY-00010750,ORD-00010750,CUS-000218,2020-04-01,EFT,Bank Transfer,Successful,TXN-40328580585,329.26,0.0,0
PAY-00010751,ORD-00010751,CUS-008735,2026-03-04,EFT,Bank Transfer,Successful,TXN-32786757095,113.19,0.0,0
PAY-00010752,ORD-00010752,CUS-002904,2025-08-11,Cash,Store POS,Successful,TXN-61894491279,140.49,0.0,0
PAY-00010753,ORD-00010753,CUS-009325,2024-09-21,Digital Wallet,WalletPay,Successful,TXN-31959378343,361.86,0.0,0
PAY-00010754,ORD-00010754,CUS-009361,2024-12-30,Buy Now Pay Later,FlexPay,Successful,TXN-47016101563,203.33,0.0,0
PAY-00010755,ORD-00010755,CUS-000015,2022-01-01,Buy Now Pay Later,FlexPay,Pending,TXN-43736629773,429.91,0.0,1
PAY-00010756,ORD-00010756,CUS-008376,2025-04-20,Buy Now Pay Later,FlexPay,Successful,TXN-42822285833,604.78,0.0,0
PAY-00010757,ORD-00010757,CUS-005670,2026-08-17,Buy Now Pay Later,FlexPay,Successful,TXN-99906354790,93.95,0.0,0
PAY-00010758,ORD-00010758,CUS-010086,2021-12-23,Cash,Store POS,Successful,TXN-67743078582,483.97,0.0,0
PAY-00010759,ORD-00010759,CUS-006183,2023-02-25,Card,Bank Gateway,Successful,TXN-92227726401,289.69,0.0,0
PAY-00010760,ORD-00010760,CUS-006097,2025-08-30,Digital Wallet,WalletPay,Successful,TXN-87706779508,259.18,0.0,0
PAY-00010761,ORD-00010761,CUS-006456,2021-06-21,EFT,Bank Transfer,Successful,TXN-23003305119,329.73,0.0,0
PAY-00010762,ORD-00010762,CUS-011518,2024-08-09,EFT,Bank Transfer,Pending,TXN-54815005586,292.4,0.0,1
PAY-00010763,ORD-00010763,,2020-03-11,EFT,Bank Transfer,Successful,TXN-47238964138,468.07,0.0,0
PAY-00010764,ORD-00010764,CUS-009178,2026-06-15,EFT,Bank Transfer,Pending,TXN-71272136986,35.85,0.0,1
PAY-00010765,ORD-00010765,CUS-009531,2020-06-20,Card,Bank Gateway,Successful,TXN-15366392497,96.31,0.0,0
PAY-00010766,ORD-00010766,CUS-002055,2020-02-18,Buy Now Pay Later,FlexPay,Successful,TXN-38950063559,329.68,0.0,0
PAY-00010767,ORD-00010767,CUS-009531,2022-10-10,EFT,Bank Transfer,Successful,TXN-50528792994,399.35,0.0,0
PAY-00010768,ORD-00010768,CUS-001823,2025-04-08,Card,Bank Gateway,Successful,TXN-67328416614,57.02,0.0,0
