inventory_date,product_id,location_id,opening_stock,stock_received,units_sold,units_reserved,stock_adjustment,closing_stock,reorder_point,safety_stock,demand_lag_1,demand_lag_7,demand_lag_14,demand_roll_7,next_demand,next_stockout
2025-05-19,PRD-00246,STR-018,1,2,3,0,0,0,5,3,2.0,1.0,2.0,2.4285714285714284,3.0,1
2025-05-26,PRD-00246,STR-018,0,3,3,0,0,0,5,3,3.0,2.0,2.0,2.7142857142857144,2.0,1
2025-06-02,PRD-00246,STR-018,0,2,2,0,0,0,5,3,3.0,4.0,3.0,2.857142857142857,0.0,1
2025-06-09,PRD-00246,STR-018,0,0,0,0,0,0,5,3,2.0,2.0,2.0,2.5714285714285716,2.0,1
2025-06-16,PRD-00246,STR-018,0,2,2,0,0,0,5,3,0.0,3.0,3.0,2.2857142857142856,2.0,1
2025-06-23,PRD-00246,STR-018,0,2,2,0,0,0,5,3,2.0,3.0,1.0,2.142857142857143,4.0,1
2025-06-30,PRD-00246,STR-018,0,4,4,0,0,0,5,3,2.0,2.0,0.0,2.0,2.0,0
2025-07-07,PRD-00246,STR-018,0,2,2,0,2,2,5,3,4.0,3.0,1.0,2.2857142857142856,1.0,0
2025-07-14,PRD-00246,STR-018,2,2,1,0,0,3,5,3,2.0,3.0,2.0,2.142857142857143,5.0,0
2025-07-21,PRD-00246,STR-018,3,7,5,0,0,5,5,3,1.0,2.0,4.0,1.8571428571428572,2.0,0
2025-07-28,PRD-00246,STR-018,5,2,2,0,0,5,5,3,5.0,0.0,2.0,2.2857142857142856,5.0,0
2025-08-04,PRD-00246,STR-018,5,5,5,0,0,5,5,3,2.0,2.0,3.0,2.5714285714285716,3.0,0
2025-08-11,PRD-00246,STR-018,5,0,3,0,0,2,5,3,5.0,2.0,3.0,3.0,4.0,1
2025-08-18,PRD-00246,STR-018,2,2,4,0,0,0,5,3,3.0,4.0,2.0,3.142857142857143,2.0,1
2025-08-25,PRD-00246,STR-018,0,2,2,0,0,0,5,3,4.0,2.0,3.0,3.142857142857143,0.0,1
2025-09-01,PRD-00246,STR-018,0,0,0,0,0,0,5,3,2.0,1.0,3.0,3.142857142857143,2.0,1
2025-09-08,PRD-00246,STR-018,0,2,2,0,0,0,5,3,0.0,5.0,2.0,3.0,2.0,0
2025-09-15,PRD-00246,STR-018,0,2,2,0,1,1,5,3,2.0,2.0,0.0,2.5714285714285716,3.0,1
2025-09-22,PRD-00246,STR-018,1,2,3,0,0,0,5,3,2.0,5.0,2.0,2.5714285714285716,2.0,1
2025-09-29,PRD-00246,STR-018,0,2,2,0,0,0,5,3,3.0,3.0,2.0,2.2857142857142856,1.0,0
2025-10-06,PRD-00246,STR-018,0,1,1,0,2,2,5,3,2.0,4.0,4.0,2.142857142857143,3.0,0
2025-10-13,PRD-00246,STR-018,2,1,3,0,1,1,5,3,1.0,2.0,2.0,1.7142857142857142,3.0,1
2025-10-20,PRD-00246,STR-018,1,2,3,0,0,0,5,3,3.0,0.0,1.0,1.8571428571428572,0.0,0
2025-10-27,PRD-00246,STR-018,0,0,0,0,2,2,5,3,3.0,2.0,5.0,2.2857142857142856,4.0,1
2025-11-03,PRD-00246,STR-018,2,2,4,0,0,0,5,3,0.0,2.0,2.0,2.0,3.0,0
2025-11-10,PRD-00246,STR-018,0,4,3,0,0,1,5,3,4.0,3.0,5.0,2.2857142857142856,2.0,1
2025-11-17,PRD-00246,STR-018,1,1,2,0,0,0,5,3,3.0,2.0,3.0,2.2857142857142856,2.0,1
2025-11-24,PRD-00246,STR-018,0,2,2,0,0,0,5,3,2.0,1.0,4.0,2.2857142857142856,4.0,0
2025-12-01,PRD-00246,STR-018,0,4,4,0,1,1,5,3,2.0,3.0,2.0,2.4285714285714284,2.0,1
2025-12-08,PRD-00246,STR-018,1,1,2,0,0,0,5,3,4.0,3.0,0.0,2.5714285714285716,1.0,1
2025-12-15,PRD-00246,STR-018,0,1,1,0,0,0,5,3,2.0,0.0,2.0,2.4285714285714284,5.0,0
2025-12-22,PRD-00246,STR-018,0,5,5,0,1,1,5,3,1.0,4.0,2.0,2.5714285714285716,1.0,1
2025-12-29,PRD-00246,STR-018,1,0,1,0,0,0,5,3,5.0,3.0,3.0,2.7142857142857144,4.0,0
2026-01-05,PRD-00246,STR-018,0,4,4,0,2,2,5,3,1.0,2.0,2.0,2.4285714285714284,4.0,0
2026-01-12,PRD-00246,STR-018,2,2,4,0,1,1,5,3,4.0,2.0,1.0,2.7142857142857144,2.0,0
2026-01-19,PRD-00246,STR-018,1,1,2,0,2,2,5,3,4.0,4.0,3.0,3.0,2.0,1
2026-01-26,PRD-00246,STR-018,2,0,2,0,0,0,5,3,2.0,2.0,3.0,2.7142857142857144,1.0,1
2026-02-02,PRD-00246,STR-018,0,1,1,0,0,0,5,3,2.0,1.0,0.0,2.7142857142857144,4.0,0
2026-02-09,PRD-00246,STR-018,0,4,4,0,1,1,5,3,1.0,5.0,4.0,2.7142857142857144,5.0,1
2026-02-16,PRD-00246,STR-018,1,4,5,0,0,0,5,3,4.0,1.0,3.0,2.5714285714285716,4.0,1
2026-02-23,PRD-00246,STR-018,0,4,4,0,0,0,5,3,5.0,4.0,2.0,3.142857142857143,3.0,0
2026-03-02,PRD-00246,STR-018,0,3,3,0,2,2,5,3,4.0,4.0,2.0,3.142857142857143,3.0,1
2026-03-09,PRD-00246,STR-018,2,1,3,0,0,0,5,3,3.0,2.0,4.0,3.0,2.0,1
2026-03-16,PRD-00246,STR-018,0,2,2,0,0,0,5,3,3.0,2.0,2.0,3.142857142857143,4.0,0
2026-03-23,PRD-00246,STR-018,0,5,4,0,1,2,5,3,2.0,1.0,1.0,3.142857142857143,6.0,1
2026-03-30,PRD-00246,STR-018,2,4,6,0,0,0,5,3,4.0,4.0,5.0,3.5714285714285716,2.0,1
2026-04-06,PRD-00246,STR-018,0,2,2,0,0,0,5,3,6.0,5.0,1.0,3.857142857142857,2.0,0
2026-04-13,PRD-00246,STR-018,0,2,2,0,2,2,5,3,2.0,4.0,4.0,3.4285714285714284,2.0,1
2026-04-20,PRD-00246,STR-018,2,0,2,0,0,0,5,3,2.0,3.0,4.0,3.142857142857143,3.0,1
2026-04-27,PRD-00246,STR-018,0,3,3,0,0,0,5,3,2.0,3.0,2.0,3.0,2.0,0
2026-05-04,PRD-00246,STR-018,0,2,2,0,1,1,5,3,3.0,2.0,2.0,3.0,5.0,1
2026-05-11,PRD-00246,STR-018,1,4,5,0,0,0,5,3,2.0,4.0,1.0,3.0,3.0,1
2026-05-18,PRD-00246,STR-018,0,3,3,0,0,0,5,3,5.0,6.0,4.0,3.142857142857143,1.0,0
2026-05-25,PRD-00246,STR-018,0,2,1,0,1,2,5,3,3.0,2.0,5.0,2.7142857142857144,2.0,0
2026-06-01,PRD-00246,STR-018,2,0,2,0,1,1,5,3,1.0,2.0,4.0,2.5714285714285716,1.0,1
2026-06-08,PRD-00246,STR-018,1,0,1,0,0,0,5,3,2.0,2.0,3.0,2.5714285714285716,2.0,1
2026-06-15,PRD-00246,STR-018,0,2,2,0,0,0,5,3,1.0,3.0,3.0,2.4285714285714284,2.0,0
2026-06-22,PRD-00246,STR-018,0,2,2,0,2,2,5,3,2.0,2.0,2.0,2.2857142857142856,3.0,0
2026-06-29,PRD-00246,STR-018,2,4,3,0,-2,1,5,3,2.0,5.0,4.0,2.2857142857142856,2.0,0
2026-07-06,PRD-00246,STR-018,1,1,2,0,1,1,5,3,3.0,3.0,6.0,2.0,2.0,1
2026-07-13,PRD-00246,STR-018,1,1,2,0,0,0,5,3,2.0,1.0,2.0,1.8571428571428572,1.0,1
2026-07-20,PRD-00246,STR-018,0,1,1,0,0,0,5,3,2.0,2.0,2.0,2.0,2.0,1
2026-07-27,PRD-00246,STR-018,0,3,2,0,-1,0,5,3,1.0,1.0,2.0,1.8571428571428572,1.0,1
2026-08-03,PRD-00246,STR-018,0,1,1,0,0,0,5,3,2.0,2.0,3.0,2.0,0.0,0
2026-08-10,PRD-00246,STR-018,0,0,0,0,1,1,5,3,1.0,2.0,2.0,1.8571428571428572,3.0,0
2026-08-17,PRD-00246,STR-018,1,2,3,0,1,1,5,3,0.0,3.0,5.0,1.5714285714285714,2.0,0
2026-08-24,PRD-00246,STR-018,1,3,2,0,1,3,5,3,3.0,2.0,3.0,1.5714285714285714,4.0,1
2024-02-19,PRD-00249,STR-026,131,0,6,0,0,125,32,19,10.0,2.0,,4.714285714285714,4.0,0
2024-02-26,PRD-00249,STR-026,125,3,4,0,1,125,31,18,6.0,2.0,,5.285714285714286,4.0,0
2024-03-04,PRD-00249,STR-026,125,8,4,0,0,129,31,18,4.0,6.0,,5.571428571428571,1.0,0
2024-03-11,PRD-00249,STR-026,129,5,1,0,0,133,32,19,4.0,6.0,,5.285714285714286,12.0,0
2024-03-18,PRD-00249,STR-026,133,1,12,0,-2,120,33,19,1.0,3.0,,4.571428571428571,5.0,0
2024-03-25,PRD-00249,STR-026,120,0,5,0,-1,114,30,18,12.0,4.0,,5.857142857142857,6.0,0
2024-04-01,PRD-00249,STR-026,114,0,6,0,2,110,28,17,5.0,10.0,,6.0,9.0,0
2024-04-08,PRD-00249,STR-026,110,1,9,0,0,102,27,16,6.0,6.0,2.0,5.428571428571429,6.0,0
2024-04-15,PRD-00249,STR-026,102,3,6,0,2,101,25,15,9.0,4.0,2.0,5.857142857142857,7.0,0
2024-04-22,PRD-00249,STR-026,101,2,7,0,0,96,25,15,6.0,4.0,6.0,6.142857142857143,7.0,0
2024-04-29,PRD-00249,STR-026,96,3,7,0,-2,90,24,14,7.0,1.0,6.0,6.571428571428571,8.0,0
2024-05-06,PRD-00249,STR-026,90,0,8,0,2,84,22,13,7.0,12.0,3.0,7.428571428571429,6.0,0
2024-05-13,PRD-00249,STR-026,84,2,6,0,-2,78,21,12,8.0,5.0,4.0,6.857142857142857,4.0,0
2024-05-20,PRD-00249,STR-026,78,4,4,0,-1,77,19,11,6.0,6.0,10.0,7.0,4.0,0
2024-05-27,PRD-00249,STR-026,77,0,4,0,1,74,19,11,4.0,9.0,6.0,6.714285714285714,3.0,0
2024-06-03,PRD-00249,STR-026,74,2,3,0,-2,71,18,11,4.0,6.0,4.0,6.0,7.0,0
2024-06-10,PRD-00249,STR-026,71,1,7,0,0,65,17,10,3.0,7.0,4.0,5.571428571428571,10.0,0
2024-06-17,PRD-00249,STR-026,65,4,10,0,1,60,16,9,7.0,7.0,1.0,5.571428571428571,4.0,0
2024-06-24,PRD-00249,STR-026,60,3,4,0,-2,57,15,9,10.0,8.0,12.0,6.0,5.0,0
2024-07-01,PRD-00249,STR-026,57,0,5,0,0,52,14,8,4.0,6.0,5.0,5.428571428571429,6.0,0
2024-07-08,PRD-00249,STR-026,52,3,6,0,2,51,13,7,5.0,4.0,6.0,5.285714285714286,8.0,0
2024-07-15,PRD-00249,STR-026,51,1,8,0,0,44,12,7,6.0,4.0,9.0,5.571428571428571,4.0,0
2024-07-22,PRD-00249,STR-026,44,4,4,0,0,44,11,6,8.0,3.0,6.0,6.142857142857143,4.0,0
2024-07-29,PRD-00249,STR-026,44,1,4,0,0,41,11,6,4.0,7.0,7.0,6.285714285714286,4.0,0
2024-08-05,PRD-00249,STR-026,41,3,4,0,0,40,10,6,4.0,10.0,7.0,5.857142857142857,2.0,0
2024-08-12,PRD-00249,STR-026,40,4,2,0,0,42,10,6,4.0,4.0,8.0,5.0,3.0,0
2024-08-19,PRD-00249,STR-026,42,1,3,0,2,42,10,6,2.0,5.0,6.0,4.714285714285714,3.0,0
2024-08-26,PRD-00249,STR-026,42,0,3,0,0,39,10,6,3.0,6.0,4.0,4.428571428571429,1.0,0
2024-09-02,PRD-00249,STR-026,39,2,1,0,0,40,9,5,3.0,8.0,4.0,4.0,4.0,0
2024-09-09,PRD-00249,STR-026,40,0,4,0,0,36,10,6,1.0,4.0,3.0,3.0,5.0,0
2024-09-16,PRD-00249,STR-026,36,4,5,0,0,35,9,5,4.0,4.0,7.0,3.0,6.0,0
2024-09-23,PRD-00249,STR-026,35,3,6,0,0,32,8,5,5.0,4.0,10.0,3.142857142857143,4.0,0
2024-09-30,PRD-00249,STR-026,32,6,4,0,0,34,8,4,6.0,2.0,4.0,3.4285714285714284,5.0,0
2024-10-07,PRD-00249,STR-026,34,3,5,0,0,32,8,5,4.0,3.0,5.0,3.7142857142857144,3.0,0
2024-10-14,PRD-00249,STR-026,32,1,3,0,1,31,8,4,5.0,3.0,6.0,4.0,4.0,0
2024-10-21,PRD-00249,STR-026,31,0,4,0,0,27,7,4,3.0,1.0,8.0,4.0,2.0,0
2024-10-28,PRD-00249,STR-026,27,0,2,0,-2,23,6,4,4.0,4.0,4.0,4.428571428571429,4.0,0
2024-11-04,PRD-00249,STR-026,23,3,4,0,-2,20,5,3,2.0,5.0,4.0,4.142857142857143,4.0,0
2024-11-11,PRD-00249,STR-026,20,1,4,0,0,17,5,3,4.0,6.0,4.0,4.0,5.0,0
2024-11-18,PRD-00249,STR-026,17,1,5,0,0,13,5,3,4.0,4.0,2.0,3.7142857142857144,4.0,0
2024-11-25,PRD-00249,STR-026,13,0,4,0,0,9,5,3,5.0,5.0,3.0,3.857142857142857,4.0,0
2024-12-02,PRD-00249,STR-026,9,1,4,0,0,6,5,3,4.0,3.0,3.0,3.7142857142857144,6.0,1
2024-12-09,PRD-00249,STR-026,6,0,6,0,0,0,5,3,4.0,4.0,1.0,3.857142857142857,4.0,1
2024-12-16,PRD-00249,STR-026,0,4,4,0,0,0,5,3,6.0,2.0,4.0,4.142857142857143,0.0,1
2024-12-23,PRD-00249,STR-026,0,0,0,0,0,0,5,3,4.0,4.0,5.0,4.428571428571429,3.0,1
2024-12-30,PRD-00249,STR-026,0,3,3,0,0,0,5,3,0.0,4.0,6.0,3.857142857142857,1.0,1
2025-01-06,PRD-00249,STR-026,0,1,1,0,0,0,5,3,3.0,5.0,4.0,3.7142857142857144,4.0,1
2025-01-13,PRD-00249,STR-026,0,4,4,0,0,0,5,3,1.0,4.0,5.0,3.142857142857143,5.0,1
2025-01-20,PRD-00249,STR-026,0,5,5,0,0,0,5,3,4.0,4.0,3.0,3.142857142857143,2.0,0
2025-01-27,PRD-00249,STR-026,0,2,2,0,1,1,5,3,5.0,6.0,4.0,3.2857142857142856,3.0,0
2025-02-03,PRD-00249,STR-026,1,2,3,0,2,2,5,3,2.0,4.0,2.0,2.7142857142857144,2.0,1
2025-02-10,PRD-00249,STR-026,2,0,2,0,0,0,5,3,3.0,0.0,4.0,2.5714285714285716,2.0,1
2025-02-17,PRD-00249,STR-026,0,2,2,0,0,0,5,3,2.0,3.0,4.0,2.857142857142857,0.0,1
2025-02-24,PRD-00249,STR-026,0,0,0,0,0,0,5,3,2.0,1.0,5.0,2.7142857142857144,1.0,1
2025-03-03,PRD-00249,STR-026,0,1,1,0,0,0,5,3,0.0,4.0,4.0,2.5714285714285716,3.0,1
2025-03-10,PRD-00249,STR-026,0,3,3,0,0,0,5,3,1.0,5.0,4.0,2.142857142857143,3.0,0
2025-03-17,PRD-00249,STR-026,0,4,3,0,0,1,5,3,3.0,2.0,6.0,1.8571428571428572,3.0,0
2025-03-24,PRD-00249,STR-026,1,2,3,0,2,2,5,3,3.0,3.0,4.0,2.0,7.0,0
2025-03-31,PRD-00249,STR-026,2,5,7,0,2,2,5,3,3.0,2.0,0.0,2.0,2.0,0
2025-04-07,PRD-00249,STR-026,2,0,2,0,1,1,5,3,7.0,2.0,3.0,2.7142857142857144,2.0,1
2025-04-14,PRD-00249,STR-026,1,1,2,0,0,0,5,3,2.0,0.0,1.0,2.7142857142857144,2.0,1
2025-04-21,PRD-00249,STR-026,0,2,2,0,0,0,5,3,2.0,1.0,4.0,3.0,6.0,1
2025-04-28,PRD-00249,STR-026,0,6,6,0,0,0,5,3,2.0,3.0,5.0,3.142857142857143,2.0,0
2025-05-05,PRD-00249,STR-026,0,2,2,0,1,1,5,3,6.0,3.0,2.0,3.5714285714285716,2.0,0
2025-05-12,PRD-00249,STR-026,1,2,2,0,0,1,5,3,2.0,3.0,3.0,3.4285714285714284,5.0,1
2025-05-19,PRD-00249,STR-026,1,4,5,0,0,0,5,3,2.0,7.0,2.0,3.2857142857142856,3.0,0
2025-05-26,PRD-00249,STR-026,0,3,3,0,1,1,5,3,5.0,2.0,2.0,3.0,5.0,0
2025-06-02,PRD-00249,STR-026,1,5,5,0,0,1,5,3,3.0,2.0,0.0,3.142857142857143,3.0,0
2025-06-09,PRD-00249,STR-026,1,2,3,0,1,1,5,3,5.0,2.0,1.0,3.5714285714285716,3.0,0
2025-06-16,PRD-00249,STR-026,1,2,3,0,1,1,5,3,3.0,6.0,3.0,3.7142857142857144,2.0,1
2025-06-23,PRD-00249,STR-026,1,1,2,0,0,0,5,3,3.0,2.0,3.0,3.2857142857142856,1.0,1
2025-06-30,PRD-00249,STR-026,0,1,1,0,0,0,5,3,2.0,2.0,3.0,3.2857142857142856,5.0,0
2025-07-07,PRD-00249,STR-026,0,5,5,0,2,2,5,3,1.0,5.0,7.0,3.142857142857143,3.0,1
2025-07-14,PRD-00249,STR-026,2,1,3,0,0,0,5,3,5.0,3.0,2.0,3.142857142857143,4.0,1
2025-07-21,PRD-00249,STR-026,0,4,4,0,0,0,5,3,3.0,5.0,2.0,3.142857142857143,2.0,0
2025-07-28,PRD-00249,STR-026,0,2,2,0,1,1,5,3,4.0,3.0,2.0,3.0,4.0,1
2025-08-04,PRD-00249,STR-026,1,3,4,0,0,0,5,3,2.0,3.0,6.0,2.857142857142857,1.0,0
2025-08-11,PRD-00249,STR-026,0,1,1,0,1,1,5,3,4.0,2.0,2.0,3.0,3.0,1
2025-08-18,PRD-00249,STR-026,1,2,3,0,0,0,5,3,1.0,1.0,2.0,2.857142857142857,2.0,0
2025-08-25,PRD-00249,STR-026,0,2,2,0,2,2,5,3,3.0,5.0,5.0,3.142857142857143,3.0,1
2025-09-01,PRD-00249,STR-026,2,1,3,0,0,0,5,3,2.0,3.0,3.0,2.7142857142857144,2.0,1
2025-09-08,PRD-00249,STR-026,0,2,2,0,0,0,5,3,3.0,4.0,5.0,2.7142857142857144,0.0,0
2025-09-15,PRD-00249,STR-026,0,0,0,0,2,2,5,3,2.0,2.0,3.0,2.4285714285714284,4.0,0
2025-09-22,PRD-00249,STR-026,2,2,4,0,2,2,5,3,0.0,4.0,3.0,2.142857142857143,1.0,0
2025-09-29,PRD-00249,STR-026,2,3,1,0,0,4,5,3,4.0,1.0,2.0,2.142857142857143,7.0,0
2025-10-06,PRD-00249,STR-026,4,3,7,0,2,2,5,3,1.0,3.0,1.0,2.142857142857143,7.0,1
2025-10-13,PRD-00249,STR-026,2,6,7,0,-1,0,5,3,7.0,2.0,5.0,2.7142857142857144,2.0,0
2025-10-20,PRD-00249,STR-026,0,4,2,0,0,2,5,3,7.0,3.0,3.0,3.4285714285714284,4.0,1
2025-10-27,PRD-00249,STR-026,2,2,4,0,0,0,5,3,2.0,2.0,4.0,3.2857142857142856,0.0,1
2025-11-03,PRD-00249,STR-026,0,0,0,0,0,0,5,3,4.0,0.0,2.0,3.5714285714285716,3.0,0
2025-11-10,PRD-00249,STR-026,0,4,3,0,0,1,5,3,0.0,4.0,4.0,3.5714285714285716,2.0,0
2025-11-17,PRD-00249,STR-026,1,1,2,0,2,2,5,3,3.0,1.0,1.0,3.4285714285714284,2.0,0
2025-11-24,PRD-00249,STR-026,2,0,2,0,1,1,5,3,2.0,7.0,3.0,3.5714285714285716,4.0,1
2025-12-01,PRD-00249,STR-026,1,3,4,0,0,0,5,3,2.0,7.0,2.0,2.857142857142857,1.0,1
2025-12-08,PRD-00249,STR-026,0,1,1,0,0,0,5,3,4.0,2.0,3.0,2.4285714285714284,2.0,1
2025-12-15,PRD-00249,STR-026,0,2,2,0,0,0,5,3,1.0,4.0,2.0,2.2857142857142856,0.0,0
2025-12-22,PRD-00249,STR-026,0,0,0,0,1,1,5,3,2.0,0.0,0.0,2.0,3.0,1
2025-12-29,PRD-00249,STR-026,1,2,3,0,0,0,5,3,0.0,3.0,4.0,2.0,3.0,1
2026-01-05,PRD-00249,STR-026,0,3,3,0,0,0,5,3,3.0,2.0,1.0,2.0,2.0,1
2026-01-12,PRD-00249,STR-026,0,2,2,0,0,0,5,3,3.0,2.0,7.0,2.142857142857143,0.0,1
2026-01-19,PRD-00249,STR-026,0,0,0,0,0,0,5,3,2.0,4.0,7.0,2.142857142857143,2.0,1
2026-01-26,PRD-00249,STR-026,0,2,2,0,0,0,5,3,0.0,1.0,2.0,1.5714285714285714,1.0,1
2026-02-02,PRD-00249,STR-026,0,1,1,0,0,0,5,3,2.0,2.0,4.0,1.7142857142857142,4.0,1
2026-02-09,PRD-00249,STR-026,0,4,4,0,0,0,5,3,1.0,0.0,0.0,1.5714285714285714,0.0,1
2026-02-16,PRD-00249,STR-026,0,0,0,0,0,0,5,3,4.0,3.0,3.0,2.142857142857143,2.0,0
2026-02-23,PRD-00249,STR-026,0,4,2,0,1,3,5,3,0.0,3.0,2.0,1.7142857142857142,4.0,0
2026-03-02,PRD-00249,STR-026,3,2,4,0,2,3,5,3,2.0,2.0,2.0,1.5714285714285714,5.0,0
2026-03-09,PRD-00249,STR-026,3,5,5,0,1,4,5,3,4.0,0.0,4.0,1.8571428571428572,3.0,0
2026-03-16,PRD-00249,STR-026,4,1,3,0,-1,1,5,3,5.0,2.0,1.0,2.5714285714285716,3.0,0
2026-03-23,PRD-00249,STR-026,1,4,3,0,2,4,5,3,3.0,1.0,2.0,2.7142857142857144,5.0,1
2026-03-30,PRD-00249,STR-026,4,1,5,0,0,0,5,3,3.0,4.0,0.0,3.0,3.0,0
2026-04-06,PRD-00249,STR-026,0,3,3,0,1,1,5,3,5.0,0.0,3.0,3.142857142857143,2.0,1
2026-04-13,PRD-00249,STR-026,1,1,2,0,0,0,5,3,3.0,2.0,3.0,3.5714285714285716,3.0,0
2026-04-20,PRD-00249,STR-026,0,3,3,0,1,1,5,3,2.0,4.0,2.0,3.5714285714285716,3.0,0
2026-04-27,PRD-00249,STR-026,1,2,3,0,2,2,5,3,3.0,5.0,0.0,3.4285714285714284,2.0,1
2026-05-04,PRD-00249,STR-026,2,0,2,0,0,0,5,3,3.0,3.0,2.0,3.142857142857143,2.0,0
2026-05-11,PRD-00249,STR-026,0,2,2,0,1,1,5,3,2.0,3.0,1.0,3.0,3.0,1
2026-05-18,PRD-00249,STR-026,1,2,3,0,0,0,5,3,2.0,5.0,4.0,2.857142857142857,1.0,1
2026-05-25,PRD-00249,STR-026,0,1,1,0,0,0,5,3,3.0,3.0,0.0,2.5714285714285716,4.0,1
2026-06-01,PRD-00249,STR-026,0,4,4,0,0,0,5,3,1.0,2.0,2.0,2.2857142857142856,2.0,0
2026-06-08,PRD-00249,STR-026,0,2,2,0,2,2,5,3,4.0,3.0,4.0,2.5714285714285716,4.0,0
2026-06-15,PRD-00249,STR-026,2,2,4,0,2,2,5,3,2.0,3.0,5.0,2.4285714285714284,4.0,1
2026-06-22,PRD-00249,STR-026,2,2,4,0,0,0,5,3,4.0,2.0,3.0,2.5714285714285716,3.0,0
2026-06-29,PRD-00249,STR-026,0,3,3,0,1,1,5,3,4.0,2.0,3.0,2.857142857142857,1.0,0
2026-07-06,PRD-00249,STR-026,1,0,1,0,2,2,5,3,3.0,3.0,5.0,3.0,3.0,0
2026-07-13,PRD-00249,STR-026,2,1,3,0,1,1,5,3,1.0,1.0,3.0,2.7142857142857144,1.0,1
2026-07-20,PRD-00249,STR-026,1,0,1,0,0,0,5,3,3.0,4.0,2.0,3.0,4.0,1
2026-07-27,PRD-00249,STR-026,0,4,4,0,0,0,5,3,1.0,2.0,3.0,2.5714285714285716,3.0,1
2026-08-03,PRD-00249,STR-026,0,3,3,0,0,0,5,3,4.0,4.0,3.0,2.857142857142857,5.0,0
2026-08-10,PRD-00249,STR-026,0,5,5,0,1,1,5,3,3.0,4.0,2.0,2.7142857142857144,1.0,1
2026-08-17,PRD-00249,STR-026,1,0,1,0,0,0,5,3,5.0,3.0,2.0,2.857142857142857,1.0,0
2026-08-24,PRD-00249,STR-026,0,1,1,0,1,1,5,3,1.0,1.0,3.0,2.5714285714285716,2.0,0
2024-02-19,PRD-00249,STR-038,144,2,6,0,0,140,36,21,3.0,3.0,,4.714285714285714,1.0,0
2024-02-26,PRD-00249,STR-038,140,0,1,0,-2,137,35,21,6.0,8.0,,5.142857142857143,11.0,0
2024-03-04,PRD-00249,STR-038,137,1,11,0,-2,125,34,20,1.0,7.0,,4.142857142857143,7.0,0
2024-03-11,PRD-00249,STR-038,125,4,7,0,0,122,31,18,11.0,3.0,,4.714285714285714,3.0,0
2024-03-18,PRD-00249,STR-038,122,1,3,0,1,121,30,18,7.0,5.0,,5.285714285714286,5.0,0
2024-03-25,PRD-00249,STR-038,121,6,5,0,0,122,30,18,3.0,4.0,,5.0,5.0,0
2024-04-01,PRD-00249,STR-038,122,2,5,0,1,120,30,18,5.0,3.0,,5.142857142857143,10.0,0
2024-04-08,PRD-00249,STR-038,120,1,10,0,0,111,30,18,5.0,6.0,3.0,5.428571428571429,9.0,0
2024-04-15,PRD-00249,STR-038,111,5,9,0,0,107,27,16,10.0,1.0,8.0,6.0,6.0,0
2024-04-22,PRD-00249,STR-038,107,2,6,0,0,103,26,16,9.0,11.0,7.0,7.142857142857143,5.0,0
2024-04-29,PRD-00249,STR-038,103,2,5,0,-2,98,25,15,6.0,7.0,3.0,6.428571428571429,5.0,0
2024-05-06,PRD-00249,STR-038,98,1,5,0,-1,93,24,14,5.0,3.0,5.0,6.142857142857143,5.0,0
2024-05-13,PRD-00249,STR-038,93,1,5,0,2,91,23,13,5.0,5.0,4.0,6.428571428571429,7.0,0
2024-05-20,PRD-00249,STR-038,91,1,7,0,0,85,22,13,5.0,5.0,3.0,6.428571428571429,0.0,0
2024-05-27,PRD-00249,STR-038,85,0,0,0,-1,84,21,12,7.0,10.0,6.0,6.714285714285714,4.0,0
2024-06-03,PRD-00249,STR-038,84,5,4,0,0,85,21,12,0.0,9.0,1.0,5.285714285714286,6.0,0
2024-06-10,PRD-00249,STR-038,85,1,6,0,0,80,21,12,4.0,6.0,11.0,4.571428571428571,4.0,0
2024-06-17,PRD-00249,STR-038,80,4,4,0,-1,79,20,12,6.0,5.0,7.0,4.571428571428571,3.0,0
2024-06-24,PRD-00249,STR-038,79,4,3,0,-1,79,19,11,4.0,5.0,3.0,4.428571428571429,7.0,0
2024-07-01,PRD-00249,STR-038,79,2,7,0,-1,73,19,11,3.0,5.0,5.0,4.142857142857143,6.0,0
2024-07-08,PRD-00249,STR-038,73,3,6,0,0,70,18,10,7.0,7.0,5.0,4.428571428571429,7.0,0
2024-07-15,PRD-00249,STR-038,70,4,7,0,-2,65,17,10,6.0,0.0,10.0,4.285714285714286,4.0,0
2024-07-22,PRD-00249,STR-038,65,2,4,0,0,63,16,9,7.0,4.0,9.0,5.285714285714286,3.0,0
2024-07-29,PRD-00249,STR-038,63,4,3,0,0,64,15,9,4.0,6.0,6.0,5.285714285714286,7.0,0
2024-08-05,PRD-00249,STR-038,64,3,7,0,1,61,16,9,3.0,4.0,5.0,4.857142857142857,2.0,0
2024-08-12,PRD-00249,STR-038,61,3,2,0,-1,61,15,9,7.0,3.0,5.0,5.285714285714286,5.0,0
2024-08-19,PRD-00249,STR-038,61,3,5,0,-1,58,15,9,2.0,7.0,5.0,5.142857142857143,6.0,0
2024-08-26,PRD-00249,STR-038,58,3,6,0,0,55,14,8,5.0,6.0,7.0,4.857142857142857,9.0,0
2024-09-02,PRD-00249,STR-038,55,2,9,0,0,48,13,8,6.0,7.0,0.0,4.857142857142857,8.0,0
2024-09-09,PRD-00249,STR-038,48,2,8,0,-1,41,12,7,9.0,4.0,4.0,5.142857142857143,5.0,0
