customer_id,campaign_id,event_timestamp,event_type,device_type,channel,order_date,converted
CUS-009131,CMP-0050,2020-04-09 19:17:00,Open,Desktop,Push,,0
CUS-004670,CMP-0002,2020-04-09 19:45:00,Impression,Mobile,Social,,0
CUS-009722,CMP-0002,2020-04-09 20:49:00,Open,Tablet,Social,,0
CUS-002170,CMP-0002,2020-04-09 21:20:00,Impression,Tablet,Social,,0
CUS-007310,CMP-0050,2020-04-09 22:55:00,Click,Desktop,Push,,0
CUS-004576,CMP-0002,2020-04-09 23:13:00,Impression,Tablet,Social,,0
CUS-005410,CMP-0002,2020-04-09 23:17:00,Impression,Tablet,Social,,0
CUS-007959,CMP-0050,2020-04-09 23:24:00,Product View,Mobile,Push,,0
CUS-002180,CMP-0002,2020-04-10 00:14:00,Conversion,Desktop,Social,,0
CUS-010621,CMP-0002,2020-04-10 00:51:00,Impression,Desktop,Social,,0
CUS-010123,CMP-0002,2020-04-10 01:25:00,Add To Cart,Desktop,Social,,0
CUS-007350,CMP-0002,2020-04-10 01:46:00,Product View,Mobile,Social,,0
CUS-008246,CMP-0050,2020-04-10 02:44:00,Conversion,Mobile,Push,,0
CUS-004589,CMP-0002,2020-04-10 05:18:00,Impression,Desktop,Social,,0
CUS-010789,CMP-0002,2020-04-10 05:44:00,Conversion,Desktop,Social,,0
CUS-011173,CMP-0002,2020-04-10 06:32:00,Add To Cart,Tablet,Social,,0
CUS-004263,CMP-0050,2020-04-10 06:56:00,Product View,Mobile,Push,,0
CUS-004644,CMP-0002,2020-04-10 07:26:00,Impression,Tablet,Social,,0
CUS-008279,CMP-0002,2020-04-10 08:03:00,Add To Cart,Mobile,Social,,0
CUS-000905,CMP-0050,2020-04-10 08:29:00,Product View,Tablet,Push,,0
CUS-004420,CMP-0050,2020-04-10 09:04:00,Click,Tablet,Push,,0
CUS-005237,CMP-0002,2020-04-10 09:41:00,Add To Cart,Mobile,Social,,0
CUS-005833,CMP-0002,2020-04-10 09:59:00,Conversion,Tablet,Social,,0
CUS-008481,CMP-0050,2020-04-10 10:19:00,Conversion,Tablet,Push,,0
CUS-009267,CMP-0050,2020-04-10 10:20:00,Impression,Tablet,Push,,0
CUS-006344,CMP-0002,2020-04-10 11:03:00,Click,Tablet,Social,,0
CUS-007841,CMP-0050,2020-04-10 11:49:00,Impression,Tablet,Push,,0
CUS-011870,CMP-0050,2020-04-10 12:47:00,Product View,Tablet,Push,,0
CUS-007510,CMP-0002,2020-04-10 13:10:00,Product View,Mobile,Social,,0
CUS-002024,CMP-0050,2020-04-10 13:19:00,Impression,Desktop,Push,,0
CUS-001971,CMP-0050,2020-04-10 13:31:00,Product View,Tablet,Push,,0
CUS-008109,CMP-0002,2020-04-10 13:55:00,Open,Tablet,Social,,0
CUS-005502,CMP-0002,2020-04-10 14:05:00,Add To Cart,Mobile,Social,,0
CUS-007314,CMP-0002,2020-04-10 16:01:00,Open,Mobile,Social,,0
CUS-011804,CMP-0002,2020-04-10 16:37:00,Product View,Tablet,Social,,0
CUS-004696,CMP-0002,2020-04-10 16:38:00,Impression,Tablet,Social,,0
CUS-007667,CMP-0002,2020-04-10 16:46:00,Add To Cart,Desktop,Social,,0
CUS-008455,CMP-0002,2020-04-10 17:14:00,Click,Mobile,Social,,0
CUS-008751,CMP-0050,2020-04-10 17:29:00,Product View,Mobile,Push,,0
CUS-006959,CMP-0002,2020-04-10 17:30:00,Impression,Tablet,Social,,0
CUS-007548,CMP-0050,2020-04-10 17:37:00,Impression,Mobile,Push,,0
CUS-005775,CMP-0002,2020-04-10 17:37:00,Impression,Mobile,Social,,0
CUS-005462,CMP-0050,2020-04-10 18:00:00,Impression,Tablet,Push,,0
CUS-000640,CMP-0050,2020-04-10 18:31:00,Product View,Desktop,Push,,0
CUS-007293,CMP-0050,2020-04-10 19:17:00,Product View,Desktop,Push,,0
CUS-000652,CMP-0050,2020-04-10 19:38:00,Impression,Tablet,Push,,0
CUS-009814,CMP-0002,2020-04-10 19:46:00,Conversion,Mobile,Social,,0
CUS-008369,CMP-0050,2020-04-10 19:49:00,Impression,Mobile,Push,,0
CUS-000106,CMP-0002,2020-04-10 19:59:00,Add To Cart,Desktop,Social,,0
CUS-006864,CMP-0002,2020-04-10 20:32:00,Product View,Mobile,Social,,0
CUS-002622,CMP-0050,2020-04-10 20:51:00,Add To Cart,Desktop,Push,,0
CUS-010190,CMP-0050,2020-04-10 21:09:00,Add To Cart,Tablet,Push,,0
CUS-005227,CMP-0002,2020-04-10 21:34:00,Conversion,Desktop,Social,,0
CUS-008979,CMP-0002,2020-04-10 22:39:00,Product View,Desktop,Social,,0
CUS-010056,CMP-0002,2020-04-10 23:12:00,Add To Cart,Desktop,Social,,0
CUS-002283,CMP-0050,2020-04-10 23:32:00,Add To Cart,Mobile,Push,,0
CUS-000543,CMP-0050,2020-04-10 23:55:00,Product View,Mobile,Push,2020-04-18,1
CUS-006503,CMP-0050,2020-04-11 00:51:00,Conversion,Tablet,Push,,0
CUS-001155,CMP-0002,2020-04-11 02:21:00,Impression,Mobile,Social,,0
CUS-003228,CMP-0002,2020-04-11 04:13:00,Click,Desktop,Social,,0
CUS-002552,CMP-0050,2020-04-11 05:11:00,Click,Mobile,Push,,0
CUS-006027,CMP-0050,2020-04-11 07:39:00,Conversion,Tablet,Push,,0
CUS-001811,CMP-0002,2020-04-11 08:17:00,Product View,Tablet,Social,,0
CUS-007489,CMP-0002,2020-04-11 09:00:00,Impression,Tablet,Social,,0
CUS-007946,CMP-0002,2020-04-11 09:39:00,Impression,Tablet,Social,,0
CUS-008433,CMP-0002,2020-04-11 10:24:00,Product View,Tablet,Social,,0
CUS-008411,CMP-0002,2020-04-11 11:00:00,Open,Mobile,Social,,0
CUS-008382,CMP-0050,2020-04-11 11:24:00,Impression,Mobile,Push,,0
CUS-010018,CMP-0002,2020-04-11 12:19:00,Click,Mobile,Social,,0
CUS-008717,CMP-0002,2020-04-11 13:04:00,Product View,Tablet,Social,,0
CUS-004769,CMP-0002,2020-04-11 14:26:00,Impression,Desktop,Social,,0
CUS-005164,CMP-0050,2020-04-11 14:39:00,Product View,Tablet,Push,,0
CUS-005382,CMP-0002,2020-04-11 16:05:00,Click,Mobile,Social,,0
CUS-010549,CMP-0002,2020-04-11 16:51:00,Product View,Mobile,Social,,0
CUS-000925,CMP-0050,2020-04-11 17:01:00,Impression,Tablet,Push,,0
CUS-008508,CMP-0002,2020-04-11 17:02:00,Conversion,Desktop,Social,,0
CUS-006186,CMP-0002,2020-04-11 17:23:00,Open,Mobile,Social,,0
CUS-004032,CMP-0002,2020-04-11 17:45:00,Add To Cart,Desktop,Social,,0
CUS-005497,CMP-0002,2020-04-11 18:11:00,Open,Tablet,Social,2020-04-19,1
CUS-005734,CMP-0002,2020-04-11 18:22:00,Product View,Tablet,Social,,0
CUS-008518,CMP-0002,2020-04-11 18:32:00,Impression,Tablet,Social,,0
CUS-009572,CMP-0050,2020-04-11 18:40:00,Impression,Desktop,Push,,0
CUS-010292,CMP-0002,2020-04-11 20:25:00,Impression,Desktop,Social,,0
CUS-003136,CMP-0002,2020-04-11 20:45:00,Impression,Tablet,Social,,0
CUS-005541,CMP-0002,2020-04-11 21:13:00,Product View,Desktop,Social,,0
CUS-000260,CMP-0050,2020-04-11 22:02:00,Click,Desktop,Push,,0
CUS-007064,CMP-0050,2020-04-11 23:37:00,Impression,Desktop,Push,,0
CUS-009717,CMP-0050,2020-04-12 00:25:00,Open,Desktop,Push,,0
CUS-010626,CMP-0050,2020-04-12 00:28:00,Impression,Mobile,Push,,0
CUS-002791,CMP-0002,2020-04-12 00:48:00,Product View,Tablet,Social,,0
CUS-004093,CMP-0002,2020-04-12 01:50:00,Add To Cart,Desktop,Social,,0
CUS-003875,CMP-0002,2020-04-12 02:11:00,Open,Tablet,Social,,0
CUS-008238,CMP-0050,2020-04-12 03:09:00,Impression,Mobile,Push,,0
CUS-010724,CMP-0002,2020-04-12 04:38:00,Conversion,Desktop,Social,,0
CUS-005845,CMP-0002,2020-04-12 05:32:00,Add To Cart,Desktop,Social,,0
CUS-008023,CMP-0002,2020-04-12 05:36:00,Add To Cart,Mobile,Social,,0
CUS-003919,CMP-0050,2020-04-12 07:45:00,Click,Desktop,Push,,0
CUS-008639,CMP-0050,2020-04-12 09:20:00,Open,Mobile,Push,,0
CUS-002460,CMP-0002,2020-04-12 11:02:00,Open,Tablet,Social,,0
CUS-010703,CMP-0002,2020-04-12 11:43:00,Open,Desktop,Social,,0
CUS-005144,CMP-0002,2020-04-12 11:55:00,Impression,Mobile,Social,2020-04-24,1
CUS-002743,CMP-0050,2020-04-12 12:05:00,Impression,Mobile,Push,,0
CUS-009011,CMP-0002,2020-04-12 12:13:00,Open,Tablet,Social,,0
CUS-006602,CMP-0002,2020-04-12 12:47:00,Add To Cart,Mobile,Social,,0
CUS-004328,CMP-0002,2020-04-12 12:50:00,Open,Tablet,Social,,0
CUS-001997,CMP-0002,2020-04-12 15:05:00,Impression,Desktop,Social,,0
CUS-008275,CMP-0050,2020-04-12 15:31:00,Open,Tablet,Push,,0
CUS-001102,CMP-0002,2020-04-12 16:12:00,Impression,Tablet,Social,,0
CUS-001860,CMP-0002,2020-04-12 16:12:00,Impression,Mobile,Social,,0
CUS-011146,CMP-0050,2020-04-12 16:18:00,Add To Cart,Desktop,Push,,0
CUS-011240,CMP-0002,2020-04-12 17:33:00,Impression,Mobile,Social,,0
CUS-005757,CMP-0002,2020-04-12 17:44:00,Open,Tablet,Social,,0
CUS-001001,CMP-0002,2020-04-12 19:25:00,Add To Cart,Tablet,Social,,0
CUS-009525,CMP-0002,2020-04-12 19:51:00,Impression,Mobile,Social,,0
CUS-000340,CMP-0050,2020-04-12 20:24:00,Product View,Tablet,Push,2020-04-15,1
CUS-000096,CMP-0002,2020-04-12 20:33:00,Click,Mobile,Social,,0
CUS-008313,CMP-0002,2020-04-12 20:56:00,Impression,Mobile,Social,,0
CUS-004398,CMP-0002,2020-04-12 21:01:00,Impression,Desktop,Social,,0
CUS-000940,CMP-0002,2020-04-12 21:13:00,Open,Desktop,Social,,0
CUS-009161,CMP-0002,2020-04-12 21:41:00,Impression,Desktop,Social,,0
CUS-011054,CMP-0050,2020-04-12 21:53:00,Add To Cart,Mobile,Push,,0
CUS-006504,CMP-0050,2020-04-12 22:14:00,Click,Mobile,Push,,0
CUS-000167,CMP-0050,2020-04-12 23:20:00,Impression,Desktop,Push,,0
CUS-007929,CMP-0002,2020-04-12 23:57:00,Impression,Mobile,Social,,0
CUS-000549,CMP-0050,2020-04-13 00:31:00,Impression,Tablet,Push,,0
CUS-009856,CMP-0050,2020-04-13 00:37:00,Product View,Mobile,Push,,0
CUS-009570,CMP-0002,2020-04-13 00:38:00,Impression,Tablet ,Social,2020-04-27,1
CUS-004805,CMP-0050,2020-04-13 01:52:00,Add To Cart,Mobile,Push,,0
CUS-001116,CMP-0002,2020-04-13 02:01:00,Click,Tablet,Social,,0
CUS-006652,CMP-0002,2020-04-13 02:31:00,Add To Cart,Desktop,Social,,0
CUS-009345,CMP-0050,2020-04-13 03:20:00,Add To Cart,Tablet,Push,,0
CUS-007363,CMP-0050,2020-04-13 03:41:00,Product View,Mobile,Push,,0
CUS-010691,CMP-0050,2020-04-13 04:08:00,Impression,Desktop,Push,,0
CUS-004892,CMP-0050,2020-04-13 04:36:00,Conversion,Mobile,Push,,0
CUS-004610,CMP-0002,2020-04-13 04:47:00,Click,Mobile,Social,,0
CUS-005244,CMP-0002,2020-04-13 04:51:00,Product View,Desktop,Social,,0
CUS-001276,CMP-0050,2020-04-13 06:11:00,Add To Cart,Tablet,Push,,0
CUS-006070,CMP-0050,2020-04-13 06:25:00,Conversion,Desktop,Push,,0
CUS-010226,CMP-0050,2020-04-13 06:33:00,Conversion,Desktop,Push,,0
CUS-006127,CMP-0002,2020-04-13 06:48:00,Impression,Desktop,Social,,0
CUS-004566,CMP-0002,2020-04-13 07:18:00,Impression,Desktop,Social,,0
CUS-005680,CMP-0050,2020-04-13 07:50:00,Impression,Mobile,Push,,0
CUS-009179,CMP-0050,2020-04-13 08:01:00,Impression,Desktop,Push,,0
CUS-004573,CMP-0050,2020-04-13 08:07:00,Product View,Mobile,Push,,0
CUS-000702,CMP-0050,2020-04-13 08:41:00,Product View,Desktop,Push,,0
CUS-004282,CMP-0050,2020-04-13 08:42:00,Add To Cart,Mobile,Push,,0
CUS-006037,CMP-0002,2020-04-13 10:43:00,Impression,Mobile,Social,,0
CUS-006785,CMP-0050,2020-04-13 11:02:00,Add To Cart,Tablet,Push,,0
CUS-004749,CMP-0002,2020-04-13 12:05:00,Add To Cart,desktop,Social,,0
CUS-011453,CMP-0050,2020-04-13 13:34:00,Open,Tablet,Push,,0
CUS-004315,CMP-0050,2020-04-13 15:39:00,Product View,Tablet,Push,,0
CUS-006364,CMP-0002,2020-04-13 16:42:00,Impression,Desktop,Social,,0
CUS-003242,CMP-0002,2020-04-13 17:16:00,Product View,Tablet,Social,,0
CUS-007198,CMP-0002,2020-04-13 17:48:00,Conversion,Desktop,Social,,0
CUS-003575,CMP-0050,2020-04-13 18:18:00,Conversion,Tablet,Push,,0
CUS-006218,CMP-0002,2020-04-13 18:46:00,Product View,Tablet,Social,,0
CUS-004226,CMP-0050,2020-04-13 18:55:00,Impression,Tablet,Push,,0
CUS-004331,CMP-0050,2020-04-13 20:17:00,Impression,Desktop,Push,,0
CUS-008301,CMP-0050,2020-04-13 20:35:00,Impression,Mobile,Push,,0
CUS-002715,CMP-0002,2020-04-13 20:57:00,Product View,Desktop,Social,,0
CUS-003928,CMP-0002,2020-04-13 21:07:00,Impression,Desktop,Social,,0
CUS-003443,CMP-0002,2020-04-13 22:28:00,Product View,Desktop,Social,,0
CUS-000218,CMP-0002,2020-04-14 00:19:00,Product View,Mobile,Social,,0
CUS-009072,CMP-0002,2020-04-14 00:39:00,Impression,Desktop,Social,,0
CUS-004076,CMP-0050,2020-04-14 00:46:00,Impression,Desktop,Push,,0
CUS-008129,CMP-0050,2020-04-14 02:14:00,Impression,Mobile,Push,,0
CUS-003323,CMP-0050,2020-04-14 02:29:00,Click,Desktop,Push,,0
CUS-011497,CMP-0050,2020-04-14 02:59:00,Product View,Desktop,Push,,0
CUS-007859,CMP-0050,2020-04-14 03:26:00,Conversion,Desktop,Push,,0
CUS-009127,CMP-0050,2020-04-14 03:28:00,Add To Cart,Tablet,Push,,0
CUS-011978,CMP-0002,2020-04-14 04:07:00,Product View,Desktop,Social,,0
CUS-002983,CMP-0050,2020-04-14 04:46:00,Add To Cart,Tablet,Push,,0
CUS-010553,CMP-0002,2020-04-14 05:26:00,Product View,Mobile,Social,,0
CUS-005645,CMP-0002,2020-04-14 06:25:00,Click,Tablet,Social,,0
CUS-005027,CMP-0050,2020-04-14 07:00:00,Impression,Tablet,Push,,0
CUS-008006,CMP-0002,2020-04-14 07:55:00,Product View,Desktop,Social,,0
CUS-008269,CMP-0050,2020-04-14 10:22:00,Open,Mobile,Push,,0
CUS-001539,CMP-0002,2020-04-14 10:35:00,Impression,Tablet,Social,,0
CUS-011948,CMP-0050,2020-04-14 11:00:00,Impression,Mobile,Push,,0
CUS-004920,CMP-0050,2020-04-14 11:28:00,Add To Cart,Desktop,Push,,0
CUS-006268,CMP-0002,2020-04-14 11:36:00,Impression,Desktop,Social,,0
CUS-009722,CMP-0050,2020-04-14 11:56:00,Product View,Tablet,Push,,0
CUS-001909,CMP-0002,2020-04-14 12:31:00,Product View,Mobile,Social,,0
CUS-003360,CMP-0050,2020-04-14 13:52:00,Product View,Desktop,Push,,0
CUS-002884,CMP-0050,2020-04-14 15:05:00,Impression,Tablet,Push,,0
CUS-006330,CMP-0002,2020-04-14 18:09:00,Product View,Desktop,Social,,0
CUS-010575,CMP-0002,2020-04-14 19:58:00,Impression,Desktop,Social,,0
CUS-007962,CMP-0002,2020-04-14 20:38:00,Conversion,Tablet,Social,,0
CUS-007325,CMP-0050,2020-04-14 22:54:00,Impression,Desktop,Push,,0
CUS-008140,CMP-0002,2020-04-15 00:01:00,Product View,Mobile,Social,,0
CUS-007907,CMP-0002,2020-04-15 01:12:00,Add To Cart,Desktop,Social,,0
CUS-006633,CMP-0002,2020-04-15 01:33:00,Product View,Mobile,Social,,0
CUS-007151,CMP-0002,2020-04-15 02:26:00,Product View,Tablet,Social,2020-04-17,1
CUS-009951,CMP-0050,2020-04-15 02:47:00,Open,Desktop,Push,,0
CUS-010966,CMP-0002,2020-04-15 02:54:00,Product View,Desktop,Social,,0
CUS-006608,CMP-0050,2020-04-15 03:54:00,Impression,Desktop,Push,,0
CUS-001239,CMP-0002,2020-04-15 05:22:00,Impression,Desktop,Social,,0
CUS-008870,CMP-0002,2020-04-15 05:57:00,Click,Mobile,Social,,0
CUS-011549,CMP-0050,2020-04-15 07:30:00,Impression,Desktop,Push,,0
CUS-010092,CMP-0050,2020-04-15 08:01:00,Open,Tablet,Push,,0
CUS-000264,CMP-0050,2020-04-15 08:10:00,Product View,Mobile,Push,,0
CUS-004079,CMP-0050,2020-04-15 08:47:00,Click,Tablet,Push,,0
CUS-006529,CMP-0002,2020-04-15 09:38:00,Impression,Mobile,Social,,0
CUS-011881,CMP-0050,2020-04-15 09:45:00,Product View,Desktop,Push,,0
CUS-006924,CMP-0050,2020-04-15 10:02:00,Impression,Tablet,Push,,0
CUS-010827,CMP-0050,2020-04-15 10:40:00,Conversion,Desktop,Push,,0
CUS-009664,CMP-0002,2020-04-15 10:50:00,Open,Mobile,Social,,0
CUS-008663,CMP-0050,2020-04-15 11:44:00,Conversion,Mobile,Push,,0
CUS-004642,CMP-0050,2020-04-15 12:19:00,Open,Desktop,Push,,0
CUS-006047,CMP-0050,2020-04-15 12:31:00,Open,Desktop,Push,,0
CUS-001545,CMP-0050,2020-04-15 14:10:00,Impression,Mobile,Push,,0
CUS-006716,CMP-0002,2020-04-15 15:57:00,Impression,Tablet,Social,,0
CUS-007069,CMP-0002,2020-04-15 16:15:00,Impression,Mobile,Social,,0
CUS-006929,CMP-0002,2020-04-15 17:31:00,Product View,Tablet,Social,,0
CUS-002624,CMP-0002,2020-04-15 18:12:00,Impression,Mobile,Social,,0
CUS-001049,CMP-0050,2020-04-15 18:30:00,Impression,Desktop,Push,,0
CUS-011426,CMP-0002,2020-04-15 18:46:00,Add To Cart,Mobile,Social,,0
CUS-001448,CMP-0050,2020-04-15 18:47:00,Product View,Mobile,Push,,0
CUS-005934,CMP-0002,2020-04-15 19:31:00,Add To Cart,Desktop,Social,,0
CUS-002998,CMP-0050,2020-04-15 20:15:00,Conversion,Desktop,Push,,0
CUS-006482,CMP-0050,2020-04-15 21:46:00,Product View,Desktop,Push,,0
CUS-006336,CMP-0050,2020-04-15 22:41:00,Conversion,Desktop,Push,,0
CUS-006947,CMP-0002,2020-04-15 22:50:00,Impression,Desktop,Social,,0
CUS-003862,CMP-0002,2020-04-15 22:52:00,Impression,Mobile,Social,,0
CUS-011572,CMP-0050,2020-04-15 23:26:00,Product View,Desktop,Push,,0
CUS-009281,CMP-0002,2020-04-16 00:33:00,Click,Desktop,Social,,0
CUS-010411,CMP-0050,2020-04-16 04:30:00,Product View,Desktop,Push,,0
CUS-008810,CMP-0002,2020-04-16 04:50:00,Impression,Mobile,Social,,0
CUS-011607,CMP-0002,2020-04-16 04:57:00,Impression,Tablet,Social,,0
CUS-000989,CMP-0050,2020-04-16 05:21:00,Impression,Mobile,Push,,0
CUS-007149,CMP-0002,2020-04-16 05:33:00,Open,Desktop,Social,,0
CUS-004761,CMP-0002,2020-04-16 07:17:00,Click,Desktop,Social,,0
CUS-005649,CMP-0050,2020-04-16 07:46:00,Conversion,Desktop,Push,,0
CUS-001104,CMP-0002,2020-04-16 07:48:00,Conversion,Tablet,Social,,0
CUS-007207,CMP-0002,2020-04-16 07:52:00,Impression,Tablet,Social,,0
CUS-011066,CMP-0050,2020-04-16 09:06:00,Product View,Tablet,Push,,0
CUS-010640,CMP-0002,2020-04-16 09:35:00,Impression,Desktop,Social,,0
CUS-002088,CMP-0050,2020-04-16 09:58:00,Impression,Tablet,Push,,0
CUS-006988,CMP-0002,2020-04-16 10:07:00,Impression,Tablet,Social,,0
CUS-001381,CMP-0050,2020-04-16 10:13:00,Conversion,Tablet,Push,,0
CUS-009804,CMP-0002,2020-04-16 10:34:00,Impression,Desktop,Social,,0
CUS-009250,CMP-0002,2020-04-16 10:38:00,Conversion,Tablet,Social,,0
CUS-004767,CMP-0050,2020-04-16 11:08:00,Impression,Tablet,Push,,0
CUS-008051,CMP-0002,2020-04-16 11:32:00,Impression,Mobile,Social,,0
CUS-007329,CMP-0002,2020-04-16 12:15:00,Product View,Mobile,Social,,0
CUS-006326,CMP-0002,2020-04-16 12:27:00,Impression,Tablet,Social,,0
CUS-007541,CMP-0050,2020-04-16 12:41:00,Product View,Mobile,Push,,0
CUS-002294,CMP-0050,2020-04-16 13:19:00,Product View,Desktop,Push,,0
CUS-004533,CMP-0002,2020-04-16 14:56:00,Impression,Mobile,Social,,0
CUS-000278,CMP-0002,2020-04-16 15:28:00,Conversion,Mobile,Social,,0
CUS-000241,CMP-0050,2020-04-16 17:04:00,Open,Mobile,Push,,0
CUS-007723,CMP-0002,2020-04-16 18:56:00,Product View,Mobile,Social,,0
CUS-002929,CMP-0002,2020-04-16 19:04:00,Add To Cart,Tablet,Social,,0
CUS-007556,CMP-0002,2020-04-16 19:05:00,Product View,Mobile,Social,,0
CUS-001626,CMP-0002,2020-04-16 19:33:00,Add To Cart,Tablet,Social,,0
CUS-001059,CMP-0002,2020-04-16 20:05:00,Add To Cart,Desktop,Social,,0
CUS-007127,CMP-0002,2020-04-16 21:18:00,Impression,Desktop,Social,,0
CUS-003177,CMP-0002,2020-04-16 22:17:00,Open,Tablet,Social,,0
CUS-000369,CMP-0002,2020-04-16 23:07:00,Impression,Tablet,Social,,0
CUS-004619,CMP-0050,2020-04-17 00:04:00,Impression,Mobile,Push,,0
CUS-002967,CMP-0002,2020-04-17 00:07:00,Impression,Tablet,Social,,0
CUS-000543,CMP-0002,2020-04-17 00:56:00,Open,Mobile,Social,2020-04-18,1
CUS-007162,CMP-0002,2020-04-17 02:08:00,Impression,Mobile,Social,,0
CUS-000340,CMP-0002,2020-04-17 02:11:00,Click,Tablet,Social,,0
CUS-009954,CMP-0002,2020-04-17 02:33:00,Product View,Mobile,Social,,0
CUS-000402,CMP-0002,2020-04-17 03:07:00,Impression,Tablet,Social,,0
CUS-010097,CMP-0050,2020-04-17 04:08:00,Product View,Mobile,Push,,0
CUS-006960,CMP-0050,2020-04-17 04:20:00,Conversion,Tablet,Push,,0
CUS-004470,CMP-0050,2020-04-17 04:27:00,Add To Cart,Tablet,Push,,0
CUS-009843,CMP-0050,2020-04-17 05:35:00,Click,Desktop,Push,,0
CUS-006654,CMP-0002,2020-04-17 07:19:00,Add To Cart,Mobile,Social,,0
CUS-009608,CMP-0002,2020-04-17 07:26:00,Impression,Tablet,Social,,0
CUS-001131,CMP-0050,2020-04-17 07:39:00,Impression,Mobile,Push,,0
CUS-009029,CMP-0050,2020-04-17 07:53:00,Product View,Desktop,Push,,0
CUS-005130,CMP-0050,2020-04-17 08:24:00,Impression,Desktop,Push,,0
CUS-003166,CMP-0002,2020-04-17 08:45:00,Add To Cart,Tablet,Social,,0
CUS-002460,CMP-0050,2020-04-17 08:58:00,Conversion,Desktop,Push,,0
CUS-009969,CMP-0002,2020-04-17 09:31:00,Add To Cart,Mobile,Social,,0
CUS-011693,CMP-0050,2020-04-17 09:34:00,Impression,Desktop,Push,,0
CUS-004835,CMP-0050,2020-04-17 09:50:00,Click,Desktop,Push,,0
CUS-003936,CMP-0002,2020-04-17 11:10:00,Product View,Tablet,Social,,0
CUS-000734,CMP-0050,2020-04-17 11:18:00,Open,Desktop,Push,,0
CUS-001038,CMP-0002,2020-04-17 11:38:00,Product View,Desktop,Social,,0
CUS-001524,CMP-0002,2020-04-17 12:09:00,Impression,Tablet,Social,,0
CUS-005000,CMP-0050,2020-04-17 12:44:00,Add To Cart,Desktop,Push,,0
CUS-006216,CMP-0002,2020-04-17 12:53:00,Open,Desktop,Social,,0
CUS-006035,CMP-0002,2020-04-17 13:14:00,Add To Cart,Tablet,Social,,0
CUS-005762,CMP-0002,2020-04-17 14:26:00,Product View,Tablet,Social,,0
CUS-006042,CMP-0050,2020-04-17 14:52:00,Conversion,Tablet,Push,,0
CUS-007536,CMP-0002,2020-04-17 15:07:00,Product View,Desktop,Social,,0
CUS-010506,CMP-0002,2020-04-17 15:28:00,Impression,Mobile,Social,,0
CUS-001419,CMP-0002,2020-04-17 16:54:00,Product View,Tablet,Social,,0
CUS-007686,CMP-0050,2020-04-17 17:14:00,Add To Cart,Desktop,Push,,0
CUS-003141,CMP-0002,2020-04-17 17:37:00,Add To Cart,Tablet,Social,,0
CUS-000603,CMP-0002,2020-04-17 17:57:00,Open,Desktop,Social,,0
CUS-006679,CMP-0002,2020-04-17 18:07:00,Add To Cart,Desktop,Social,,0
CUS-005835,CMP-0050,2020-04-17 18:38:00,Product View,Mobile,Push,,0
CUS-003405,CMP-0002,2020-04-17 20:22:00,Add To Cart,Tablet,Social,,0
CUS-006214,CMP-0002,2020-04-17 20:32:00,Product View,Desktop,Social,,0
CUS-001199,CMP-0002,2020-04-17 20:35:00,Impression,Desktop,Social,2020-04-23,1
CUS-003730,CMP-0050,2020-04-17 21:12:00,Click,Mobile,Push,,0
CUS-007835,CMP-0050,2020-04-17 21:16:00,Impression,Desktop,Push,,0
CUS-001807,CMP-0002,2020-04-17 21:43:00,Conversion,Tablet,Social,,0
CUS-008442,CMP-0050,2020-04-17 21:53:00,Product View,Desktop,Push,,0
CUS-005856,CMP-0002,2020-04-17 22:08:00,Click,Desktop,Social,,0
CUS-003307,CMP-0002,2020-04-17 22:34:00,Product View,Tablet,Social,,0
CUS-005689,CMP-0002,2020-04-18 00:09:00,Impression,Mobile,Social,,0
CUS-011885,CMP-0002,2020-04-18 00:57:00,Impression,Mobile,Social,,0
CUS-010957,CMP-0002,2020-04-18 01:04:00,Add To Cart,Tablet,Social,,0
CUS-010351,CMP-0050,2020-04-18 02:03:00,Click,Mobile,Push,,0
CUS-001972,CMP-0050,2020-04-18 02:17:00,Impression,Tablet,Push,,0
CUS-007591,CMP-0002,2020-04-18 02:28:00,Open,Tablet,Social,,0
CUS-005271,CMP-0002,2020-04-18 02:31:00,Add To Cart,Tablet,Social,,0
CUS-010180,CMP-0050,2020-04-18 02:31:00,Open,Mobile,Push,,0
CUS-003796,CMP-0050,2020-04-18 03:18:00,Product View,Tablet,Push,,0
CUS-005058,CMP-0050,2020-04-18 05:05:00,Product View,Mobile,Push,,0
CUS-007864,CMP-0002,2020-04-18 06:11:00,Product View,Desktop,Social,,0
CUS-000746,CMP-0002,2020-04-18 06:22:00,Add To Cart,Desktop,Social,,0
CUS-010997,CMP-0002,2020-04-18 06:33:00,Impression,Mobile,Social,,0
CUS-006626,CMP-0050,2020-04-18 07:03:00,Impression,Tablet,Push,,0
CUS-010212,CMP-0002,2020-04-18 07:36:00,Impression,Desktop,Social,,0
CUS-005847,CMP-0002,2020-04-18 07:40:00,Conversion,Desktop,Social,,0
CUS-006741,CMP-0050,2020-04-18 07:41:00,Open,Tablet,Push,,0
CUS-000683,CMP-0050,2020-04-18 07:44:00,Conversion,Tablet,Push,,0
CUS-011616,CMP-0050,2020-04-18 08:25:00,Impression,Desktop,Push,,0
CUS-009717,CMP-0002,2020-04-18 08:25:00,Impression,Desktop,Social,,0
CUS-003653,CMP-0002,2020-04-18 09:46:00,Click,Tablet,Social,,0
CUS-003116,CMP-0050,2020-04-18 09:59:00,Product View,Mobile,Push,,0
